pokemon_identifier,language_identifier,name
minior-indigo-core,jp-kana,あおいろのコア
minior-indigo-core,jp-kanji,あおいろのコア
minior-indigo-core,en,Indigo Core
minior-indigo-core,fr,Noyau Indigo
minior-indigo-core,it,Nucleo Indaco
minior-indigo-core,de,Blauer Kern
minior-indigo-core,es,Núcleo Añil
minior-indigo-core,ko,파란색 코어
minior-indigo-core,zh-simp,蓝色核心
minior-indigo-core,zh-trad,藍色核心
minior-violet-core,jp-kana,むらさきいろのコア
minior-violet-core,jp-kanji,むらさきいろのコア
minior-violet-core,en,Violet Core
minior-violet-core,fr,Noyau Violet
minior-violet-core,it,Nucleo Violetto
minior-violet-core,de,Violetter Kern
minior-violet-core,es,Núcleo Violeta
minior-violet-core,ko,보라색 코어
minior-violet-core,zh-simp,紫色核心
minior-violet-core,zh-trad,紫色核心
mimikyu-disguised-form,jp-kana,ばけたすがた
mimikyu-disguised-form,jp-kanji,ばけたすがた
mimikyu-disguised-form,en,Disguised Form
mimikyu-disguised-form,fr,Forme Déguisée
mimikyu-disguised-form,it,Forma Mascherata
mimikyu-disguised-form,de,Verkleidete Form
mimikyu-disguised-form,es,Forma Encubierta
mimikyu-disguised-form,ko,둔갑한 모습
mimikyu-disguised-form,zh-simp,化形的样子
mimikyu-disguised-form,zh-trad,化形的樣子
mimikyu-busted-form,jp-kana,ばれたすがた
mimikyu-busted-form,jp-kanji,ばれたすがた
mimikyu-busted-form,en,Busted Form
mimikyu-busted-form,fr,Forme Démasquée
mimikyu-busted-form,it,Forma Smascherata
mimikyu-busted-form,de,Entlarvte Form
mimikyu-busted-form,es,Forma Descubierta
mimikyu-busted-form,ko,들킨 모습
mimikyu-busted-form,zh-simp,现形的样子
mimikyu-busted-form,zh-trad,現形的樣子
necrozma-dusk-mane,jp-kana,たそがれの　たてがみ
necrozma-dusk-mane,jp-kanji,たそがれの　たてがみ
necrozma-dusk-mane,en,Dusk Mane
necrozma-dusk-mane,fr,Crinière du Couchant
necrozma-dusk-mane,it,Criniera del Vespro
necrozma-dusk-mane,de,Abendmähne
necrozma-dusk-mane,es,Melena Crepuscular
necrozma-dusk-mane,ko,황혼의 갈기
necrozma-dusk-mane,zh-simp,黄昏之鬃
necrozma-dusk-mane,zh-trad,黃昏之鬃
necrozma-dawn-wings,jp-kana,あかつきの　つばさ
necrozma-dawn-wings,jp-kanji,あかつきの　つばさ
necrozma-dawn-wings,en,Dawn Wings
necrozma-dawn-wings,fr,Ailes de l’Aurore
necrozma-dawn-wings,it,Ali dell’Aurora
necrozma-dawn-wings,de,Morgenschwingen
necrozma-dawn-wings,es,Alas del Alba
necrozma-dawn-wings,ko,새벽의 날개
necrozma-dawn-wings,zh-simp,拂晓之翼
necrozma-dawn-wings,zh-trad,拂曉之翼
necrozma-ultra,jp-kana,ウルトラネクロズマ
necrozma-ultra,jp-kanji,ウルトラネクロズマ
necrozma-ultra,en,Ultra Necrozma
necrozma-ultra,fr,Ultra-Necrozma
necrozma-ultra,it,UltraNecrozma
necrozma-ultra,de,Ultra-Necrozma
necrozma-ultra,es,Ultra-Necrozma
necrozma-ultra,ko,울트라네크로즈마
necrozma-ultra,zh-simp,究极奈克洛兹玛
necrozma-ultra,zh-trad,究極奈克洛茲瑪
magearna-original-color,jp-kana,５００ねんまえのいろ
magearna-original-color,jp-kanji,５００ねんまえのいろ
magearna-original-color,en,Original Color
magearna-original-color,fr,Couleur du Passé
magearna-original-color,it,Colore Antico
magearna-original-color,de,Originalfarbe
magearna-original-color,es,Color Vetusto
magearna-original-color,ko,500년 전의 색
magearna-original-color,zh-simp,５００年前的颜色
magearna-original-color,zh-trad,５００年前的顏色
melmetal-gigantamax,jp-kana,キョダイマックス
melmetal-gigantamax,jp-kanji,キョダイマックス
melmetal-gigantamax,en,Gigantamax
melmetal-gigantamax,fr,Gigamax
melmetal-gigantamax,it,Gigamax
melmetal-gigantamax,de,Gigadynamax
melmetal-gigantamax,es,Gigamax
melmetal-gigantamax,ko,거다이맥스
melmetal-gigantamax,zh-simp,超极巨化
melmetal-gigantamax,zh-trad,超極巨化
rillaboom-gigantamax,jp-kana,キョダイマックス
rillaboom-gigantamax,jp-kanji,キョダイマックス
rillaboom-gigantamax,en,Gigantamax
rillaboom-gigantamax,fr,Gigamax
rillaboom-gigantamax,it,Gigamax
rillaboom-gigantamax,de,Gigadynamax
rillaboom-gigantamax,es,Gigamax
rillaboom-gigantamax,ko,거다이맥스
rillaboom-gigantamax,zh-simp,超极巨化
rillaboom-gigantamax,zh-trad,超極巨化
cinderace-gigantamax,jp-kana,キョダイマックス
cinderace-gigantamax,jp-kanji,キョダイマックス
cinderace-gigantamax,en,Gigantamax
cinderace-gigantamax,fr,Gigamax
cinderace-gigantamax,it,Gigamax
cinderace-gigantamax,de,Gigadynamax
cinderace-gigantamax,es,Gigamax
cinderace-gigantamax,ko,거다이맥스
cinderace-gigantamax,zh-simp,超极巨化
cinderace-gigantamax,zh-trad,超極巨化
inteleon-gigantamax,jp-kana,キョダイマックス
inteleon-gigantamax,jp-kanji,キョダイマックス
inteleon-gigantamax,en,Gigantamax
inteleon-gigantamax,fr,Gigamax
inteleon-gigantamax,it,Gigamax
inteleon-gigantamax,de,Gigadynamax
inteleon-gigantamax,es,Gigamax
inteleon-gigantamax,ko,거다이맥스
inteleon-gigantamax,zh-simp,超极巨化
inteleon-gigantamax,zh-trad,超極巨化
corviknight-gigantamax,jp-kana,キョダイマックス
corviknight-gigantamax,jp-kanji,キョダイマックス
corviknight-gigantamax,en,Gigantamax
corviknight-gigantamax,fr,Gigamax
corviknight-gigantamax,it,Gigamax
corviknight-gigantamax,de,Gigadynamax
corviknight-gigantamax,es,Gigamax
corviknight-gigantamax,ko,거다이맥스
corviknight-gigantamax,zh-simp,超极巨化
corviknight-gigantamax,zh-trad,超極巨化
orbeetle-gigantamax,jp-kana,キョダイマックス
orbeetle-gigantamax,jp-kanji,キョダイマックス
orbeetle-gigantamax,en,Gigantamax
orbeetle-gigantamax,fr,Gigamax
orbeetle-gigantamax,it,Gigamax
orbeetle-gigantamax,de,Gigadynamax
orbeetle-gigantamax,es,Gigamax
orbeetle-gigantamax,ko,거다이맥스
orbeetle-gigantamax,zh-simp,超极巨化
orbeetle-gigantamax,zh-trad,超極巨化
drednaw-gigantamax,jp-kana,キョダイマックス
drednaw-gigantamax,jp-kanji,キョダイマックス
drednaw-gigantamax,en,Gigantamax
drednaw-gigantamax,fr,Gigamax
drednaw-gigantamax,it,Gigamax
drednaw-gigantamax,de,Gigadynamax
drednaw-gigantamax,es,Gigamax
drednaw-gigantamax,ko,거다이맥스
drednaw-gigantamax,zh-simp,超极巨化
drednaw-gigantamax,zh-trad,超極巨化
coalossal-gigantamax,jp-kana,キョダイマックス
coalossal-gigantamax,jp-kanji,キョダイマックス
coalossal-gigantamax,en,Gigantamax
coalossal-gigantamax,fr,Gigamax
coalossal-gigantamax,it,Gigamax
coalossal-gigantamax,de,Gigadynamax
coalossal-gigantamax,es,Gigamax
coalossal-gigantamax,ko,거다이맥스
coalossal-gigantamax,zh-simp,超极巨化
coalossal-gigantamax,zh-trad,超極巨化
flapple-gigantamax,jp-kana,キョダイマックス
flapple-gigantamax,jp-kanji,キョダイマックス
flapple-gigantamax,en,Gigantamax
flapple-gigantamax,fr,Gigamax
flapple-gigantamax,it,Gigamax
flapple-gigantamax,de,Gigadynamax
flapple-gigantamax,es,Gigamax
flapple-gigantamax,ko,거다이맥스
flapple-gigantamax,zh-simp,超极巨化
flapple-gigantamax,zh-trad,超極巨化
appletun-gigantamax,jp-kana,キョダイマックス
appletun-gigantamax,jp-kanji,キョダイマックス
appletun-gigantamax,en,Gigantamax
appletun-gigantamax,fr,Gigamax
appletun-gigantamax,it,Gigamax
appletun-gigantamax,de,Gigadynamax
appletun-gigantamax,es,Gigamax
appletun-gigantamax,ko,거다이맥스
appletun-gigantamax,zh-simp,超极巨化
appletun-gigantamax,zh-trad,超極巨化
sandaconda-gigantamax,jp-kana,キョダイマックス
sandaconda-gigantamax,jp-kanji,キョダイマックス
sandaconda-gigantamax,en,Gigantamax
sandaconda-gigantamax,fr,Gigamax
sandaconda-gigantamax,it,Gigamax
sandaconda-gigantamax,de,Gigadynamax
sandaconda-gigantamax,es,Gigamax
sandaconda-gigantamax,ko,거다이맥스
sandaconda-gigantamax,zh-simp,超极巨化
sandaconda-gigantamax,zh-trad,超極巨化
cramorant-gulping-form,jp-kana,うのみのすがた
cramorant-gulping-form,jp-kanji,うのみのすがた
cramorant-gulping-form,en,Gulping Form
cramorant-gulping-form,fr,Forme Gobe-Tout
cramorant-gulping-form,it,Forma Inghiottitutto
cramorant-gulping-form,de,Schlingform
cramorant-gulping-form,es,Forma Tragatodo
cramorant-gulping-form,ko,그대로 삼킨 모습
cramorant-gulping-form,zh-simp,一口吞的样子
cramorant-gulping-form,zh-trad,一口吞的樣子
cramorant-gorging-form,jp-kana,まるのみのすがた
cramorant-gorging-form,jp-kanji,まるのみのすがた
cramorant-gorging-form,en,Gorging Form
cramorant-gorging-form,fr,Forme Gobe-Chu
cramorant-gorging-form,it,Forma Inghiottintero
cramorant-gorging-form,de,Stopfform
cramorant-gorging-form,es,Forma Engulletodo
cramorant-gorging-form,ko,통째로 삼킨 모습
cramorant-gorging-form,zh-simp,大口吞的样子
cramorant-gorging-form,zh-trad,大口吞的樣子
toxtricity-amped-form,jp-kana,ハイなすがた
toxtricity-amped-form,jp-kanji,ハイなすがた
toxtricity-amped-form,en,Amped Form
toxtricity-amped-form,fr,Forme Aigüe
toxtricity-amped-form,it,Forma Melodia
toxtricity-amped-form,de,Hoch-Form
toxtricity-amped-form,es,Forma Aguda
toxtricity-amped-form,ko,하이한 모습
toxtricity-amped-form,zh-simp,高调的样子
toxtricity-amped-form,zh-trad,高調的樣子
toxtricity-low-key-form,jp-kana,ローなすがた
toxtricity-low-key-form,jp-kanji,ローなすがた
toxtricity-low-key-form,en,Low Key Form
toxtricity-low-key-form,fr,Forme Grave
toxtricity-low-key-form,it,Forma Basso
toxtricity-low-key-form,de,Tief-Form
toxtricity-low-key-form,es,Forma Grave
toxtricity-low-key-form,ko,로우한 모습
toxtricity-low-key-form,zh-simp,低调的样子
toxtricity-low-key-form,zh-trad,低調的樣子
toxtricity-gigantamax,jp-kana,キョダイマックス
toxtricity-gigantamax,jp-kanji,キョダイマックス
toxtricity-gigantamax,en,Gigantamax
toxtricity-gigantamax,fr,Gigamax
toxtricity-gigantamax,it,Gigamax
toxtricity-gigantamax,de,Gigadynamax
toxtricity-gigantamax,es,Gigamax
toxtricity-gigantamax,ko,거다이맥스
toxtricity-gigantamax,zh-simp,超极巨化
toxtricity-gigantamax,zh-trad,超極巨化
centiskorch-gigantamax,jp-kana,キョダイマックス
centiskorch-gigantamax,jp-kanji,キョダイマックス
centiskorch-gigantamax,en,Gigantamax
centiskorch-gigantamax,fr,Gigamax
centiskorch-gigantamax,it,Gigamax
centiskorch-gigantamax,de,Gigadynamax
centiskorch-gigantamax,es,Gigamax
centiskorch-gigantamax,ko,거다이맥스
centiskorch-gigantamax,zh-simp,超极巨化
centiskorch-gigantamax,zh-trad,超極巨化
sinistea-phony-form,jp-kana,がんさくフォルム
sinistea-phony-form,jp-kanji,がんさくフォルム
sinistea-phony-form,en,Phony Form
sinistea-phony-form,fr,Forme Contrefaçon
sinistea-phony-form,it,Forma Contraffatta
sinistea-phony-form,de,Fälschungsform
sinistea-phony-form,es,Forma Falsificada
sinistea-phony-form,ko,위작폼
sinistea-phony-form,zh-simp,赝品形态
sinistea-phony-form,zh-trad,贗品形態
sinistea-antique-form,jp-kana,しんさくフォルム
sinistea-antique-form,jp-kanji,しんさくフォルム
sinistea-antique-form,en,Antique Form
sinistea-antique-form,fr,Forme Authentique
sinistea-antique-form,it,Forma Autentica
sinistea-antique-form,de,Originalform
sinistea-antique-form,es,Forma Genuina
sinistea-antique-form,ko,진작폼
sinistea-antique-form,zh-simp,真品形态
sinistea-antique-form,zh-trad,真品形態
polteageist-phony-form,jp-kana,がんさくフォルム
polteageist-phony-form,jp-kanji,がんさくフォルム
polteageist-phony-form,en,Phony Form
polteageist-phony-form,fr,Forme Contrefaçon
polteageist-phony-form,it,Forma Contraffatta
polteageist-phony-form,de,Fälschungsform
polteageist-phony-form,es,Forma Falsificada
polteageist-phony-form,ko,위작폼
polteageist-phony-form,zh-simp,赝品形态
polteageist-phony-form,zh-trad,贗品形態
polteageist-antique-form,jp-kana,しんさくフォルム
polteageist-antique-form,jp-kanji,しんさくフォルム
polteageist-antique-form,en,Antique Form
polteageist-antique-form,fr,Forme Authentique
polteageist-antique-form,it,Forma Autentica
polteageist-antique-form,de,Originalform
polteageist-antique-form,es,Forma Genuina
polteageist-antique-form,ko,진작폼
polteageist-antique-form,zh-simp,真品形态
polteageist-antique-form,zh-trad,真品形態
hatterene-gigantamax,jp-kana,キョダイマックス
hatterene-gigantamax,jp-kanji,キョダイマックス
hatterene-gigantamax,en,Gigantamax
hatterene-gigantamax,fr,Gigamax
hatterene-gigantamax,it,Gigamax
hatterene-gigantamax,de,Gigadynamax
hatterene-gigantamax,es,Gigamax
hatterene-gigantamax,ko,거다이맥스
hatterene-gigantamax,zh-simp,超极巨化
hatterene-gigantamax,zh-trad,超極巨化
grimmsnarl-gigantamax,jp-kana,キョダイマックス
grimmsnarl-gigantamax,jp-kanji,キョダイマックス
grimmsnarl-gigantamax,en,Gigantamax
grimmsnarl-gigantamax,fr,Gigamax
grimmsnarl-gigantamax,it,Gigamax
grimmsnarl-gigantamax,de,Gigadynamax
grimmsnarl-gigantamax,es,Gigamax
grimmsnarl-gigantamax,ko,거다이맥스
grimmsnarl-gigantamax,zh-simp,超极巨化
grimmsnarl-gigantamax,zh-trad,超極巨化
alcremie-vanilla-cream,jp-kana,ミルキィバニラ
alcremie-vanilla-cream,jp-kanji,ミルキィバニラ
alcremie-vanilla-cream,en,Vanilla Cream
alcremie-vanilla-cream,fr,Lait Vanille
alcremie-vanilla-cream,it,Lattevaniglia
alcremie-vanilla-cream,de,Vanille-Creme
alcremie-vanilla-cream,es,Crema de Vainilla
alcremie-vanilla-cream,ko,밀키바닐라
alcremie-vanilla-cream,zh-simp,奶香香草
alcremie-vanilla-cream,zh-trad,奶香香草
alcremie-ruby-cream,jp-kana,ミルキィルビー
alcremie-ruby-cream,jp-kanji,ミルキィルビー
alcremie-ruby-cream,en,Ruby Cream
alcremie-ruby-cream,fr,Lait Ruby
alcremie-ruby-cream,it,Latterosa
alcremie-ruby-cream,de,Ruby-Creme
alcremie-ruby-cream,es,Crema Rosa
alcremie-ruby-cream,ko,밀키루비
alcremie-ruby-cream,zh-simp,奶香红钻
alcremie-ruby-cream,zh-trad,奶香紅鑽
alcremie-matcha-cream,jp-kana,ミルキィまっちゃ
alcremie-matcha-cream,jp-kanji,ミルキィまっちゃ
alcremie-matcha-cream,en,Matcha Cream
alcremie-matcha-cream,fr,Lait Matcha
alcremie-matcha-cream,it,Lattematcha
alcremie-matcha-cream,de,Matcha-Creme
alcremie-matcha-cream,es,Crema de Té
alcremie-matcha-cream,ko,밀키말차
alcremie-matcha-cream,zh-simp,奶香抹茶
alcremie-matcha-cream,zh-trad,奶香抹茶
alcremie-mint-cream,jp-kana,ミルキィミント
alcremie-mint-cream,jp-kanji,ミルキィミント
alcremie-mint-cream,en,Mint Cream
alcremie-mint-cream,fr,Lait Menthe
alcremie-mint-cream,it,Lattementa
alcremie-mint-cream,de,Minz-Creme
alcremie-mint-cream,es,Crema de Menta
alcremie-mint-cream,ko,밀키민트
alcremie-mint-cream,zh-simp,奶香薄荷
alcremie-mint-cream,zh-trad,奶香薄荷
alcremie-lemon-cream,jp-kana,ミルキィレモン
alcremie-lemon-cream,jp-kanji,ミルキィレモン
alcremie-lemon-cream,en,Lemon Cream
alcremie-lemon-cream,fr,Lait Citron
alcremie-lemon-cream,it,Lattelimone
alcremie-lemon-cream,de,Zitronen-Creme
alcremie-lemon-cream,es,Crema de Limón
alcremie-lemon-cream,ko,밀키레몬
alcremie-lemon-cream,zh-simp,奶香柠檬
alcremie-lemon-cream,zh-trad,奶香檸檬
alcremie-salted-cream,jp-kana,ミルキィソルト
alcremie-salted-cream,jp-kanji,ミルキィソルト
alcremie-salted-cream,en,Salted Cream
alcremie-salted-cream,fr,Lait Salé
alcremie-salted-cream,it,Lattesale
alcremie-salted-cream,de,Salz-Creme
alcremie-salted-cream,es,Crema Salada
alcremie-salted-cream,ko,밀키솔트
alcremie-salted-cream,zh-simp,奶香雪盐
alcremie-salted-cream,zh-trad,奶香雪鹽
alcremie-ruby-swirl,jp-kana,ルビーミックス
alcremie-ruby-swirl,jp-kanji,ルビーミックス
alcremie-ruby-swirl,en,Ruby Swirl
alcremie-ruby-swirl,fr,Mélange Ruby
alcremie-ruby-swirl,it,Rosamix
alcremie-ruby-swirl,de,Ruby-Mix
alcremie-ruby-swirl,es,Mezcla Rosa
alcremie-ruby-swirl,ko,루비믹스
alcremie-ruby-swirl,zh-simp,红钻综合
alcremie-ruby-swirl,zh-trad,紅鑽綜合
alcremie-caramel-swirl,jp-kana,キャラメルミックス
alcremie-caramel-swirl,jp-kanji,キャラメルミックス
alcremie-caramel-swirl,en,Caramel Swirl
alcremie-caramel-swirl,fr,Mélange Caramel
alcremie-caramel-swirl,it,Caramelmix
alcremie-caramel-swirl,de,Karamell-Mix
alcremie-caramel-swirl,es,Mezcla Caramelo
alcremie-caramel-swirl,ko,캐러멜믹스
alcremie-caramel-swirl,zh-simp,焦糖综合
alcremie-caramel-swirl,zh-trad,焦糖綜合
alcremie-rainbow-swirl,jp-kana,トリプルミックス
alcremie-rainbow-swirl,jp-kanji,トリプルミックス
alcremie-rainbow-swirl,en,Rainbow Swirl
alcremie-rainbow-swirl,fr,Mélange Tricolore
alcremie-rainbow-swirl,it,Triplomix
alcremie-rainbow-swirl,de,Trio-Mix
alcremie-rainbow-swirl,es,Tres Sabores
alcremie-rainbow-swirl,ko,트리플믹스
alcremie-rainbow-swirl,zh-simp,三色综合
alcremie-rainbow-swirl,zh-trad,三色綜合
alcremie-gigantamax,jp-kana,キョダイマックス
alcremie-gigantamax,jp-kanji,キョダイマックス
alcremie-gigantamax,en,Gigantamax
alcremie-gigantamax,fr,Gigamax
alcremie-gigantamax,it,Gigamax
alcremie-gigantamax,de,Gigadynamax
alcremie-gigantamax,es,Gigamax
alcremie-gigantamax,ko,거다이맥스
alcremie-gigantamax,zh-simp,超极巨化
alcremie-gigantamax,zh-trad,超極巨化
eiscue-ice-face,jp-kana,アイスフェイス
eiscue-ice-face,jp-kanji,アイスフェイス
eiscue-ice-face,en,Ice Face
eiscue-ice-face,fr,Tête de Gel
eiscue-ice-face,it,Gelofaccia
eiscue-ice-face,de,Tiefkühlkopf
eiscue-ice-face,es,Cara de Hielo
eiscue-ice-face,ko,아이스페이스
eiscue-ice-face,zh-simp,结冻头
eiscue-ice-face,zh-trad,結凍頭
eiscue-noice-face,jp-kana,ナイスフェイス
eiscue-noice-face,jp-kanji,ナイスフェイス
eiscue-noice-face,en,Noice Face
eiscue-noice-face,fr,Tête Dégel
eiscue-noice-face,it,Liquefaccia
eiscue-noice-face,de,Wohlfühlkopf
eiscue-noice-face,es,Cara Deshielo
eiscue-noice-face,ko,나이스페이스
eiscue-noice-face,zh-simp,解冻头
eiscue-noice-face,zh-trad,解凍頭
indeedee-male,jp-kana,オスのすがた
indeedee-male,jp-kanji,オスのすがた
indeedee-male,en,Male
indeedee-male,fr,Mâle
indeedee-male,it,Maschio
indeedee-male,de,Männlich
indeedee-male,es,Macho
indeedee-male,ko,수컷의 모습
indeedee-male,zh-simp,雄性的样子
indeedee-male,zh-trad,雄性的樣子
indeedee-female,jp-kana,メスのすがた
indeedee-female,jp-kanji,メスのすがた
indeedee-female,en,Female
indeedee-female,fr,Femelle
indeedee-female,it,Femmina
indeedee-female,de,Weiblich
indeedee-female,es,Hembra
indeedee-female,ko,암컷의 모습
indeedee-female,zh-simp,雌性的样子
indeedee-female,zh-trad,雌性的樣子
morpeko-full-belly-mode,jp-kana,まんぷくもよう
morpeko-full-belly-mode,jp-kanji,まんぷくもよう
morpeko-full-belly-mode,en,Full Belly Mode
morpeko-full-belly-mode,fr,Mode Rassasié
morpeko-full-belly-mode,it,Motivo Panciapiena
morpeko-full-belly-mode,de,Pappsattmuster
morpeko-full-belly-mode,es,Forma Saciada
morpeko-full-belly-mode,ko,배부른 모양
morpeko-full-belly-mode,zh-simp,满腹花纹
morpeko-full-belly-mode,zh-trad,滿腹花紋
morpeko-hangry-mode,jp-kana,はらぺこもよう
morpeko-hangry-mode,jp-kanji,はらぺこもよう
morpeko-hangry-mode,en,Hangry Mode
morpeko-hangry-mode,fr,Mode Affamé
morpeko-hangry-mode,it,Motivo Panciavuota
morpeko-hangry-mode,de,Kohldampfmuster
morpeko-hangry-mode,es,Forma Voraz
morpeko-hangry-mode,ko,배고픈 모양
morpeko-hangry-mode,zh-simp,空腹花纹
morpeko-hangry-mode,zh-trad,空腹花紋
copperajah-gigantamax,jp-kana,キョダイマックス
copperajah-gigantamax,jp-kanji,キョダイマックス
copperajah-gigantamax,en,Gigantamax
copperajah-gigantamax,fr,Gigamax
copperajah-gigantamax,it,Gigamax
copperajah-gigantamax,de,Gigadynamax
copperajah-gigantamax,es,Gigamax
copperajah-gigantamax,ko,거다이맥스
copperajah-gigantamax,zh-simp,超极巨化
copperajah-gigantamax,zh-trad,超極巨化
duraludon-gigantamax,jp-kana,キョダイマックス
duraludon-gigantamax,jp-kanji,キョダイマックス
duraludon-gigantamax,en,Gigantamax
duraludon-gigantamax,fr,Gigamax
duraludon-gigantamax,it,Gigamax
duraludon-gigantamax,de,Gigadynamax
duraludon-gigantamax,es,Gigamax
duraludon-gigantamax,ko,거다이맥스
duraludon-gigantamax,zh-simp,超极巨化
duraludon-gigantamax,zh-trad,超極巨化
zacian-hero-of-many-battles,jp-kana,れきせんのゆうしゃ
zacian-hero-of-many-battles,jp-kanji,れきせんのゆうしゃ
zacian-hero-of-many-battles,en,Hero of Many Battles
zacian-hero-of-many-battles,fr,Héros Aguerri
zacian-hero-of-many-battles,it,Eroe di Mille Lotte
zacian-hero-of-many-battles,de,Heldenhafter Krieger
zacian-hero-of-many-battles,es,Guerrero Avezado
zacian-hero-of-many-battles,ko,역전의 용사
zacian-hero-of-many-battles,zh-simp,百战勇者
zacian-hero-of-many-battles,zh-trad,百戰勇者
zacian-crowned-sword,jp-kana,けんのおう
zacian-crowned-sword,jp-kanji,けんのおう
zacian-crowned-sword,en,Crowned Sword
zacian-crowned-sword,fr,Épée Suprême
zacian-crowned-sword,it,Re delle Spade
zacian-crowned-sword,de,König des Schwertes
zacian-crowned-sword,es,Espada Suprema
zacian-crowned-sword,ko,검왕
zacian-crowned-sword,zh-simp,剑之王
zacian-crowned-sword,zh-trad,劍之王
zamazenta-hero-of-many-battles,jp-kana,れきせんのゆうしゃ
zamazenta-hero-of-many-battles,jp-kanji,れきせんのゆうしゃ
zamazenta-hero-of-many-battles,en,Hero of Many Battles
zamazenta-hero-of-many-battles,fr,Héros Aguerri
zamazenta-hero-of-many-battles,it,Eroe di Mille Lotte
zamazenta-hero-of-many-battles,de,Heldenhafter Krieger
zamazenta-hero-of-many-battles,es,Guerrero Avezado
zamazenta-hero-of-many-battles,ko,역전의 용사
zamazenta-hero-of-many-battles,zh-simp,百战勇者
zamazenta-hero-of-many-battles,zh-trad,百戰勇者
zamazenta-crowned-shield,jp-kana,たてのおう
zamazenta-crowned-shield,jp-kanji,たてのおう
zamazenta-crowned-shield,en,Crowned Shield
zamazenta-crowned-shield,fr,Bouclier Suprême
zamazenta-crowned-shield,it,Re degli Scudi
zamazenta-crowned-shield,de,König des Schildes
zamazenta-crowned-shield,es,Escudo Supremo
zamazenta-crowned-shield,ko,방패왕
zamazenta-crowned-shield,zh-simp,盾之王
zamazenta-crowned-shield,zh-trad,盾之王
eternatus-eternamax,jp-kana,ムゲンダイマックス
eternatus-eternamax,jp-kanji,ムゲンダイマックス
eternatus-eternamax,en,Eternamax
eternatus-eternamax,fr,Infinimax
eternatus-eternamax,it,Dynamax Infinito
eternatus-eternamax,de,Unendynamax
eternatus-eternamax,es,Dinamax Infinito
eternatus-eternamax,ko,무한다이맥스
eternatus-eternamax,zh-simp,无极巨化
eternatus-eternamax,zh-trad,無極巨化
urshifu-single-strike-style,jp-kana,いちげきのかた
urshifu-single-strike-style,jp-kanji,いちげきのかた
urshifu-single-strike-style,en,Single Strike Style
urshifu-single-strike-style,fr,Style Poing Final
urshifu-single-strike-style,it,Stile Singolcolpo
urshifu-single-strike-style,de,Fokussierter Stil
urshifu-single-strike-style,es,Estilo Brusco
urshifu-single-strike-style,ko,일격의 태세
urshifu-single-strike-style,zh-simp,一击流
urshifu-single-strike-style,zh-trad,一擊流
urshifu-rapid-strike-style,jp-kana,れんげきのかた
urshifu-rapid-strike-style,jp-kanji,れんげきのかた
urshifu-rapid-strike-style,en,Rapid Strike Style
urshifu-rapid-strike-style,fr,Style Mille Poings
urshifu-rapid-strike-style,it,Stile Pluricolpo
urshifu-rapid-strike-style,de,Fließender Stil
urshifu-rapid-strike-style,es,Estilo Fluido
urshifu-rapid-strike-style,ko,연격의 태세
urshifu-rapid-strike-style,zh-simp,连击流
urshifu-rapid-strike-style,zh-trad,連擊流
urshifu-gigantamax-rapid-strike-style,jp-kana,キョダイマックス
urshifu-gigantamax-rapid-strike-style,jp-kanji,キョダイマックス
urshifu-gigantamax-rapid-strike-style,en,Gigantamax
urshifu-gigantamax-rapid-strike-style,fr,Gigamax
urshifu-gigantamax-rapid-strike-style,it,Gigamax
urshifu-gigantamax-rapid-strike-style,de,Gigadynamax
urshifu-gigantamax-rapid-strike-style,es,Gigamax
urshifu-gigantamax-rapid-strike-style,ko,거다이맥스
urshifu-gigantamax-rapid-strike-style,zh-simp,超极巨化
urshifu-gigantamax-rapid-strike-style,zh-trad,超極巨化
urshifu-gigantamax-single-strike-style,jp-kana,キョダイマックス
urshifu-gigantamax-single-strike-style,jp-kanji,キョダイマックス
urshifu-gigantamax-single-strike-style,en,Gigantamax
urshifu-gigantamax-single-strike-style,fr,Gigamax
urshifu-gigantamax-single-strike-style,it,Gigamax
urshifu-gigantamax-single-strike-style,de,Gigadynamax
urshifu-gigantamax-single-strike-style,es,Gigamax
urshifu-gigantamax-single-strike-style,ko,거다이맥스
urshifu-gigantamax-single-strike-style,zh-simp,超极巨化
urshifu-gigantamax-single-strike-style,zh-trad,超極巨化
zarude-dada,jp-kana,とうちゃん
zarude-dada,jp-kanji,とうちゃん
zarude-dada,en,Dada
zarude-dada,fr,Papa
zarude-dada,it,Papà
zarude-dada,de,Papa
zarude-dada,es,Papá
zarude-dada,ko,아빠
zarude-dada,zh-simp,阿爸
zarude-dada,zh-trad,阿爸
calyrex-ice-rider,jp-kana,はくばじょうのすがた
calyrex-ice-rider,jp-kanji,はくばじょうのすがた
calyrex-ice-rider,en,Ice Rider
calyrex-ice-rider,fr,Cavalier du Froid
calyrex-ice-rider,it,Cavaliere Glaciale
calyrex-ice-rider,de,Schimmelreiter
calyrex-ice-rider,es,Jinete Glacial
calyrex-ice-rider,ko,백마 탄 모습
calyrex-ice-rider,zh-simp,骑白马的样子
calyrex-ice-rider,zh-trad,騎白馬的樣子
calyrex-shadow-rider,jp-kana,こくばじょうのすがた
calyrex-shadow-rider,jp-kanji,こくばじょうのすがた
calyrex-shadow-rider,en,Shadow Rider
calyrex-shadow-rider,fr,Cavalier d’Effroi
calyrex-shadow-rider,it,Cavaliere Spettrale
calyrex-shadow-rider,de,Rappenreiter
calyrex-shadow-rider,es,Jinete Espectral
calyrex-shadow-rider,ko,흑마 탄 모습
