item_identifier,language,game_group_from,game_revision_from,game_group_to,game_revision_to,name
red-flute,it,rs,,e,,FLAUTO ROSSO
red-flute,it,dp,,la,,Flauto Rosso
red-flute,de,rs,,e,,ROTE FLÖTE
red-flute,es,rs,,e,,FLAUTA ROJA
red-orb,en,rs,,e,,RED ORB
red-orb,fr,rs,,e,,ORBE ROUGE
red-orb,fr,hgss,,xy,,Orbe Rouge
red-orb,it,rs,,e,,SFERA ROSSA
red-orb,it,hgss,,xy,,Sfera Rossa
red-orb,de,rs,,e,,ROTE KUGEL
red-orb,de,hgss,,xy,,Rote Kugel
red-orb,es,rs,,e,,ESFERA ROJA
red-orb,es,hgss,,xy,,Esfera Roja
red-scale,en,gs,,c,,RED SCALE
red-scale,fr,gs,,c,,ECAILLEROUGE
red-scale,fr,hgss,,hgss,,Ecaillerouge
red-scale,fr,bw,,lgpe,,Écaillerouge
red-scale,it,gs,,c,,SQUAMA ROSSA
red-scale,it,hgss,,la,,Squama Rossa
red-scale,de,gs,,c,,ROTE HAUT
red-scale,de,hgss,,la,,Rote Haut
red-scale,es,gs,,c,,ESCAMA ROJA
red-scale,ko,gs,,gs,,빨간 비늘
red-scarf,en,rs,,e,,RED SCARF
red-scarf,fr,rs,,e,,FOUL. ROUGE
red-scarf,fr,dp,,b2w2,,Foul. Rouge
red-scarf,it,rs,,e,,FASCIA ROSSA
red-scarf,it,dp,,la,,Fascia Rossa
red-scarf,de,rs,,e,,ROTER SCHAL
red-scarf,es,rs,,e,,PAÑUELO ROJO
red-shard,en,rs,,e,,RED SHARD
red-shard,fr,rs,,e,,TESSON ROUGE
red-shard,it,rs,,e,,COCCIO ROSSO
red-shard,it,dp,,la,,Coccio Rosso
red-shard,de,rs,,e,,PURPURSTÜCK
red-shard,es,rs,,e,,PARTE ROJA
relic-band,es,bw,,la,,Brazal
relic-copper,es,bw,,la,,Real Cobre
relic-crown,es,bw,,b2w2,,Cor. Antigua
relic-gold,es,bw,,la,,Real Oro
relic-silver,es,bw,,la,,Real Plata
relic-statue,es,bw,,b2w2,,Efi. Antigua
relic-vase,es,bw,,la,,Ánfora
repeat-ball,en,rs,,e,,REPEAT BALL
repeat-ball,fr,rs,,e,,BIS BALL
repeat-ball,it,rs,,e,,BIS BALL
repeat-ball,de,rs,,e,,WIEDERBALL
repeat-ball,es,rs,,e,,ACOPIO BALL
repeat-ball,ko,dp,,la,,리피드볼
repel,en,rb,,e,,REPEL
repel,fr,rb,,e,,REPOUSSE
repel,it,rb,,e,,REPELLENTE
repel,de,rb,,e,,SCHUTZ
repel,es,rb,,e,,REPELENTE
reply-mail,fr,bw,,b2w2,,Let. Réponse
reply-mail,it,bw,,la,,Mess. Risp.
reply-mail,es,bw,,b2w2,,C. Respuesta
resist-feather,en,bw,,lgpe,,Resist Wing
resist-feather,fr,bw,,lgpe,,Aile Armure
resist-feather,es,bw,,b2w2,,P. Aguante
resist-feather,ko,bw,,la,,저항력날개
revival-herb,en,gs,,e,,REVIVAL HERB
revival-herb,fr,gs,,e,,HERBE RAPPEL
revival-herb,it,gs,,e,,VITALERBA
revival-herb,de,gs,,e,,VITALKRAUT
revival-herb,es,gs,,c,,HIERBA-REV
revival-herb,es,rs,,e,,HIERBA REV.
revival-herb,es,dp,,b2w2,,Hierba Rev.
revive,en,rb,,e,,REVIVE
revive,fr,rb,,e,,RAPPEL
revive,it,rb,,e,,REVITALIZ.
revive,it,dp,,b2w2,,Revitaliz.
revive,de,rb,,e,,BELEBER
revive,es,rb,,e,,REVIVIR
revive,ko,gs,,gs,,기력의 조각
ring-target,fr,bw,,b2w2,,Pt de Mire
rock-gem,de,bw,,oras,,Gesteinjuwel
rock-gem,es,bw,,b2w2,,G. Roca
rock-incense,es,dp,,b2w2,,Incie. Roca
rock-memory,ko,sm,,la,,락메모리
rocky-helmet,es,bw,,b2w2,,Cas. Dentado
root-fossil,en,rs,,e,,ROOT FOSSIL
root-fossil,fr,rs,,e,,FOSS. RACINE
root-fossil,fr,dp,,b2w2,,Foss. Racine
root-fossil,it,rs,,e,,RADIFOSSILE
root-fossil,de,rs,,e,,WURZELFOSSIL
root-fossil,es,rs,,e,,FÓSIL RAÍZ
rose-incense,es,dp,,b2w2,,Inc. Floral
roto-hp-restore,zh-simp,lgpe,,lgpe,,HP回复碰碰
roto-hp-restore,zh-trad,lgpe,,lgpe,,HP回復碰碰
roto-pp-restore,zh-simp,lgpe,,lgpe,,PP回复碰碰
roto-pp-restore,zh-trad,lgpe,,lgpe,,PP回復碰碰
rsvp-mail,it,bw,,b2w2,,Mess. Invito
rsvp-mail,es,bw,,b2w2,,C. Invitar
rule-book,it,dp,,la,,Libro Regole
sacred-ash,en,gs,,e,,SACRED ASH
sacred-ash,fr,gs,,e,,CENDRESACREE
sacred-ash,fr,dp,,b2w2,,Cendresacrée
sacred-ash,it,gs,,e,,CENEREMAGICA
sacred-ash,it,dp,,la,,Ceneremagica
sacred-ash,de,gs,,e,,ZAUBERASCHE
sacred-ash,es,gs,,e,,CEN. SAGRADA
sacred-ash,es,dp,,b2w2,,Cen. Sagrada
sacred-ash,ko,gs,,gs,,성스러운 분말
safari-ball,en,rb,,e,,SAFARI BALL
safari-ball,fr,rb,,e,,SAFARI BALL
safari-ball,it,rb,,e,,SAFARI BALL
safari-ball,de,rb,,e,,SAFARIBALL
safari-ball,es,rb,,e,,SAFARI BALL
salac-berry,en,rs,,e,,SALAC BERRY
salac-berry,fr,rs,,e,,BAIE SAILAK
salac-berry,it,rs,,e,,BACCASALAK
salac-berry,de,rs,,e,,SALKABEERE
salac-berry,es,rs,,e,,BAYA ASLAC
scanner,en,rs,,e,,SCANNER
scanner,fr,rs,,e,,SCANNER
scanner,it,rs,,e,,SCANNER
scanner,de,rs,,e,,SCANNER
scanner,es,rs,,e,,ESCÁNER
scope-lens,en,gs,,e,,SCOPE LENS
scope-lens,fr,gs,,e,,LENTILSCOPE
scope-lens,it,gs,,e,,MIRINO
scope-lens,de,gs,,e,,SCOPE-LINSE
scope-lens,es,gs,,e,,PERISCOPIO
scope-lens,ko,gs,,gs,,초점 렌즈
sea-incense,en,rs,,e,,SEA INCENSE
sea-incense,fr,rs,,e,,ENCENS MER
sea-incense,it,rs,,e,,MAREAROMA
sea-incense,de,rs,,e,,SEERAUCH
sea-incense,es,rs,,e,,INCIE. MAR.
sea-incense,es,dp,,b2w2,,Incie. Mar.
secret-key--cinnabar-island-gym,en,rb,,e,,SECRET KEY
secret-key--cinnabar-island-gym,fr,rb,,e,,CLE SECRETE
secret-key--cinnabar-island-gym,it,rb,,e,,CHIAVE SEGR.
secret-key--cinnabar-island-gym,de,rb,,e,,?-ÖFFNER
secret-key--cinnabar-island-gym,es,rb,,e,,LL. SECRETA
secret-key--rotoms-room,it,p,,b2w2,,Chiave Segr.
secret-key--rotoms-room,it,xy,,usum,,Chiave Segreta
secret-key--rotoms-room,de,p,,usum,,?-Öffner
secret-key--rotoms-room,es,p,,b2w2,,Ll. Secreta
secret-medicine,en,gs,,c,,SECRETPOTION
secret-medicine,en,dp,,b2w2,,SecretPotion
secret-medicine,en,xy,,ss,,Secret Potion
secret-medicine,fr,gs,,c,,POTIONSECRET
secret-medicine,fr,dp,,b2w2,,Potionsecret
secret-medicine,fr,xy,,ss,,Potion Secrète
secret-medicine,it,gs,,c,,POZ.SEGRETA
secret-medicine,it,dp,,b2w2,,Poz. Segreta
secret-medicine,it,xy,,ss,,Pozione Segreta
secret-medicine,de,gs,,c,,GEHEIMTRANK
secret-medicine,de,dp,,ss,,Geheimtrank
secret-medicine,es,gs,,c,,POC. SECRETA
secret-medicine,es,dp,,b2w2,,Poc. Secreta
secret-medicine,es,xy,,ss,,Poción Secreta
secret-medicine,ko,gs,,gs,,비전 신약
sharp-beak,en,gs,,e,,SHARP BEAK
sharp-beak,fr,gs,,e,,BEC POINTU
sharp-beak,it,gs,,e,,BECCAFFILATO
sharp-beak,de,gs,,e,,HACKATTACK
sharp-beak,de,dp,,lgpe,,Hackattack
sharp-beak,es,gs,,e,,PICO AFILADO
sharp-beak,ko,gs,,gs,,예리한 부리
shell-bell,en,rs,,e,,SHELL BELL
shell-bell,fr,rs,,e,,GRELOT COQUE
shell-bell,it,rs,,e,,CONCHINELLA
shell-bell,de,rs,,e,,SEEGESANG
shell-bell,de,dp,,lgpe,,Seegesang
shell-bell,es,rs,,e,,CAMP. CONCHA
shell-bell,es,dp,,b2w2,,Camp. Concha
shell-bell,es,xy,,lgpe,,Campana Concha
shiny-charm,fr,b2w2,,b2w2,,CharmeChroma
shiny-stone,fr,dp,,hgss,,Pierre Eclat
shoal-salt,en,rs,,e,,SHOAL SALT
shoal-salt,fr,rs,,e,,SEL TREFONDS
shoal-salt,it,rs,,e,,SALE ONDOSO
shoal-salt,it,dp,,la,,Sale Ondoso
shoal-salt,de,rs,,e,,KÜSTENSALZ
shoal-salt,es,rs,,e,,SAL CARDUMEN
shoal-shell,en,rs,,e,,SHOAL SHELL
shoal-shell,fr,rs,,e,,CO. TREFONDS
shoal-shell,fr,dp,,b2w2,,Co. Tréfonds
shoal-shell,it,rs,,e,,GUSCIONDOSO
shoal-shell,de,rs,,e,,KÜSTENSCHALE
shoal-shell,es,rs,,e,,C. CARDUMEN
shoal-shell,es,dp,,b2w2,,C. Cardumen
silk-scarf,en,rs,,e,,SILK SCARF
silk-scarf,fr,rs,,e,,MOUCH. SOIE
silk-scarf,fr,dp,,b2w2,,Mouch. Soie
silk-scarf,it,rs,,e,,SCIARPA SETA
silk-scarf,it,dp,,la,,Sciarpa Seta
silk-scarf,de,rs,,e,,SEIDENSCHAL
silk-scarf,es,rs,,e,,PAÑUELO SEDA
silk-scarf,es,dp,,lgpe,,Pañuelo Seda
silph-scope,en,rb,,e,,SILPH SCOPE
silph-scope,fr,rb,,e,,SCOPE SYLPHE
silph-scope,it,rb,,e,,SPETTROSONDA
silph-scope,de,rb,,e,,SILPH SCOPE
silph-scope,es,rb,,e,,SCOPE SILPH
silver-leaf,en,gs,,c,,SILVER LEAF
silver-leaf,fr,gs,,c,,FEUILLE ARG.
silver-leaf,it,gs,,c,,FOGLIARGENTO
silver-leaf,de,gs,,c,,SILBERBLATT
silver-leaf,es,gs,,c,,HOJA PLATA
silver-leaf,ko,gs,,gs,,은빛 나뭇잎
silver-powder,en,gs,,e,,SILVERPOWDER
silver-powder,en,dp,,b2w2,,SilverPowder
silver-powder,fr,gs,,e,,POUDRE ARG.
silver-powder,fr,dp,,b2w2,,Poudre Arg.
silver-powder,it,gs,,e,,ARGENPOLVERE
silver-powder,de,gs,,e,,SILBERSTAUB
silver-powder,es,gs,,e,,POLVO PLATA
silver-powder,ko,gs,,gs,,은빛 가루
silver-wing,en,gs,,c,,SILVER WING
silver-wing,fr,gs,,c,,AILE ARGENT
silver-wing,it,gs,,c,,ALADARGENTO
silver-wing,de,gs,,c,,SILBERFLÜGEL
silver-wing,es,gs,,c,,ALA PLATEADA
silver-wing,ko,gs,,gs,,은빛 날개
sitrus-berry,en,rs,,e,,SITRUS BERRY
sitrus-berry,fr,rs,,e,,BAIE SITRUS
sitrus-berry,it,rs,,e,,BACCACEDRO
sitrus-berry,de,rs,,e,,TSITRUBEERE
sitrus-berry,es,rs,,e,,BAYA ZIDRA
skull-fossil,fr,dp,,b2w2,,Foss. Crâne
slowpoke-tail,en,gs,,c,,SLOWPOKETAIL
slowpoke-tail,en,hgss,,b2w2,,SlowpokeTail
slowpoke-tail,fr,gs,,c,,QUEUERAMOLOS
slowpoke-tail,fr,hgss,,oras,,Queueramolos
slowpoke-tail,it,gs,,c,,CODASLOWPOKE
slowpoke-tail,it,hgss,,oras,,Codaslowpoke
slowpoke-tail,de,gs,,c,,FLEGMONRUTE
slowpoke-tail,de,hgss,,hgss,,FLEGMON-Rute
slowpoke-tail,es,gs,,c,,COLASLOWPOKE
slowpoke-tail,es,hgss,,oras,,Colaslowpoke
slowpoke-tail,ko,gs,,gs,,맛있는 꼬리
smart-candy-l,zh-simp,lgpe,,lgpe,,知识糖果L
smart-candy-l,zh-trad,lgpe,,lgpe,,知識糖果L
smart-candy-xl,zh-simp,lgpe,,lgpe,,知识糖果XL
smart-candy-xl,zh-trad,lgpe,,lgpe,,知識糖果XL
smoke-ball,en,gs,,e,,SMOKE BALL
smoke-ball,fr,gs,,e,,BOULE FUMEE
smoke-ball,it,gs,,e,,PALLA FUMO
smoke-ball,it,dp,,la,,Palla Fumo
smoke-ball,de,gs,,e,,RAUCHBALL
smoke-ball,es,gs,,e,,BOLA HUMO
smoke-ball,es,dp,,lgpe,,Bola Humo
soda-pop,en,rb,,e,,SODA POP
soda-pop,fr,rb,,e,,SODA COOL
soda-pop,it,rb,,e,,GASSOSA
soda-pop,de,rb,,e,,SPRUDEL
soda-pop,es,rb,,e,,REFRESCO
soda-pop,ko,gs,,gs,,미네랄 사이다
soft-sand,en,gs,,e,,SOFT SAND
soft-sand,fr,gs,,e,,SABLE DOUX
soft-sand,it,gs,,e,,SABBIA SOFF.
soft-sand,it,dp,,b2w2,,Sabbia Soff.
soft-sand,it,xy,,la,,Sabbia Soffice
soft-sand,de,gs,,e,,PUDERSAND
soft-sand,es,gs,,e,,ARENA FINA
soft-sand,ko,gs,,gs,,부드러운 모래
soot-sack,en,rs,,e,,SOOT SACK
soot-sack,fr,rs,,e,,SAC A SUIE
soot-sack,it,rs,,e,,SACCO CENERE
soot-sack,de,rs,,e,,ASCHETASCHE
soot-sack,es,rs,,e,,SACO HOLLÍN
soothe-bell,en,rs,,e,,SOOTHE BELL
soothe-bell,fr,rs,,e,,GRELOT ZEN
soothe-bell,it,rs,,e,,CALMANELLA
soothe-bell,de,rs,,e,,SANFTGLOCKE
soothe-bell,es,rs,,e,,CAMP. ALIVIO
soothe-bell,es,dp,,b2w2,,Camp. Alivio
soothe-bell,es,xy,,lgpe,,Campana Alivio
soul-dew,en,rs,,e,,SOUL DEW
soul-dew,fr,rs,,e,,ROSEE AME
soul-dew,fr,dp,,hgss,,Rosée Ame
soul-dew,it,rs,,e,,CUORUGIADA
soul-dew,de,rs,,e,,SEELENTAU
soul-dew,es,rs,,e,,ROCÍO BONDAD
spell-tag,en,gs,,e,,SPELL TAG
spell-tag,fr,gs,,e,,RUNE SORT
spell-tag,it,gs,,e,,SPETTROTARGA
spell-tag,de,gs,,e,,BANNSTICKER
spell-tag,es,gs,,e,,HECHIZO
spell-tag,ko,gs,,gs,,저주의 부적
spell-tag,zh-simp,sm,,ss,,诅咒之符
spelon-berry,en,rs,,e,,SPELON BERRY
spelon-berry,fr,rs,,e,,BAIE KIWAN
spelon-berry,it,rs,,e,,BACCAMELOS
spelon-berry,de,rs,,e,,KIWANBEERE
spelon-berry,es,rs,,e,,BAYA WIKANO
spooky-plate,fr,dp,,oras,,Plaque Fantô
sport-ball,jp-kana,gs,,c,,パークボール
sport-ball,en,gs,,c,,PARK BALL
sport-ball,fr,gs,,c,,PARC BALL
sport-ball,it,gs,,c,,PARK BALL
sport-ball,de,gs,,c,,PARKBALL
sport-ball,es,gs,,c,,PARQUE BALL
sport-ball,ko,gs,,gs,,파크볼
sport-ball,ko,hgss,,la,,콤페볼
sprayduck,de,dp,,ss,,Entonkanne
squirt-bottle,en,gs,,c,,SQUIRTBOTTLE
squirt-bottle,en,hgss,,b2w2,,SquirtBottle
squirt-bottle,fr,gs,,c,,CARAPUCE A O
squirt-bottle,fr,hgss,,hgss,,CARAPUCE à O
squirt-bottle,it,gs,,c,,ANNAFFIATOIO
squirt-bottle,de,gs,,c,,SCHIGGYKANNE
squirt-bottle,es,gs,,c,,REGADERA
squirt-bottle,es,hgss,,la,,Regadera
squirt-bottle,ko,gs,,gs,,꼬부기 물뿌리개
ss-ticket--ss-anne,en,rb,,y,,S.S.TICKET
ss-ticket--ss-anne,en,frlg,,frlg,,S.S. TICKET
ss-ticket--ss-anne,fr,rb,,frlg,,PASSE BATEAU
ss-ticket--ss-anne,it,rb,,frlg,,BIGL. NAVE
ss-ticket--ss-anne,it,dp,,p,,Bigl. Nave
ss-ticket--ss-anne,de,rb,,frlg,,BOOTSTICKET
ss-ticket--ss-anne,es,rb,,frlg,,TICKET BARCO
ss-ticket--ss-anne,es,dp,,p,,Ticket Barco
ss-ticket--ss-aqua,en,gs,,c,,S.S.TICKET
ss-ticket--ss-aqua,fr,gs,,c,,PASSE BATEAU
ss-ticket--ss-aqua,it,gs,,c,,BIGL.NAVE
ss-ticket--ss-aqua,it,hgss,,b2w2,,Bigl. Nave
ss-ticket--ss-aqua,it,xy,,usum,,Biglietto Nave
ss-ticket--ss-aqua,de,gs,,c,,BOOTSTICKET
ss-ticket--ss-aqua,es,gs,,c,,TICKET BARCO
ss-ticket--ss-aqua,es,hgss,,ss,,Ticket Barco
ss-ticket--ss-aqua,ko,gs,,gs,,승선 티켓
ss-ticket--ss-tidal,en,rs,,e,,S.S. TICKET
ss-ticket--ss-tidal,fr,rs,,e,,PASSE BATEAU
ss-ticket--ss-tidal,it,rs,,e,,BIGL. NAVE
ss-ticket--ss-tidal,it,oras,,usum,,Biglietto Nave
ss-ticket--ss-tidal,de,rs,,e,,BOOTSTICKET
ss-ticket--ss-tidal,es,rs,,e,,TICKET BARCO
ss-ticket--ss-tidal,es,oras,,ss,,Ticket Barco
stable-mulch,es,dp,,b2w2,,Ab. Fijador
star-piece,en,gs,,e,,STAR PIECE
star-piece,fr,gs,,e,,MORC. ETOILE
star-piece,fr,dp,,hgss,,Morc. Etoile
star-piece,fr,bw,,b2w2,,Morc. Étoile
star-piece,it,gs,,e,,PEZZO STELLA
star-piece,it,dp,,la,,Pezzo Stella
star-piece,de,gs,,e,,STERNENSTÜCK
star-piece,es,gs,,e,,TR. ESTRELLA
star-piece,es,dp,,b2w2,,Tr. Estrella
star-piece,ko,gs,,gs,,별의 조각
star-piece--recipe,it,la,,la,,Pezzo Stella
stardust,en,gs,,e,,STARDUST
stardust,fr,gs,,e,,POUSS.ETOILE
stardust,fr,dp,,hgss,,Pouss.Etoile
stardust,fr,bw,,b2w2,,Pouss.Étoile
stardust,it,gs,,e,,POLVOSTELLA
stardust,de,gs,,e,,STERNENSTAUB
stardust,es,gs,,e,,POLVOESTELAR
stardust,es,dp,,oras,,Polvoestelar
stardust,ko,gs,,gs,,별의 모래
starf-berry,en,rs,,e,,STARF BERRY
starf-berry,fr,rs,,e,,BAIE FRISTA
starf-berry,it,rs,,e,,BACCAMBOLA
starf-berry,de,rs,,e,,KRAMBOBEERE
starf-berry,es,rs,,e,,BAYA ARABOL
steel-gem,es,bw,,b2w2,,G. Acero
sticker-bag,en,dp,,la,,Seal Bag
sticker-bag,es,dp,,la,,Bolsa Sellos
sticker-case,en,dp,,la,,Seal Case
sticker-case,fr,dp,,ss,,Boîte Sceaux
sticker-case,de,dp,,oras,,Stick.Koffer
sticker-case,es,dp,,ss,,Caja Sellos
storage-key--galactic-warehouse,fr,dp,,ss,,Clé Stockage
storage-key--galactic-warehouse,it,dp,,ss,,Depochiave
storage-key--galactic-warehouse,de,dp,,xy,,L-Schlüssel
storage-key--galactic-warehouse,es,dp,,b2w2,,Ll. Almacén
storage-key--galactic-warehouse,es,xy,,la,,Llave Almacén
storage-key--sea-mauville,en,rs,,e,,STORAGE KEY
storage-key--sea-mauville,fr,rs,,e,,CLE STOCKAGE
storage-key--sea-mauville,fr,oras,,ss,,Clé Stockage
storage-key--sea-mauville,it,rs,,e,,CHIAVE STIVA
storage-key--sea-mauville,de,rs,,e,,L.-SCHLÜSSEL
storage-key--sea-mauville,es,rs,,e,,LL. ALMACÉN
storage-key--sea-mauville,es,oras,,la,,Llave Almacén
suite-key,fr,dp,,ss,,Clé Chambre
suite-key,it,dp,,ss,,Chiave Suite
suite-key,de,dp,,ss,,B-Schlüssel
suite-key,es,dp,,sv,upd-202,Llave Suite
sun-stone,en,gs,,e,,SUN STONE
sun-stone,fr,gs,,e,,PIERRESOLEIL
sun-stone,fr,dp,,b2w2,,Pierresoleil
sun-stone,it,gs,,e,,PIETRASOLARE
sun-stone,de,gs,,e,,SONNENSTEIN
sun-stone,es,gs,,e,,PIEDRA SOLAR
sun-stone,ko,gs,,gs,,태양의 돌
super-potion,en,rb,,e,,SUPER POTION
super-potion,fr,rb,,e,,SUPER POTION
super-potion,it,rb,,e,,SUPERPOZIONE
super-potion,de,rb,,e,,SUPERTRANK
super-potion,es,rb,,c,,SÚPER POCIÓN
super-potion,es,rs,,e,,SUPERPOCIÓN
super-potion,ko,gs,,gs,,좋은 상처약
super-repel,en,rb,,e,,SUPER REPEL
super-repel,fr,rb,,e,,SUPEREPOUSSE
super-repel,fr,dp,,oras,,Superepousse
super-repel,it,rb,,e,,SUPERREPELL.
super-repel,it,dp,,b2w2,,Superrepell.
super-repel,de,rb,,e,,SUPERSCHUTZ
super-repel,es,rb,,c,,SÚPER REPEL
super-repel,es,rs,,e,,SUPERREPEL
super-repel,es,dp,,b2w2,,Superrepel
super-repel,ko,gs,,gs,,실버 스프레이
super-rod,en,rb,,e,,SUPER ROD
super-rod,fr,rb,,e,,MEGA CANNE
super-rod,it,rb,,e,,SUPER AMO
super-rod,it,dp,,la,,Super Amo
super-rod,de,rb,,e,,SUPERANGEL
super-rod,es,rb,,c,,SÚPER CAÑA
super-rod,es,rs,,e,,SUPERCAÑA
super-rod,ko,gs,,gs,,대단한 낚싯대
sweet-heart,es,bw,,b2w2,,Cor. Dulce
swift-feather,en,bw,,lgpe,,Swift Wing
swift-feather,fr,bw,,lgpe,,Aile Sprint
swift-feather,es,bw,,b2w2,,P. Ímpetu
swift-feather,ko,bw,,la,,순발력날개
tamato-berry,en,rs,,e,,TAMATO BERRY
tamato-berry,fr,rs,,e,,BAIE TAMATO
tamato-berry,it,rs,,e,,BACCAMODORO
tamato-berry,de,rs,,e,,TAMOTBEERE
tamato-berry,es,rs,,e,,BAYA TAMATE
tea,en,frlg,,e,,TEA
tea,fr,frlg,,e,,THE
tea,it,frlg,,e,,TÈ
tea,de,frlg,,e,,TEE
tea,es,frlg,,e,,TÉ
thanks-mail,it,bw,,b2w2,,Mess. Grazie
thanks-mail,es,bw,,b2w2,,C. Gracias
thick-club,en,gs,,e,,THICK CLUB
thick-club,fr,gs,,e,,MASSE OS
thick-club,it,gs,,e,,OSSOSPESSO
thick-club,it,dp,,la,,Ossospesso
thick-club,de,gs,,e,,KAMPFKNOCHEN
thick-club,es,gs,,e,,HUESO GRUESO
thick-club,ko,gs,,gs,,굵은 뼈
thunder-stone,en,rb,,e,,THUNDERSTONE
thunder-stone,en,dp,,b2w2,,Thunderstone
thunder-stone,fr,rb,,e,,PIERREFOUDRE
thunder-stone,fr,dp,,b2w2,,Pierrefoudre
thunder-stone,it,rb,,e,,PIETRATUONO
thunder-stone,de,rb,,e,,DONNERSTEIN
thunder-stone,es,rb,,e,,PIEDRATRUENO
thunder-stone,es,dp,,b2w2,,Piedratrueno
thunder-stone,ko,gs,,gs,,천둥의 돌
tidal-bell,it,hgss,,b2w2,,Camp. Onda
tidal-bell,it,xy,,la,,Campana Onda
tidal-bell,es,hgss,,b2w2,,Camp. Oleaje
tidal-bell,es,xy,,lgpe,,Campana Oleaje
timer-ball,en,rs,,e,,TIMER BALL
timer-ball,fr,rs,,e,,CHRONO BALL
timer-ball,it,rs,,e,,TIMER BALL
timer-ball,de,rs,,e,,TIMERBALL
timer-ball,es,rs,,e,,TURNO BALL
timer-ball,ko,dp,,la,,타이마볼
tiny-mushroom,en,gs,,e,,TINYMUSHROOM
tiny-mushroom,en,dp,,b2w2,,TinyMushroom
tiny-mushroom,fr,gs,,e,,PETIT CHAMPI
tiny-mushroom,it,gs,,e,,MINIFUNGO
tiny-mushroom,de,gs,,e,,MINIPILZ
tiny-mushroom,es,gs,,e,,MINI SETA
tiny-mushroom,es,dp,,oras,,Mini Seta
tiny-mushroom,ko,gs,,gs,,작은 버섯
tm-case,en,frlg,,e,,TM CASE
tm-case,fr,frlg,,e,,BOITE CT
tm-case,it,frlg,,e,,PORTA-MT
tm-case,de,frlg,,e,,VM/TM-BOX
tm-case,es,frlg,,e,,TUBO MT-MO
tm00,es,ss,base,ss,base,DT00
tm001,jp-kana,rb,,bdsp,,わざマシン０１
tm001,jp-kanji,bw,,la,,わざマシン０１
tm001,en,rb,,la,,TM01
tm001,fr,rb,,la,,CT01
tm001,it,rb,,la,,MT01
tm001,de,rb,,la,,TM01
tm001,es,rb,,la,,MT01
tm001,ko,gs,,la,,기술머신01
tm001,zh-simp,sm,,usum,,招式学习器０１
tm001,zh-simp,lgpe,,lgpe,,招式学习器01
tm001,zh-simp,ss,,la,,招式学习器０１
tm001,zh-trad,sm,,usum,,招式學習器０１
tm001,zh-trad,lgpe,,lgpe,,招式學習器01
tm001,zh-trad,ss,,la,,招式學習器０１
tm002,jp-kana,rb,,bdsp,,わざマシン０２
tm002,jp-kanji,bw,,la,,わざマシン０２
tm002,en,rb,,la,,TM02
tm002,fr,rb,,la,,CT02
tm002,it,rb,,la,,MT02
tm002,de,rb,,la,,TM02
tm002,es,rb,,la,,MT02
tm002,ko,gs,,la,,기술머신02
tm002,zh-simp,sm,,usum,,招式学习器０２
tm002,zh-simp,lgpe,,lgpe,,招式学习器02
tm002,zh-simp,ss,,la,,招式学习器０２
tm002,zh-trad,sm,,usum,,招式學習器０２
tm002,zh-trad,lgpe,,lgpe,,招式學習器02
tm002,zh-trad,ss,,la,,招式學習器０２
tm003,jp-kana,rb,,bdsp,,わざマシン０３
tm003,jp-kanji,bw,,la,,わざマシン０３
tm003,en,rb,,la,,TM03
tm003,fr,rb,,la,,CT03
tm003,it,rb,,la,,MT03
tm003,de,rb,,la,,TM03
tm003,es,rb,,la,,MT03
tm003,ko,gs,,la,,기술머신03
tm003,zh-simp,sm,,usum,,招式学习器０３
tm003,zh-simp,lgpe,,lgpe,,招式学习器03
tm003,zh-simp,ss,,la,,招式学习器０３
tm003,zh-trad,sm,,usum,,招式學習器０３
tm003,zh-trad,lgpe,,lgpe,,招式學習器03
tm003,zh-trad,ss,,la,,招式學習器０３
tm004,jp-kana,rb,,bdsp,,わざマシン０４
tm004,jp-kanji,bw,,la,,わざマシン０４
tm004,en,rb,,la,,TM04
tm004,fr,rb,,la,,CT04
tm004,it,rb,,la,,MT04
tm004,de,rb,,la,,TM04
tm004,es,rb,,la,,MT04
tm004,ko,gs,,la,,기술머신04
tm004,zh-simp,sm,,usum,,招式学习器０４
tm004,zh-simp,lgpe,,lgpe,,招式学习器04
tm004,zh-simp,ss,,la,,招式学习器０４
tm004,zh-trad,sm,,usum,,招式學習器０４
tm004,zh-trad,lgpe,,lgpe,,招式學習器04
tm004,zh-trad,ss,,la,,招式學習器０４
tm005,jp-kana,rb,,bdsp,,わざマシン０５
tm005,jp-kanji,bw,,la,,わざマシン０５
tm005,en,rb,,la,,TM05
tm005,fr,rb,,la,,CT05
tm005,it,rb,,la,,MT05
tm005,de,rb,,la,,TM05
tm005,es,rb,,la,,MT05
tm005,ko,gs,,la,,기술머신05
tm005,zh-simp,sm,,usum,,招式学习器０５
tm005,zh-simp,lgpe,,lgpe,,招式学习器05
tm005,zh-simp,ss,,la,,招式学习器０５
tm005,zh-trad,sm,,usum,,招式學習器０５
tm005,zh-trad,lgpe,,lgpe,,招式學習器05
tm005,zh-trad,ss,,la,,招式學習器０５
tm006,jp-kana,rb,,bdsp,,わざマシン０６
tm006,jp-kanji,bw,,la,,わざマシン０６
tm006,en,rb,,la,,TM06
tm006,fr,rb,,la,,CT06
tm006,it,rb,,la,,MT06
tm006,de,rb,,la,,TM06
tm006,es,rb,,la,,MT06
tm006,ko,gs,,la,,기술머신06
tm006,zh-simp,sm,,usum,,招式学习器０６
tm006,zh-simp,lgpe,,lgpe,,招式学习器06
