game_group_identifier,pokemon_identifier,stat_identifier,base_value,ev_yield
usum,frillish,defense,50,0
usum,frillish,sp-atk,65,0
usum,frillish,sp-def,85,1
usum,frillish,speed,40,0
usum,jellicent,hp,100,0
usum,jellicent,attack,60,0
usum,jellicent,defense,70,0
usum,jellicent,sp-atk,85,0
usum,jellicent,sp-def,105,2
usum,jellicent,speed,60,0
usum,alomomola,hp,165,2
usum,alomomola,attack,75,0
usum,alomomola,defense,80,0
usum,alomomola,sp-atk,40,0
usum,alomomola,sp-def,45,0
usum,alomomola,speed,65,0
usum,joltik,hp,50,0
usum,joltik,attack,47,0
usum,joltik,defense,50,0
usum,joltik,sp-atk,57,0
usum,joltik,sp-def,50,0
usum,joltik,speed,65,1
usum,galvantula,hp,70,0
usum,galvantula,attack,77,0
usum,galvantula,defense,60,0
usum,galvantula,sp-atk,97,0
usum,galvantula,sp-def,60,0
usum,galvantula,speed,108,2
usum,ferroseed,hp,44,0
usum,ferroseed,attack,50,0
usum,ferroseed,defense,91,1
usum,ferroseed,sp-atk,24,0
usum,ferroseed,sp-def,86,0
usum,ferroseed,speed,10,0
usum,ferrothorn,hp,74,0
usum,ferrothorn,attack,94,0
usum,ferrothorn,defense,131,2
usum,ferrothorn,sp-atk,54,0
usum,ferrothorn,sp-def,116,0
usum,ferrothorn,speed,20,0
usum,klink,hp,40,0
usum,klink,attack,55,0
usum,klink,defense,70,1
usum,klink,sp-atk,45,0
usum,klink,sp-def,60,0
usum,klink,speed,30,0
usum,klang,hp,60,0
usum,klang,attack,80,0
usum,klang,defense,95,2
usum,klang,sp-atk,70,0
usum,klang,sp-def,85,0
usum,klang,speed,50,0
usum,klinklang,hp,60,0
usum,klinklang,attack,100,0
usum,klinklang,defense,115,3
usum,klinklang,sp-atk,70,0
usum,klinklang,sp-def,85,0
usum,klinklang,speed,90,0
usum,tynamo,hp,35,0
usum,tynamo,attack,55,0
usum,tynamo,defense,40,0
usum,tynamo,sp-atk,45,0
usum,tynamo,sp-def,40,0
usum,tynamo,speed,60,1
usum,eelektrik,hp,65,0
usum,eelektrik,attack,85,2
usum,eelektrik,defense,70,0
usum,eelektrik,sp-atk,75,0
usum,eelektrik,sp-def,70,0
usum,eelektrik,speed,40,0
usum,eelektross,hp,85,0
usum,eelektross,attack,115,3
usum,eelektross,defense,80,0
usum,eelektross,sp-atk,105,0
usum,eelektross,sp-def,80,0
usum,eelektross,speed,50,0
usum,elgyem,hp,55,0
usum,elgyem,attack,55,0
usum,elgyem,defense,55,0
usum,elgyem,sp-atk,85,1
usum,elgyem,sp-def,55,0
usum,elgyem,speed,30,0
usum,beheeyem,hp,75,0
usum,beheeyem,attack,75,0
usum,beheeyem,defense,75,0
usum,beheeyem,sp-atk,125,2
usum,beheeyem,sp-def,95,0
usum,beheeyem,speed,40,0
usum,litwick,hp,50,0
usum,litwick,attack,30,0
usum,litwick,defense,55,0
usum,litwick,sp-atk,65,1
usum,litwick,sp-def,55,0
usum,litwick,speed,20,0
usum,lampent,hp,60,0
usum,lampent,attack,40,0
usum,lampent,defense,60,0
usum,lampent,sp-atk,95,2
usum,lampent,sp-def,60,0
usum,lampent,speed,55,0
usum,chandelure,hp,60,0
usum,chandelure,attack,55,0
usum,chandelure,defense,90,0
usum,chandelure,sp-atk,145,3
usum,chandelure,sp-def,90,0
usum,chandelure,speed,80,0
usum,axew,hp,46,0
usum,axew,attack,87,1
usum,axew,defense,60,0
usum,axew,sp-atk,30,0
usum,axew,sp-def,40,0
usum,axew,speed,57,0
usum,fraxure,hp,66,0
usum,fraxure,attack,117,2
usum,fraxure,defense,70,0
usum,fraxure,sp-atk,40,0
usum,fraxure,sp-def,50,0
usum,fraxure,speed,67,0
usum,haxorus,hp,76,0
usum,haxorus,attack,147,3
usum,haxorus,defense,90,0
usum,haxorus,sp-atk,60,0
usum,haxorus,sp-def,70,0
usum,haxorus,speed,97,0
usum,cubchoo,hp,55,0
usum,cubchoo,attack,70,1
usum,cubchoo,defense,40,0
usum,cubchoo,sp-atk,60,0
usum,cubchoo,sp-def,40,0
usum,cubchoo,speed,40,0
usum,beartic,hp,95,0
usum,beartic,attack,130,2
usum,beartic,defense,80,0
usum,beartic,sp-atk,70,0
usum,beartic,sp-def,80,0
usum,beartic,speed,50,0
usum,cryogonal,hp,80,0
usum,cryogonal,attack,50,0
usum,cryogonal,defense,50,0
usum,cryogonal,sp-atk,95,0
usum,cryogonal,sp-def,135,2
usum,cryogonal,speed,105,0
usum,shelmet,hp,50,0
usum,shelmet,attack,40,0
usum,shelmet,defense,85,1
usum,shelmet,sp-atk,40,0
usum,shelmet,sp-def,65,0
usum,shelmet,speed,25,0
usum,accelgor,hp,80,0
usum,accelgor,attack,70,0
usum,accelgor,defense,40,0
usum,accelgor,sp-atk,100,0
usum,accelgor,sp-def,60,0
usum,accelgor,speed,145,2
usum,stunfisk,hp,109,2
usum,stunfisk,attack,66,0
usum,stunfisk,defense,84,0
usum,stunfisk,sp-atk,81,0
usum,stunfisk,sp-def,99,0
usum,stunfisk,speed,32,0
usum,mienfoo,hp,45,0
usum,mienfoo,attack,85,1
usum,mienfoo,defense,50,0
usum,mienfoo,sp-atk,55,0
usum,mienfoo,sp-def,50,0
usum,mienfoo,speed,65,0
usum,mienshao,hp,65,0
usum,mienshao,attack,125,2
usum,mienshao,defense,60,0
usum,mienshao,sp-atk,95,0
usum,mienshao,sp-def,60,0
usum,mienshao,speed,105,0
usum,druddigon,hp,77,0
usum,druddigon,attack,120,2
usum,druddigon,defense,90,0
usum,druddigon,sp-atk,60,0
usum,druddigon,sp-def,90,0
usum,druddigon,speed,48,0
usum,golett,hp,59,0
usum,golett,attack,74,1
usum,golett,defense,50,0
usum,golett,sp-atk,35,0
usum,golett,sp-def,50,0
usum,golett,speed,35,0
usum,golurk,hp,89,0
usum,golurk,attack,124,2
usum,golurk,defense,80,0
usum,golurk,sp-atk,55,0
usum,golurk,sp-def,80,0
usum,golurk,speed,55,0
usum,pawniard,hp,45,0
usum,pawniard,attack,85,1
usum,pawniard,defense,70,0
usum,pawniard,sp-atk,40,0
usum,pawniard,sp-def,40,0
usum,pawniard,speed,60,0
usum,bisharp,hp,65,0
usum,bisharp,attack,125,2
usum,bisharp,defense,100,0
usum,bisharp,sp-atk,60,0
usum,bisharp,sp-def,70,0
usum,bisharp,speed,70,0
usum,bouffalant,hp,95,0
usum,bouffalant,attack,110,2
usum,bouffalant,defense,95,0
usum,bouffalant,sp-atk,40,0
usum,bouffalant,sp-def,95,0
usum,bouffalant,speed,55,0
usum,rufflet,hp,70,0
usum,rufflet,attack,83,1
usum,rufflet,defense,50,0
usum,rufflet,sp-atk,37,0
usum,rufflet,sp-def,50,0
usum,rufflet,speed,60,0
usum,braviary,hp,100,0
usum,braviary,attack,123,2
usum,braviary,defense,75,0
usum,braviary,sp-atk,57,0
usum,braviary,sp-def,75,0
usum,braviary,speed,80,0
usum,vullaby,hp,70,0
usum,vullaby,attack,55,0
usum,vullaby,defense,75,1
usum,vullaby,sp-atk,45,0
usum,vullaby,sp-def,65,0
usum,vullaby,speed,60,0
usum,mandibuzz,hp,110,0
usum,mandibuzz,attack,65,0
usum,mandibuzz,defense,105,0
usum,mandibuzz,sp-atk,55,2
usum,mandibuzz,sp-def,95,0
usum,mandibuzz,speed,80,0
usum,heatmor,hp,85,0
usum,heatmor,attack,97,0
usum,heatmor,defense,66,0
usum,heatmor,sp-atk,105,2
usum,heatmor,sp-def,66,0
usum,heatmor,speed,65,0
usum,durant,hp,58,0
usum,durant,attack,109,0
usum,durant,defense,112,2
usum,durant,sp-atk,48,0
usum,durant,sp-def,48,0
usum,durant,speed,109,0
usum,deino,hp,52,0
usum,deino,attack,65,1
usum,deino,defense,50,0
usum,deino,sp-atk,45,0
usum,deino,sp-def,50,0
usum,deino,speed,38,0
usum,zweilous,hp,72,0
usum,zweilous,attack,85,2
usum,zweilous,defense,70,0
usum,zweilous,sp-atk,65,0
usum,zweilous,sp-def,70,0
usum,zweilous,speed,58,0
usum,hydreigon,hp,92,0
usum,hydreigon,attack,105,0
usum,hydreigon,defense,90,0
usum,hydreigon,sp-atk,125,3
usum,hydreigon,sp-def,90,0
usum,hydreigon,speed,98,0
usum,larvesta,hp,55,0
usum,larvesta,attack,85,1
usum,larvesta,defense,55,0
usum,larvesta,sp-atk,50,0
usum,larvesta,sp-def,55,0
usum,larvesta,speed,60,0
usum,volcarona,hp,85,0
usum,volcarona,attack,60,0
usum,volcarona,defense,65,0
usum,volcarona,sp-atk,135,3
usum,volcarona,sp-def,105,0
usum,volcarona,speed,100,0
usum,cobalion,hp,91,0
usum,cobalion,attack,90,0
usum,cobalion,defense,129,3
usum,cobalion,sp-atk,90,0
usum,cobalion,sp-def,72,0
usum,cobalion,speed,108,0
usum,terrakion,hp,91,0
usum,terrakion,attack,129,3
usum,terrakion,defense,90,0
usum,terrakion,sp-atk,72,0
usum,terrakion,sp-def,90,0
usum,terrakion,speed,108,0
usum,virizion,hp,91,0
usum,virizion,attack,90,0
usum,virizion,defense,72,0
usum,virizion,sp-atk,90,0
usum,virizion,sp-def,129,3
usum,virizion,speed,108,0
usum,tornadus-incarnate-forme,hp,79,0
usum,tornadus-incarnate-forme,attack,115,3
usum,tornadus-incarnate-forme,defense,70,0
usum,tornadus-incarnate-forme,sp-atk,125,0
usum,tornadus-incarnate-forme,sp-def,80,0
usum,tornadus-incarnate-forme,speed,111,0
usum,tornadus-therian-forme,hp,79,0
usum,tornadus-therian-forme,attack,100,0
usum,tornadus-therian-forme,defense,80,0
usum,tornadus-therian-forme,sp-atk,110,0
usum,tornadus-therian-forme,sp-def,90,0
usum,tornadus-therian-forme,speed,121,3
usum,thundurus-incarnate-forme,hp,79,0
usum,thundurus-incarnate-forme,attack,115,3
usum,thundurus-incarnate-forme,defense,70,0
usum,thundurus-incarnate-forme,sp-atk,125,0
usum,thundurus-incarnate-forme,sp-def,80,0
usum,thundurus-incarnate-forme,speed,111,0
usum,thundurus-therian-forme,hp,79,0
usum,thundurus-therian-forme,attack,105,0
usum,thundurus-therian-forme,defense,70,0
usum,thundurus-therian-forme,sp-atk,145,3
usum,thundurus-therian-forme,sp-def,80,0
usum,thundurus-therian-forme,speed,101,0
usum,reshiram,hp,100,0
usum,reshiram,attack,120,0
usum,reshiram,defense,100,0
usum,reshiram,sp-atk,150,3
usum,reshiram,sp-def,120,0
usum,reshiram,speed,90,0
usum,zekrom,hp,100,0
usum,zekrom,attack,150,3
usum,zekrom,defense,120,0
usum,zekrom,sp-atk,120,0
usum,zekrom,sp-def,100,0
usum,zekrom,speed,90,0
usum,landorus-incarnate-forme,hp,89,0
usum,landorus-incarnate-forme,attack,125,0
usum,landorus-incarnate-forme,defense,90,0
usum,landorus-incarnate-forme,sp-atk,115,3
usum,landorus-incarnate-forme,sp-def,80,0
usum,landorus-incarnate-forme,speed,101,0
usum,landorus-therian-forme,hp,89,0
usum,landorus-therian-forme,attack,145,3
usum,landorus-therian-forme,defense,90,0
usum,landorus-therian-forme,sp-atk,105,0
usum,landorus-therian-forme,sp-def,80,0
usum,landorus-therian-forme,speed,91,0
usum,kyurem,hp,125,1
usum,kyurem,attack,130,1
usum,kyurem,defense,90,0
usum,kyurem,sp-atk,130,1
usum,kyurem,sp-def,90,0
usum,kyurem,speed,95,0
usum,kyurem-white,hp,125,0
usum,kyurem-white,attack,120,0
usum,kyurem-white,defense,90,0
usum,kyurem-white,sp-atk,170,3
usum,kyurem-white,sp-def,100,0
usum,kyurem-white,speed,95,0
usum,kyurem-black,hp,125,0
usum,kyurem-black,attack,170,3
usum,kyurem-black,defense,100,0
usum,kyurem-black,sp-atk,120,0
usum,kyurem-black,sp-def,90,0
usum,kyurem-black,speed,95,0
usum,keldeo-ordinary-form,hp,91,0
usum,keldeo-ordinary-form,attack,72,0
usum,keldeo-ordinary-form,defense,90,0
usum,keldeo-ordinary-form,sp-atk,129,3
usum,keldeo-ordinary-form,sp-def,90,0
usum,keldeo-ordinary-form,speed,108,0
usum,keldeo-resolute-form,hp,91,0
usum,keldeo-resolute-form,attack,72,0
usum,keldeo-resolute-form,defense,90,0
usum,keldeo-resolute-form,sp-atk,129,3
usum,keldeo-resolute-form,sp-def,90,0
usum,keldeo-resolute-form,speed,108,0
usum,meloetta-aria-forme,hp,100,0
usum,meloetta-aria-forme,attack,77,0
usum,meloetta-aria-forme,defense,77,0
usum,meloetta-aria-forme,sp-atk,128,1
usum,meloetta-aria-forme,sp-def,128,1
usum,meloetta-aria-forme,speed,90,1
usum,meloetta-pirouette-forme,hp,100,0
usum,meloetta-pirouette-forme,attack,128,1
usum,meloetta-pirouette-forme,defense,90,1
usum,meloetta-pirouette-forme,sp-atk,77,0
usum,meloetta-pirouette-forme,sp-def,77,0
usum,meloetta-pirouette-forme,speed,128,1
usum,genesect,hp,71,0
usum,genesect,attack,120,1
usum,genesect,defense,95,0
usum,genesect,sp-atk,120,1
usum,genesect,sp-def,95,0
usum,genesect,speed,99,1
usum,genesect-douse-drive,hp,71,0
usum,genesect-douse-drive,attack,120,1
usum,genesect-douse-drive,defense,95,0
usum,genesect-douse-drive,sp-atk,120,1
usum,genesect-douse-drive,sp-def,95,0
usum,genesect-douse-drive,speed,99,1
usum,genesect-shock-drive,hp,71,0
usum,genesect-shock-drive,attack,120,1
usum,genesect-shock-drive,defense,95,0
usum,genesect-shock-drive,sp-atk,120,1
usum,genesect-shock-drive,sp-def,95,0
usum,genesect-shock-drive,speed,99,1
usum,genesect-burn-drive,hp,71,0
usum,genesect-burn-drive,attack,120,1
usum,genesect-burn-drive,defense,95,0
usum,genesect-burn-drive,sp-atk,120,1
usum,genesect-burn-drive,sp-def,95,0
usum,genesect-burn-drive,speed,99,1
usum,genesect-chill-drive,hp,71,0
usum,genesect-chill-drive,attack,120,1
usum,genesect-chill-drive,defense,95,0
usum,genesect-chill-drive,sp-atk,120,1
usum,genesect-chill-drive,sp-def,95,0
usum,genesect-chill-drive,speed,99,1
usum,chespin,hp,56,0
usum,chespin,attack,61,0
usum,chespin,defense,65,1
usum,chespin,sp-atk,48,0
usum,chespin,sp-def,45,0
usum,chespin,speed,38,0
usum,quilladin,hp,61,0
usum,quilladin,attack,78,0
usum,quilladin,defense,95,2
usum,quilladin,sp-atk,56,0
usum,quilladin,sp-def,58,0
usum,quilladin,speed,57,0
usum,chesnaught,hp,88,0
usum,chesnaught,attack,107,0
usum,chesnaught,defense,122,3
usum,chesnaught,sp-atk,74,0
usum,chesnaught,sp-def,75,0
usum,chesnaught,speed,64,0
usum,fennekin,hp,40,0
usum,fennekin,attack,45,0
usum,fennekin,defense,40,0
usum,fennekin,sp-atk,62,1
usum,fennekin,sp-def,60,0
usum,fennekin,speed,60,0
usum,braixen,hp,59,0
usum,braixen,attack,59,0
usum,braixen,defense,58,0
usum,braixen,sp-atk,90,2
usum,braixen,sp-def,70,0
usum,braixen,speed,73,0
usum,delphox,hp,75,0
usum,delphox,attack,69,0
usum,delphox,defense,72,0
usum,delphox,sp-atk,114,3
usum,delphox,sp-def,100,0
usum,delphox,speed,104,0
usum,froakie,hp,41,0
usum,froakie,attack,56,0
usum,froakie,defense,40,0
usum,froakie,sp-atk,62,0
usum,froakie,sp-def,44,0
usum,froakie,speed,71,1
usum,frogadier,hp,54,0
usum,frogadier,attack,63,0
usum,frogadier,defense,52,0
usum,frogadier,sp-atk,83,0
usum,frogadier,sp-def,56,0
usum,frogadier,speed,97,2
usum,greninja,hp,72,0
usum,greninja,attack,95,0
usum,greninja,defense,67,0
usum,greninja,sp-atk,103,0
usum,greninja,sp-def,71,0
usum,greninja,speed,122,3
usum,greninja-battle-bond,hp,72,0
usum,greninja-battle-bond,attack,95,0
usum,greninja-battle-bond,defense,67,0
usum,greninja-battle-bond,sp-atk,103,0
usum,greninja-battle-bond,sp-def,71,0
usum,greninja-battle-bond,speed,122,3
usum,greninja-ash,hp,72,0
usum,greninja-ash,attack,145,0
usum,greninja-ash,defense,67,0
usum,greninja-ash,sp-atk,153,0
usum,greninja-ash,sp-def,71,0
usum,greninja-ash,speed,132,3
usum,bunnelby,hp,38,0
usum,bunnelby,attack,36,0
usum,bunnelby,defense,38,0
usum,bunnelby,sp-atk,32,0
usum,bunnelby,sp-def,36,0
usum,bunnelby,speed,57,1
usum,diggersby,hp,85,2
usum,diggersby,attack,56,0
usum,diggersby,defense,77,0
usum,diggersby,sp-atk,50,0
usum,diggersby,sp-def,77,0
usum,diggersby,speed,78,0
usum,fletchling,hp,45,0
usum,fletchling,attack,50,0
usum,fletchling,defense,43,0
usum,fletchling,sp-atk,40,0
usum,fletchling,sp-def,38,0
usum,fletchling,speed,62,1
usum,fletchinder,hp,62,0
usum,fletchinder,attack,73,0
usum,fletchinder,defense,55,0
usum,fletchinder,sp-atk,56,0
usum,fletchinder,sp-def,52,0
usum,fletchinder,speed,84,2
usum,talonflame,hp,78,0
usum,talonflame,attack,81,0
usum,talonflame,defense,71,0
usum,talonflame,sp-atk,74,0
usum,talonflame,sp-def,69,0
usum,talonflame,speed,126,3
usum,scatterbug,hp,38,0
usum,scatterbug,attack,35,0
usum,scatterbug,defense,40,1
usum,scatterbug,sp-atk,27,0
usum,scatterbug,sp-def,25,0
usum,scatterbug,speed,35,0
usum,spewpa,hp,45,0
usum,spewpa,attack,22,0
usum,spewpa,defense,60,2
usum,spewpa,sp-atk,27,0
usum,spewpa,sp-def,30,0
usum,spewpa,speed,29,0
usum,vivillon-icy-snow-pattern,hp,80,1
usum,vivillon-icy-snow-pattern,attack,52,0
usum,vivillon-icy-snow-pattern,defense,50,0
usum,vivillon-icy-snow-pattern,sp-atk,90,1
usum,vivillon-icy-snow-pattern,sp-def,50,0
usum,vivillon-icy-snow-pattern,speed,89,1
usum,vivillon-polar-pattern,hp,80,1
usum,vivillon-polar-pattern,attack,52,0
usum,vivillon-polar-pattern,defense,50,0
usum,vivillon-polar-pattern,sp-atk,90,1
usum,vivillon-polar-pattern,sp-def,50,0
usum,vivillon-polar-pattern,speed,89,1
usum,vivillon-tundra-pattern,hp,80,1
usum,vivillon-tundra-pattern,attack,52,0
usum,vivillon-tundra-pattern,defense,50,0
usum,vivillon-tundra-pattern,sp-atk,90,1
usum,vivillon-tundra-pattern,sp-def,50,0
usum,vivillon-tundra-pattern,speed,89,1
usum,vivillon-continental-pattern,hp,80,1
usum,vivillon-continental-pattern,attack,52,0
usum,vivillon-continental-pattern,defense,50,0
usum,vivillon-continental-pattern,sp-atk,90,1
usum,vivillon-continental-pattern,sp-def,50,0
usum,vivillon-continental-pattern,speed,89,1
usum,vivillon-garden-pattern,hp,80,1
usum,vivillon-garden-pattern,attack,52,0
usum,vivillon-garden-pattern,defense,50,0
usum,vivillon-garden-pattern,sp-atk,90,1
usum,vivillon-garden-pattern,sp-def,50,0
usum,vivillon-garden-pattern,speed,89,1
usum,vivillon-elegant-pattern,hp,80,1
usum,vivillon-elegant-pattern,attack,52,0
usum,vivillon-elegant-pattern,defense,50,0
usum,vivillon-elegant-pattern,sp-atk,90,1
usum,vivillon-elegant-pattern,sp-def,50,0
usum,vivillon-elegant-pattern,speed,89,1
usum,vivillon-meadow-pattern,hp,80,1
usum,vivillon-meadow-pattern,attack,52,0
usum,vivillon-meadow-pattern,defense,50,0
usum,vivillon-meadow-pattern,sp-atk,90,1
usum,vivillon-meadow-pattern,sp-def,50,0
usum,vivillon-meadow-pattern,speed,89,1
usum,vivillon-modern-pattern,hp,80,1
usum,vivillon-modern-pattern,attack,52,0
usum,vivillon-modern-pattern,defense,50,0
usum,vivillon-modern-pattern,sp-atk,90,1
usum,vivillon-modern-pattern,sp-def,50,0
usum,vivillon-modern-pattern,speed,89,1
usum,vivillon-marine-pattern,hp,80,1
usum,vivillon-marine-pattern,attack,52,0
usum,vivillon-marine-pattern,defense,50,0
usum,vivillon-marine-pattern,sp-atk,90,1
usum,vivillon-marine-pattern,sp-def,50,0
usum,vivillon-marine-pattern,speed,89,1
usum,vivillon-archipelago-pattern,hp,80,1
usum,vivillon-archipelago-pattern,attack,52,0
usum,vivillon-archipelago-pattern,defense,50,0
usum,vivillon-archipelago-pattern,sp-atk,90,1
usum,vivillon-archipelago-pattern,sp-def,50,0
usum,vivillon-archipelago-pattern,speed,89,1
usum,vivillon-high-plains-pattern,hp,80,1
usum,vivillon-high-plains-pattern,attack,52,0
usum,vivillon-high-plains-pattern,defense,50,0
usum,vivillon-high-plains-pattern,sp-atk,90,1
usum,vivillon-high-plains-pattern,sp-def,50,0
usum,vivillon-high-plains-pattern,speed,89,1
usum,vivillon-sandstorm-pattern,hp,80,1
usum,vivillon-sandstorm-pattern,attack,52,0
usum,vivillon-sandstorm-pattern,defense,50,0
usum,vivillon-sandstorm-pattern,sp-atk,90,1
usum,vivillon-sandstorm-pattern,sp-def,50,0
usum,vivillon-sandstorm-pattern,speed,89,1
usum,vivillon-river-pattern,hp,80,1
usum,vivillon-river-pattern,attack,52,0
usum,vivillon-river-pattern,defense,50,0
usum,vivillon-river-pattern,sp-atk,90,1
usum,vivillon-river-pattern,sp-def,50,0
usum,vivillon-river-pattern,speed,89,1
usum,vivillon-monsoon-pattern,hp,80,1
usum,vivillon-monsoon-pattern,attack,52,0
usum,vivillon-monsoon-pattern,defense,50,0
usum,vivillon-monsoon-pattern,sp-atk,90,1
usum,vivillon-monsoon-pattern,sp-def,50,0
usum,vivillon-monsoon-pattern,speed,89,1
usum,vivillon-savanna-pattern,hp,80,1
usum,vivillon-savanna-pattern,attack,52,0
usum,vivillon-savanna-pattern,defense,50,0
usum,vivillon-savanna-pattern,sp-atk,90,1
usum,vivillon-savanna-pattern,sp-def,50,0
usum,vivillon-savanna-pattern,speed,89,1
usum,vivillon-sun-pattern,hp,80,1
usum,vivillon-sun-pattern,attack,52,0
usum,vivillon-sun-pattern,defense,50,0
usum,vivillon-sun-pattern,sp-atk,90,1
usum,vivillon-sun-pattern,sp-def,50,0
usum,vivillon-sun-pattern,speed,89,1
usum,vivillon-ocean-pattern,hp,80,1
usum,vivillon-ocean-pattern,attack,52,0
usum,vivillon-ocean-pattern,defense,50,0
usum,vivillon-ocean-pattern,sp-atk,90,1
usum,vivillon-ocean-pattern,sp-def,50,0
usum,vivillon-ocean-pattern,speed,89,1
usum,vivillon-jungle-pattern,hp,80,1
usum,vivillon-jungle-pattern,attack,52,0
usum,vivillon-jungle-pattern,defense,50,0
usum,vivillon-jungle-pattern,sp-atk,90,1
usum,vivillon-jungle-pattern,sp-def,50,0
usum,vivillon-jungle-pattern,speed,89,1
usum,vivillon-fancy-pattern,hp,80,1
usum,vivillon-fancy-pattern,attack,52,0
usum,vivillon-fancy-pattern,defense,50,0
usum,vivillon-fancy-pattern,sp-atk,90,1
usum,vivillon-fancy-pattern,sp-def,50,0
usum,vivillon-fancy-pattern,speed,89,1
usum,vivillon-poke-ball-pattern,hp,80,1
usum,vivillon-poke-ball-pattern,attack,52,0
usum,vivillon-poke-ball-pattern,defense,50,0
usum,vivillon-poke-ball-pattern,sp-atk,90,1
usum,vivillon-poke-ball-pattern,sp-def,50,0
usum,vivillon-poke-ball-pattern,speed,89,1
usum,litleo,hp,62,0
usum,litleo,attack,50,0
usum,litleo,defense,58,0
usum,litleo,sp-atk,73,1
usum,litleo,sp-def,54,0
usum,litleo,speed,72,0
usum,pyroar,hp,86,0
usum,pyroar,attack,68,0
usum,pyroar,defense,72,0
usum,pyroar,sp-atk,109,2
usum,pyroar,sp-def,66,0
usum,pyroar,speed,106,0
usum,flabebe-red-flower,hp,44,0
usum,flabebe-red-flower,attack,38,0
usum,flabebe-red-flower,defense,39,0
usum,flabebe-red-flower,sp-atk,61,0
usum,flabebe-red-flower,sp-def,79,1
usum,flabebe-red-flower,speed,42,0
usum,flabebe-yellow-flower,hp,44,0
usum,flabebe-yellow-flower,attack,38,0
usum,flabebe-yellow-flower,defense,39,0
usum,flabebe-yellow-flower,sp-atk,61,0
usum,flabebe-yellow-flower,sp-def,79,1
usum,flabebe-yellow-flower,speed,42,0
usum,flabebe-orange-flower,hp,44,0
usum,flabebe-orange-flower,attack,38,0
usum,flabebe-orange-flower,defense,39,0
usum,flabebe-orange-flower,sp-atk,61,0
usum,flabebe-orange-flower,sp-def,79,1
usum,flabebe-orange-flower,speed,42,0
usum,flabebe-blue-flower,hp,44,0
usum,flabebe-blue-flower,attack,38,0
usum,flabebe-blue-flower,defense,39,0
usum,flabebe-blue-flower,sp-atk,61,0
usum,flabebe-blue-flower,sp-def,79,1
usum,flabebe-blue-flower,speed,42,0
usum,flabebe-white-flower,hp,44,0
usum,flabebe-white-flower,attack,38,0
usum,flabebe-white-flower,defense,39,0
usum,flabebe-white-flower,sp-atk,61,0
usum,flabebe-white-flower,sp-def,79,1
usum,flabebe-white-flower,speed,42,0
usum,floette-red-flower,hp,54,0
usum,floette-red-flower,attack,45,0
usum,floette-red-flower,defense,47,0
usum,floette-red-flower,sp-atk,75,0
usum,floette-red-flower,sp-def,98,2
usum,floette-red-flower,speed,52,0
usum,floette-yellow-flower,hp,54,0
usum,floette-yellow-flower,attack,45,0
usum,floette-yellow-flower,defense,47,0
usum,floette-yellow-flower,sp-atk,75,0
usum,floette-yellow-flower,sp-def,98,2
usum,floette-yellow-flower,speed,52,0
usum,floette-orange-flower,hp,54,0
usum,floette-orange-flower,attack,45,0
usum,floette-orange-flower,defense,47,0
usum,floette-orange-flower,sp-atk,75,0
usum,floette-orange-flower,sp-def,98,2
usum,floette-orange-flower,speed,52,0
usum,floette-blue-flower,hp,54,0
usum,floette-blue-flower,attack,45,0
usum,floette-blue-flower,defense,47,0
usum,floette-blue-flower,sp-atk,75,0
usum,floette-blue-flower,sp-def,98,2
usum,floette-blue-flower,speed,52,0
usum,floette-white-flower,hp,54,0
usum,floette-white-flower,attack,45,0
usum,floette-white-flower,defense,47,0
usum,floette-white-flower,sp-atk,75,0
usum,floette-white-flower,sp-def,98,2
usum,floette-white-flower,speed,52,0
usum,floette-eternal-flower,hp,74,0
usum,floette-eternal-flower,attack,65,0
usum,floette-eternal-flower,defense,67,0
usum,floette-eternal-flower,sp-atk,125,0
usum,floette-eternal-flower,sp-def,128,2
usum,floette-eternal-flower,speed,92,0
usum,florges-red-flower,hp,78,0
usum,florges-red-flower,attack,65,0
usum,florges-red-flower,defense,68,0
usum,florges-red-flower,sp-atk,112,0
usum,florges-red-flower,sp-def,154,3
usum,florges-red-flower,speed,75,0
usum,florges-yellow-flower,hp,78,0
usum,florges-yellow-flower,attack,65,0
usum,florges-yellow-flower,defense,68,0
usum,florges-yellow-flower,sp-atk,112,0
usum,florges-yellow-flower,sp-def,154,3
usum,florges-yellow-flower,speed,75,0
usum,florges-orange-flower,hp,78,0
usum,florges-orange-flower,attack,65,0
usum,florges-orange-flower,defense,68,0
usum,florges-orange-flower,sp-atk,112,0
usum,florges-orange-flower,sp-def,154,3
usum,florges-orange-flower,speed,75,0
usum,florges-blue-flower,hp,78,0
usum,florges-blue-flower,attack,65,0
usum,florges-blue-flower,defense,68,0
usum,florges-blue-flower,sp-atk,112,0
usum,florges-blue-flower,sp-def,154,3
usum,florges-blue-flower,speed,75,0
usum,florges-white-flower,hp,78,0
usum,florges-white-flower,attack,65,0
usum,florges-white-flower,defense,68,0
usum,florges-white-flower,sp-atk,112,0
usum,florges-white-flower,sp-def,154,3
usum,florges-white-flower,speed,75,0
usum,skiddo,hp,66,1
usum,skiddo,attack,65,0
usum,skiddo,defense,48,0
usum,skiddo,sp-atk,62,0
usum,skiddo,sp-def,57,0
usum,skiddo,speed,52,0
usum,gogoat,hp,123,2
usum,gogoat,attack,100,0
usum,gogoat,defense,62,0
usum,gogoat,sp-atk,97,0
usum,gogoat,sp-def,81,0
usum,gogoat,speed,68,0
