game_group_identifier,move_identifier,language_identifier,name
la,magnetic-flux,jp-kanji,じばそうさ
la,magnetic-flux,en,Magnetic Flux
la,magnetic-flux,fr,Magné-Contrôle
la,magnetic-flux,it,Controllo Polare
la,magnetic-flux,de,Magnetregler
la,magnetic-flux,es,Aura Magnética
la,magnetic-flux,ko,자기장조작
la,magnetic-flux,zh-simp,磁场操控
la,magnetic-flux,zh-trad,磁場操控
la,magnitude,jp-kanji,マグニチュード
la,magnitude,en,Magnitude
la,magnitude,fr,Ampleur
la,magnitude,it,Magnitudo
la,magnitude,de,Intensität
la,magnitude,es,Magnitud
la,magnitude,ko,매그니튜드
la,magnitude,zh-simp,震级
la,magnitude,zh-trad,震級
la,malicious-moonsault,jp-kanji,ハイパーダーククラッシャー
la,malicious-moonsault,en,Malicious Moonsault
la,malicious-moonsault,fr,Dark Body Press
la,malicious-moonsault,it,Iperschianto delle Tenebre
la,malicious-moonsault,de,Hyper Dark Crusher
la,malicious-moonsault,es,Hiperplancha Oscura
la,malicious-moonsault,ko,하이퍼다크크러셔
la,malicious-moonsault,zh-simp,极恶飞跃粉碎击
la,malicious-moonsault,zh-trad,極惡飛躍粉碎擊
la,mat-block,jp-kanji,たたみがえし
la,mat-block,en,Mat Block
la,mat-block,fr,Tatamigaeshi
la,mat-block,it,Ribaltappeto
la,mat-block,de,Tatami-Schild
la,mat-block,es,Escudo Tatami
la,mat-block,ko,마룻바닥세워막기
la,mat-block,zh-simp,掀榻榻米
la,mat-block,zh-trad,掀榻榻米
la,max-airstream,jp-kanji,ダイジェット
la,max-airstream,en,Max Airstream
la,max-airstream,fr,Aéromax
la,max-airstream,it,Dynajet
la,max-airstream,de,Dyna-Düse
la,max-airstream,es,Maxiciclón
la,max-airstream,ko,다이제트
la,max-airstream,zh-simp,极巨飞冲
la,max-airstream,zh-trad,極巨飛衝
la,max-darkness,jp-kanji,ダイアーク
la,max-darkness,en,Max Darkness
la,max-darkness,fr,Sinistromax
la,max-darkness,it,Dynatenebre
la,max-darkness,de,Dyna-Dunkel
la,max-darkness,es,Maxisombra
la,max-darkness,ko,다이아크
la,max-darkness,zh-simp,极巨恶霸
la,max-darkness,zh-trad,極巨惡霸
la,max-flare,jp-kanji,ダイバーン
la,max-flare,en,Max Flare
la,max-flare,fr,Pyromax
la,max-flare,it,Dynafiammata
la,max-flare,de,Dyna-Brand
la,max-flare,es,Maxignición
la,max-flare,ko,다이번
la,max-flare,zh-simp,极巨火爆
la,max-flare,zh-trad,極巨火爆
la,max-flutterby,jp-kanji,ダイワーム
la,max-flutterby,en,Max Flutterby
la,max-flutterby,fr,Insectomax
la,max-flutterby,it,Dynainsetto
la,max-flutterby,de,Dyna-Schwarm
la,max-flutterby,es,Maxinsecto
la,max-flutterby,ko,다이웜
la,max-flutterby,zh-simp,极巨虫蛊
la,max-flutterby,zh-trad,極巨蟲蠱
la,max-geyser,jp-kanji,ダイストリーム
la,max-geyser,en,Max Geyser
la,max-geyser,fr,Hydromax
la,max-geyser,it,Dynaflusso
la,max-geyser,de,Dyna-Flut
la,max-geyser,es,Maxichorro
la,max-geyser,ko,다이스트림
la,max-geyser,zh-simp,极巨水流
la,max-geyser,zh-trad,極巨水流
la,max-guard,jp-kanji,ダイウォール
la,max-guard,en,Max Guard
la,max-guard,fr,Gardomax
la,max-guard,it,Dynabarriera
la,max-guard,de,Dyna-Wall
la,max-guard,es,Maxibarrera
la,max-guard,ko,다이월
la,max-guard,zh-simp,极巨防壁
la,max-guard,zh-trad,極巨防壁
la,max-hailstorm,jp-kanji,ダイアイス
la,max-hailstorm,en,Max Hailstorm
la,max-hailstorm,fr,Cryomax
la,max-hailstorm,it,Dynagelo
la,max-hailstorm,de,Dyna-Frost
la,max-hailstorm,es,Maxihelada
la,max-hailstorm,ko,다이아이스
la,max-hailstorm,zh-simp,极巨寒冰
la,max-hailstorm,zh-trad,極巨寒冰
la,max-knuckle,jp-kanji,ダイナックル
la,max-knuckle,en,Max Knuckle
la,max-knuckle,fr,Pugilomax
la,max-knuckle,it,Dynapugno
la,max-knuckle,de,Dyna-Faust
la,max-knuckle,es,Maxipuño
la,max-knuckle,ko,다이너클
la,max-knuckle,zh-simp,极巨拳斗
la,max-knuckle,zh-trad,極巨拳鬥
la,max-lightning,jp-kanji,ダイサンダー
la,max-lightning,en,Max Lightning
la,max-lightning,fr,Fulguromax
la,max-lightning,it,Dynasaetta
la,max-lightning,de,Dyna-Gewitter
la,max-lightning,es,Maxitormenta
la,max-lightning,ko,다이썬더
la,max-lightning,zh-simp,极巨闪电
la,max-lightning,zh-trad,極巨閃電
la,max-mindstorm,jp-kanji,ダイサイコ
la,max-mindstorm,en,Max Mindstorm
la,max-mindstorm,fr,Psychomax
la,max-mindstorm,it,Dynapsiche
la,max-mindstorm,de,Dyna-Kinese
la,max-mindstorm,es,Maxionda
la,max-mindstorm,ko,다이사이코
la,max-mindstorm,zh-simp,极巨超能
la,max-mindstorm,zh-trad,極巨超能
la,max-ooze,jp-kanji,ダイアシッド
la,max-ooze,en,Max Ooze
la,max-ooze,fr,Toxinomax
la,max-ooze,it,Dynacorrosione
la,max-ooze,de,Dyna-Giftschwall
la,max-ooze,es,Maxiácido
la,max-ooze,ko,다이애시드
la,max-ooze,zh-simp,极巨酸毒
la,max-ooze,zh-trad,極巨酸毒
la,max-overgrowth,jp-kanji,ダイソウゲン
la,max-overgrowth,en,Max Overgrowth
la,max-overgrowth,fr,Phytomax
la,max-overgrowth,it,Dynaflora
la,max-overgrowth,de,Dyna-Flora
la,max-overgrowth,es,Maxiflora
la,max-overgrowth,ko,다이그래스
la,max-overgrowth,zh-simp,极巨草原
la,max-overgrowth,zh-trad,極巨草原
la,max-phantasm,jp-kanji,ダイホロウ
la,max-phantasm,en,Max Phantasm
la,max-phantasm,fr,Spectromax
la,max-phantasm,it,Dynavuoto
la,max-phantasm,de,Dyna-Spuk
la,max-phantasm,es,Maxiespectro
la,max-phantasm,ko,다이할로우
la,max-phantasm,zh-simp,极巨幽魂
la,max-phantasm,zh-trad,極巨幽魂
la,max-quake,jp-kanji,ダイアース
la,max-quake,en,Max Quake
la,max-quake,fr,Sismomax
la,max-quake,it,Dynasisma
la,max-quake,de,Dyna-Erdstoß
la,max-quake,es,Maxitemblor
la,max-quake,ko,다이어스
la,max-quake,zh-simp,极巨大地
la,max-quake,zh-trad,極巨大地
la,max-rockfall,jp-kanji,ダイロック
la,max-rockfall,en,Max Rockfall
la,max-rockfall,fr,Lithomax
la,max-rockfall,it,Dynamacigno
la,max-rockfall,de,Dyna-Brocken
la,max-rockfall,es,Maxilito
la,max-rockfall,ko,다이록
la,max-rockfall,zh-simp,极巨岩石
la,max-rockfall,zh-trad,極巨岩石
la,max-starfall,jp-kanji,ダイフェアリー
la,max-starfall,en,Max Starfall
la,max-starfall,fr,Enchantomax
la,max-starfall,it,Dynafata
la,max-starfall,de,Dyna-Zauber
la,max-starfall,es,Maxiestela
la,max-starfall,ko,다이페어리
la,max-starfall,zh-simp,极巨妖精
la,max-starfall,zh-trad,極巨妖精
la,max-steelspike,jp-kanji,ダイスチル
la,max-steelspike,en,Max Steelspike
la,max-steelspike,fr,Métallomax
la,max-steelspike,it,Dynametallo
la,max-steelspike,de,Dyna-Stahlzacken
la,max-steelspike,es,Maximetal
la,max-steelspike,ko,다이스틸
la,max-steelspike,zh-simp,极巨钢铁
la,max-steelspike,zh-trad,極巨鋼鐵
la,max-strike,jp-kanji,ダイアタック
la,max-strike,en,Max Strike
la,max-strike,fr,Normalomax
la,max-strike,it,Dynattacco
la,max-strike,de,Dyna-Angriff
la,max-strike,es,Maxiataque
la,max-strike,ko,다이어택
la,max-strike,zh-simp,极巨攻击
la,max-strike,zh-trad,極巨攻擊
la,max-wyrmwind,jp-kanji,ダイドラグーン
la,max-wyrmwind,en,Max Wyrmwind
la,max-wyrmwind,fr,Dracomax
la,max-wyrmwind,it,Dynadragone
la,max-wyrmwind,de,Dyna-Wyrm
la,max-wyrmwind,es,Maxidraco
la,max-wyrmwind,ko,다이드라군
la,max-wyrmwind,zh-simp,极巨龙骑
la,max-wyrmwind,zh-trad,極巨龍騎
la,me-first,jp-kanji,さきどり
la,me-first,en,Me First
la,me-first,fr,Moi d’Abord
la,me-first,it,Precedenza
la,me-first,de,Egotrip
la,me-first,es,Yo Primero
la,me-first,ko,선취
la,me-first,zh-simp,抢先一步
la,me-first,zh-trad,搶先一步
la,mean-look,jp-kanji,くろいまなざし
la,mean-look,en,Mean Look
la,mean-look,fr,Regard Noir
la,mean-look,it,Malosguardo
la,mean-look,de,Horrorblick
la,mean-look,es,Mal de Ojo
la,mean-look,ko,검은눈빛
la,mean-look,zh-simp,黑色目光
la,mean-look,zh-trad,黑色目光
la,meditate,jp-kanji,ヨガのポーズ
la,meditate,en,Meditate
la,meditate,fr,Yoga
la,meditate,it,Meditazione
la,meditate,de,Meditation
la,meditate,es,Meditación
la,meditate,ko,요가포즈
la,meditate,zh-simp,瑜伽姿势
la,meditate,zh-trad,瑜伽姿勢
la,mega-drain,jp-kanji,メガドレイン
la,mega-drain,en,Mega Drain
la,mega-drain,fr,Méga-Sangsue
la,mega-drain,it,Megassorbimento
la,mega-drain,de,Megasauger
la,mega-drain,es,Megaagotar
la,mega-drain,ko,메가드레인
la,mega-drain,zh-simp,超级吸取
la,mega-drain,zh-trad,超級吸取
la,mega-kick,jp-kanji,メガトンキック
la,mega-kick,en,Mega Kick
la,mega-kick,fr,Ultimawashi
la,mega-kick,it,Megacalcio
la,mega-kick,de,Megakick
la,mega-kick,es,Megapatada
la,mega-kick,ko,메가톤킥
la,mega-kick,zh-simp,百万吨重踢
la,mega-kick,zh-trad,百萬噸重踢
la,mega-punch,jp-kanji,メガトンパンチ
la,mega-punch,en,Mega Punch
la,mega-punch,fr,Ultimapoing
la,mega-punch,it,Megapugno
la,mega-punch,de,Megahieb
la,mega-punch,es,Megapuño
la,mega-punch,ko,메가톤펀치
la,mega-punch,zh-simp,百万吨重拳
la,mega-punch,zh-trad,百萬噸重拳
la,megahorn,jp-kanji,メガホーン
la,megahorn,en,Megahorn
la,megahorn,fr,Mégacorne
la,megahorn,it,Megacorno
la,megahorn,de,Vielender
la,megahorn,es,Megacuerno
la,megahorn,ko,메가폰
la,megahorn,zh-simp,超级角击
la,megahorn,zh-trad,超級角擊
la,memento,jp-kanji,おきみやげ
la,memento,en,Memento
la,memento,fr,Souvenir
la,memento,it,Memento
la,memento,de,Memento-Mori
la,memento,es,Legado
la,memento,ko,추억의선물
la,memento,zh-simp,临别礼物
la,memento,zh-trad,臨別禮物
la,menacing-moonraze-maelstrom,jp-kanji,ムーンライトブラスター
la,menacing-moonraze-maelstrom,en,Menacing Moonraze Maelstrom
la,menacing-moonraze-maelstrom,fr,Rayons Séléno-Explosifs
la,menacing-moonraze-maelstrom,it,Deflagrazione Lunare
la,menacing-moonraze-maelstrom,de,Geballter Mondlaser
la,menacing-moonraze-maelstrom,es,Deflagración Lunar
la,menacing-moonraze-maelstrom,ko,문라이트블래스터
la,menacing-moonraze-maelstrom,zh-simp,月华飞溅落灵霄
la,menacing-moonraze-maelstrom,zh-trad,月華飛濺落靈霄
la,metal-burst,jp-kanji,メタルバースト
la,metal-burst,en,Metal Burst
la,metal-burst,fr,Fulmifer
la,metal-burst,it,Metalscoppio
la,metal-burst,de,Metallstoß
la,metal-burst,es,Represión Metal
la,metal-burst,ko,메탈버스트
la,metal-burst,zh-simp,金属爆炸
la,metal-burst,zh-trad,金屬爆炸
la,metal-claw,jp-kanji,メタルクロー
la,metal-claw,en,Metal Claw
la,metal-claw,fr,Griffe Acier
la,metal-claw,it,Ferrartigli
la,metal-claw,de,Metallklaue
la,metal-claw,es,Garra Metal
la,metal-claw,ko,메탈크로우
la,metal-claw,zh-simp,金属爪
la,metal-claw,zh-trad,金屬爪
la,metal-sound,jp-kanji,きんぞくおん
la,metal-sound,en,Metal Sound
la,metal-sound,fr,Strido-Son
la,metal-sound,it,Ferrostrido
la,metal-sound,de,Metallsound
la,metal-sound,es,Eco Metálico
la,metal-sound,ko,금속음
la,metal-sound,zh-simp,金属音
la,metal-sound,zh-trad,金屬音
la,meteor-assault,jp-kanji,スターアサルト
la,meteor-assault,en,Meteor Assault
la,meteor-assault,fr,Joute Astrale
la,meteor-assault,it,Sfolgorassalto
la,meteor-assault,de,Sternensturm
la,meteor-assault,es,Asalto Estelar
la,meteor-assault,ko,스타어설트
la,meteor-assault,zh-simp,流星突击
la,meteor-assault,zh-trad,流星突擊
la,meteor-beam,jp-kanji,メテオビーム
la,meteor-beam,en,Meteor Beam
la,meteor-beam,fr,Laser Météore
la,meteor-beam,it,Raggiometeora
la,meteor-beam,de,Meteorstrahl
la,meteor-beam,es,Rayo Meteórico
la,meteor-beam,ko,메테오빔
la,meteor-beam,zh-simp,流星光束
la,meteor-beam,zh-trad,流星光束
la,meteor-mash,jp-kanji,コメットパンチ
la,meteor-mash,en,Meteor Mash
la,meteor-mash,fr,Poing Météore
la,meteor-mash,it,Meteorpugno
la,meteor-mash,de,Sternenhieb
la,meteor-mash,es,Puño Meteoro
la,meteor-mash,ko,코멧펀치
la,meteor-mash,zh-simp,彗星拳
la,meteor-mash,zh-trad,彗星拳
la,metronome,jp-kanji,ゆびをふる
la,metronome,en,Metronome
la,metronome,fr,Métronome
la,metronome,it,Metronomo
la,metronome,de,Metronom
la,metronome,es,Metrónomo
la,metronome,ko,손가락흔들기
la,metronome,zh-simp,挥指
la,metronome,zh-trad,揮指
la,milk-drink,jp-kanji,ミルクのみ
la,milk-drink,en,Milk Drink
la,milk-drink,fr,Lait à Boire
la,milk-drink,it,Buonlatte
la,milk-drink,de,Milchgetränk
la,milk-drink,es,Batido
la,milk-drink,ko,우유마시기
la,milk-drink,zh-simp,喝牛奶
la,milk-drink,zh-trad,喝牛奶
la,mimic,jp-kanji,ものまね
la,mimic,en,Mimic
la,mimic,fr,Copie
la,mimic,it,Mimica
la,mimic,de,Mimikry
la,mimic,es,Mimético
la,mimic,ko,흉내내기
la,mimic,zh-simp,模仿
la,mimic,zh-trad,模仿
la,mind-blown,jp-kanji,ビックリヘッド
la,mind-blown,en,Mind Blown
la,mind-blown,fr,Caboche-Kaboum
la,mind-blown,it,Sbalorditesta
la,mind-blown,de,Knallkopf
la,mind-blown,es,Cabeza Sorpresa
la,mind-blown,ko,깜짝헤드
la,mind-blown,zh-simp,惊爆大头
la,mind-blown,zh-trad,驚爆大頭
la,mind-reader,jp-kanji,こころのめ
la,mind-reader,en,Mind Reader
la,mind-reader,fr,Lire-Esprit
la,mind-reader,it,Leggimente
la,mind-reader,de,Willensleser
la,mind-reader,es,Telépata
la,mind-reader,ko,마음의눈
la,mind-reader,zh-simp,心之眼
la,mind-reader,zh-trad,心之眼
la,minimize,jp-kanji,ちいさくなる
la,minimize,en,Minimize
la,minimize,fr,Lilliput
la,minimize,it,Minimizzato
la,minimize,de,Komprimator
la,minimize,es,Reducción
la,minimize,ko,작아지기
la,minimize,zh-simp,变小
la,minimize,zh-trad,變小
la,miracle-eye,jp-kanji,ミラクルアイ
la,miracle-eye,en,Miracle Eye
la,miracle-eye,fr,Œil Miracle
la,miracle-eye,it,Miracolvista
la,miracle-eye,de,Wunderauge
la,miracle-eye,es,Gran Ojo
la,miracle-eye,ko,미라클아이
la,miracle-eye,zh-simp,奇迹之眼
la,miracle-eye,zh-trad,奇跡之眼
la,mirror-coat,jp-kanji,ミラーコート
la,mirror-coat,en,Mirror Coat
la,mirror-coat,fr,Voile Miroir
la,mirror-coat,it,Specchiovelo
la,mirror-coat,de,Spiegelcape
la,mirror-coat,es,Manto Espejo
la,mirror-coat,ko,미러코트
la,mirror-coat,zh-simp,镜面反射
la,mirror-coat,zh-trad,鏡面反射
la,mirror-move,jp-kanji,オウムがえし
la,mirror-move,en,Mirror Move
la,mirror-move,fr,Mimique
la,mirror-move,it,Speculmossa
la,mirror-move,de,Spiegeltrick
la,mirror-move,es,Espejo
la,mirror-move,ko,따라하기
la,mirror-move,zh-simp,鹦鹉学舌
la,mirror-move,zh-trad,鸚鵡學舌
la,mirror-shot,jp-kanji,ミラーショット
la,mirror-shot,en,Mirror Shot
la,mirror-shot,fr,Miroi-Tir
la,mirror-shot,it,Cristalcolpo
la,mirror-shot,de,Spiegelsalve
la,mirror-shot,es,Disparo Espejo
la,mirror-shot,ko,미러숏
la,mirror-shot,zh-simp,镜光射击
la,mirror-shot,zh-trad,鏡光射擊
la,mist,jp-kanji,しろいきり
la,mist,en,Mist
la,mist,fr,Brume
la,mist,it,Nebbia
la,mist,de,Weißnebel
la,mist,es,Neblina
la,mist,ko,흰안개
la,mist,zh-simp,白雾
la,mist,zh-trad,白霧
la,mist-ball,jp-kanji,ミストボール
la,mist-ball,en,Mist Ball
la,mist-ball,fr,Ball’Brume
la,mist-ball,it,Foschisfera
la,mist-ball,de,Nebelball
la,mist-ball,es,Bola Neblina
la,mist-ball,ko,미스트볼
la,mist-ball,zh-simp,薄雾球
la,mist-ball,zh-trad,薄霧球
la,misty-explosion,jp-kanji,ミストバースト
la,misty-explosion,en,Misty Explosion
la,misty-explosion,fr,Explo-Brume
la,misty-explosion,it,Nebbioscoppio
la,misty-explosion,de,Nebelexplosion
la,misty-explosion,es,Bruma Explosiva
la,misty-explosion,ko,미스트버스트
la,misty-explosion,zh-simp,薄雾炸裂
la,misty-explosion,zh-trad,薄霧炸裂
la,misty-terrain,jp-kanji,ミストフィールド
la,misty-terrain,en,Misty Terrain
la,misty-terrain,fr,Champ Brumeux
la,misty-terrain,it,Campo Nebbioso
la,misty-terrain,de,Nebelfeld
la,misty-terrain,es,Campo de Niebla
la,misty-terrain,ko,미스트필드
la,misty-terrain,zh-simp,薄雾场地
la,misty-terrain,zh-trad,薄霧場地
la,moonblast,jp-kanji,ムーンフォース
la,moonblast,en,Moonblast
la,moonblast,fr,Pouvoir Lunaire
la,moonblast,it,Forza Lunare
la,moonblast,de,Mondgewalt
la,moonblast,es,Fuerza Lunar
la,moonblast,ko,문포스
la,moonblast,zh-simp,月亮之力
la,moonblast,zh-trad,月亮之力
la,moongeist-beam,jp-kanji,シャドーレイ
la,moongeist-beam,en,Moongeist Beam
la,moongeist-beam,fr,Rayon Spectral
la,moongeist-beam,it,Raggio d’Ombra
la,moongeist-beam,de,Schattenstrahl
la,moongeist-beam,es,Rayo Umbrío
la,moongeist-beam,ko,섀도레이
la,moongeist-beam,zh-simp,暗影之光
la,moongeist-beam,zh-trad,暗影之光
la,moonlight,jp-kanji,つきのひかり
la,moonlight,en,Moonlight
la,moonlight,fr,Rayon Lune
la,moonlight,it,Lucelunare
la,moonlight,de,Mondschein
la,moonlight,es,Luz Lunar
la,moonlight,ko,달의불빛
la,moonlight,zh-simp,月光
la,moonlight,zh-trad,月光
la,morning-sun,jp-kanji,あさのひざし
la,morning-sun,en,Morning Sun
la,morning-sun,fr,Aurore
la,morning-sun,it,Mattindoro
la,morning-sun,de,Morgengrauen
la,morning-sun,es,Sol Matinal
la,morning-sun,ko,아침햇살
la,morning-sun,zh-simp,晨光
la,morning-sun,zh-trad,晨光
la,mountain-gale,jp-kanji,ひょうざんおろし
la,mountain-gale,en,Mountain Gale
la,mountain-gale,fr,Bise Glaciaire
la,mountain-gale,it,Soffio d’Iceberg
la,mountain-gale,de,Frostfallwind
la,mountain-gale,es,Viento Carámbano
la,mountain-gale,ko,빙산바람
la,mountain-gale,zh-simp,冰山风
la,mountain-gale,zh-trad,冰山風
la,mud-bomb,jp-kanji,どろばくだん
la,mud-bomb,en,Mud Bomb
la,mud-bomb,fr,Boue-Bombe
la,mud-bomb,it,Pantanobomba
la,mud-bomb,de,Schlammbombe
la,mud-bomb,es,Bomba Fango
la,mud-bomb,ko,진흙폭탄
la,mud-bomb,zh-simp,泥巴炸弹
la,mud-bomb,zh-trad,泥巴炸彈
la,mud-shot,jp-kanji,マッドショット
la,mud-shot,en,Mud Shot
la,mud-shot,fr,Tir de Boue
la,mud-shot,it,Colpodifango
la,mud-shot,de,Lehmschuss
la,mud-shot,es,Disparo Lodo
la,mud-shot,ko,머드숏
la,mud-shot,zh-simp,泥巴射击
la,mud-shot,zh-trad,泥巴射擊
la,mud-slap,jp-kanji,どろかけ
la,mud-slap,en,Mud-Slap
la,mud-slap,fr,Coud’Boue
la,mud-slap,it,Fangosberla
la,mud-slap,de,Lehmschelle
la,mud-slap,es,Bofetón Lodo
la,mud-slap,ko,진흙뿌리기
la,mud-slap,zh-simp,掷泥
la,mud-slap,zh-trad,擲泥
la,mud-sport,jp-kanji,どろあそび
la,mud-sport,en,Mud Sport
la,mud-sport,fr,Lance-Boue
la,mud-sport,it,Fangata
la,mud-sport,de,Lehmsuhler
la,mud-sport,es,Chapoteo Lodo
la,mud-sport,ko,흙놀이
la,mud-sport,zh-simp,玩泥巴
la,mud-sport,zh-trad,玩泥巴
la,muddy-water,jp-kanji,だくりゅう
la,muddy-water,en,Muddy Water
la,muddy-water,fr,Ocroupi
la,muddy-water,it,Fanghiglia
la,muddy-water,de,Lehmbrühe
la,muddy-water,es,Agua Lodosa
la,muddy-water,ko,탁류
la,muddy-water,zh-simp,浊流
la,muddy-water,zh-trad,濁流
la,multi-attack,jp-kanji,マルチアタック
la,multi-attack,en,Multi-Attack
la,multi-attack,fr,Coup Varia-Type
la,multi-attack,it,Multiattacco
la,multi-attack,de,Multi-Angriff
la,multi-attack,es,Multiataque
la,multi-attack,ko,멀티어택
la,multi-attack,zh-simp,多属性攻击
la,multi-attack,zh-trad,多屬性攻擊
la,mystical-fire,jp-kanji,マジカルフレイム
la,mystical-fire,en,Mystical Fire
la,mystical-fire,fr,Feu Ensorcelé
la,mystical-fire,it,Magifiamma
la,mystical-fire,de,Magieflamme
la,mystical-fire,es,Llama Embrujada
la,mystical-fire,ko,매지컬플레임
la,mystical-fire,zh-simp,魔法火焰
la,mystical-fire,zh-trad,魔法火焰
la,mystical-power,jp-kanji,しんぴのちから
la,mystical-power,en,Mystical Power
la,mystical-power,fr,Force Mystique
la,mystical-power,it,Forza Mistica
la,mystical-power,de,Mythenkraft
la,mystical-power,es,Poder Místico
la,mystical-power,ko,신비의힘
la,mystical-power,zh-simp,神秘之力
la,mystical-power,zh-trad,神秘之力
la,nasty-plot,jp-kanji,わるだくみ
la,nasty-plot,en,Nasty Plot
la,nasty-plot,fr,Machination
la,nasty-plot,it,Congiura
la,nasty-plot,de,Ränkeschmied
la,nasty-plot,es,Maquinación
la,nasty-plot,ko,나쁜음모
la,nasty-plot,zh-simp,诡计
la,nasty-plot,zh-trad,詭計
la,natural-gift,jp-kanji,しぜんのめぐみ
la,natural-gift,en,Natural Gift
la,natural-gift,fr,Don Naturel
la,natural-gift,it,Dononaturale
la,natural-gift,de,Beerenkräfte
la,natural-gift,es,Don Natural
la,natural-gift,ko,자연의은혜
la,natural-gift,zh-simp,自然之恩
la,natural-gift,zh-trad,自然之恩
la,nature-power,jp-kanji,しぜんのちから
la,nature-power,en,Nature Power
la,nature-power,fr,Force Nature
la,nature-power,it,Naturforza
la,nature-power,de,Natur-Kraft
la,nature-power,es,Adaptación
la,nature-power,ko,자연의힘
la,nature-power,zh-simp,自然之力
la,nature-power,zh-trad,自然之力
la,natures-madness,jp-kanji,しぜんのいかり
la,natures-madness,en,Nature’s Madness
la,natures-madness,fr,Ire de la Nature
la,natures-madness,it,Ira della Natura
la,natures-madness,de,Naturzorn
la,natures-madness,es,Furia Natural
la,natures-madness,ko,자연의분노
la,natures-madness,zh-simp,自然之怒
la,natures-madness,zh-trad,自然之怒
la,needle-arm,jp-kanji,ニードルアーム
la,needle-arm,en,Needle Arm
la,needle-arm,fr,Poing Dard
la,needle-arm,it,Pugnospine
la,needle-arm,de,Nietenranke
la,needle-arm,es,Brazo Pincho
la,needle-arm,ko,바늘팔
la,needle-arm,zh-simp,尖刺臂
la,needle-arm,zh-trad,尖刺臂
la,never-ending-nightmare--physical,jp-kanji,むげんあんやへのいざない
la,never-ending-nightmare--physical,en,Never-Ending Nightmare
la,never-ending-nightmare--physical,fr,Appel des Ombres Éternelles
la,never-ending-nightmare--physical,it,Abbraccio Spettrale
la,never-ending-nightmare--physical,de,Ewige Nacht
la,never-ending-nightmare--physical,es,Presa Espectral
la,never-ending-nightmare--physical,ko,무한암야로의유인
la,never-ending-nightmare--physical,zh-simp,无尽暗夜之诱惑
la,never-ending-nightmare--physical,zh-trad,無盡暗夜之誘惑
la,never-ending-nightmare--special,jp-kanji,むげんあんやへのいざない
la,never-ending-nightmare--special,en,Never-Ending Nightmare
la,never-ending-nightmare--special,fr,Appel des Ombres Éternelles
la,never-ending-nightmare--special,it,Abbraccio Spettrale
la,never-ending-nightmare--special,de,Ewige Nacht
la,never-ending-nightmare--special,es,Presa Espectral
la,never-ending-nightmare--special,ko,무한암야로의유인
la,never-ending-nightmare--special,zh-simp,无尽暗夜之诱惑
la,never-ending-nightmare--special,zh-trad,無盡暗夜之誘惑
la,night-daze,jp-kanji,ナイトバースト
la,night-daze,en,Night Daze
la,night-daze,fr,Explonuit
la,night-daze,it,Urtoscuro
la,night-daze,de,Nachtflut
la,night-daze,es,Pulso Noche
la,night-daze,ko,나이트버스트
la,night-daze,zh-simp,暗黑爆破
la,night-daze,zh-trad,暗黑爆破
la,night-shade,jp-kanji,ナイトヘッド
la,night-shade,en,Night Shade
la,night-shade,fr,Ombre Nocturne
la,night-shade,it,Ombra Notturna
la,night-shade,de,Nachtnebel
la,night-shade,es,Tinieblas
la,night-shade,ko,나이트헤드
la,night-shade,zh-simp,黑夜魔影
la,night-shade,zh-trad,黑夜魔影
la,night-slash,jp-kanji,つじぎり
la,night-slash,en,Night Slash
la,night-slash,fr,Tranche-Nuit
la,night-slash,it,Nottesferza
la,night-slash,de,Nachthieb
la,night-slash,es,Tajo Umbrío
la,night-slash,ko,깜짝베기
la,night-slash,zh-simp,暗袭要害
la,night-slash,zh-trad,暗襲要害
la,nightmare,jp-kanji,あくむ
la,nightmare,en,Nightmare
la,nightmare,fr,Cauchemar
la,nightmare,it,Incubo
la,nightmare,de,Nachtmahr
la,nightmare,es,Pesadilla
la,nightmare,ko,악몽
la,nightmare,zh-simp,恶梦
la,nightmare,zh-trad,惡夢
la,no-retreat,jp-kanji,はいすいのじん
la,no-retreat,en,No Retreat
la,no-retreat,fr,Ultime Bastion
la,no-retreat,it,Spalle al Muro
la,no-retreat,de,Finalformation
la,no-retreat,es,Bastión Final
la,no-retreat,ko,배수의진
la,no-retreat,zh-simp,背水一战
la,no-retreat,zh-trad,背水一戰
la,noble-roar,jp-kanji,おたけび
la,noble-roar,en,Noble Roar
la,noble-roar,fr,Râle Mâle
la,noble-roar,it,Urlo
la,noble-roar,de,Kampfgebrüll
la,noble-roar,es,Rugido de Guerra
la,noble-roar,ko,부르짖기
la,noble-roar,zh-simp,战吼
la,noble-roar,zh-trad,戰吼
la,nuzzle,jp-kanji,ほっぺすりすり
la,nuzzle,en,Nuzzle
la,nuzzle,fr,Frotte-Frimousse
la,nuzzle,it,Elettrococcola
la,nuzzle,de,Wangenrubbler
la,nuzzle,es,Moflete Estático
la,nuzzle,ko,볼부비부비
la,nuzzle,zh-simp,蹭蹭脸颊
la,nuzzle,zh-trad,蹭蹭臉頰
la,oblivion-wing,jp-kanji,デスウイング
la,oblivion-wing,en,Oblivion Wing
la,oblivion-wing,fr,Mort’Ailes
la,oblivion-wing,it,Ali del Fato
la,oblivion-wing,de,Unheilsschwingen
la,oblivion-wing,es,Ala Mortífera
la,oblivion-wing,ko,데스윙
la,oblivion-wing,zh-simp,归天之翼
la,oblivion-wing,zh-trad,死亡之翼
la,obstruct,jp-kanji,ブロッキング
la,obstruct,en,Obstruct
la,obstruct,fr,Blocage
