game_identifier,pokemon_identifier,language_identifier,game_revision,flavor_text
violet,shroodle,jp-kanji,upd-110,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
violet,shroodle,jp-kanji,upd-120,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
violet,shroodle,jp-kanji,upd-130,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
violet,shroodle,jp-kanji,upd-131,"￹縄張￺なわば￻りに　￹敵￺てき￻が　￹近￺ちか￻づかないよう
￹刺激臭￺しげきしゅう￻がする　￹毒液￺どくえき￻で
￹巣￺す￻の　まわりに　￹図形￺ずけい￻を　￹描￺か￻く。"
violet,grafaiai,es,base,"Cada individuo pinta un patrón único y distintivo
que irá replicando de forma constante a lo largo
de toda su vida."
violet,brambleghast,es,base,"Suele deambular por zonas áridas. En muy raras
ocasiones, aparecen en masa y llegan a sepultar
un pueblo entero."
violet,klawf,en,base,"This Pokémon lives on sheer cliffs. It sidesteps
opponents’ attacks, then lunges for their weak
spots with its claws."
violet,klawf,it,base,"Vive su ripidi dirupi. Schiva gli attacchi
muovendosi di lato mentre mira dritto al punto
debole del nemico con le sue chele."
violet,klawf,es,base,"Habita en acantilados escarpados. Evade los
ataques enemigos echándose a un lado y luego
apunta a sus puntos vitales con las pinzas."
violet,rellor,en,base,"It rolls its mud ball around while the energy it
needs for evolution matures. Eventually the time
comes for it to evolve."
violet,wugtrio,en,base,"A variety of fish Pokémon, Wugtrio was once
considered to be a regional form of Dugtrio."
violet,wugtrio,de,base,"Schligda ist eine Art Fisch-Pokémon. Einst wurde
es für eine Regionalform von Digdri gehalten."
violet,wugtrio,de,upd-101,"Schligda ist eine Art Fisch-Pokémon.
Einst wurde es für eine Regionalform
von Digdri gehalten."
violet,wugtrio,de,upd-110,"Schligda ist eine Art Fisch-Pokémon.
Einst wurde es für eine Regionalform
von Digdri gehalten."
violet,wugtrio,es,base,"Una variedad de Pokémon pez. En el pasado
se creía erróneamente que podía ser una forma
regional de Dugtrio."
violet,bombirdier,en,base,"Bombirdier uses the apron on its chest to bundle
up food, which it carries back to its nest. It enjoys
dropping things that make loud noises."
violet,finizen,es,base,"Su anillo de agua está compuesto por una mezcla
de agua marina y de un líquido aglutinante que
segrega por el espiráculo."
violet,revavroom,it,base,"Intimidisce il nemico con il rumore assordante dei
suoi scarichi. Spruzza liquido tossico dalla bocca
cilindrica facendo pernacchie."
violet,orthworm,en,base,"This Pokémon lives in arid deserts. It maintains its
metal body by consuming iron from the soil."
violet,orthworm,it,base,"Vive in zone sabbiose dal clima secco. Si nutre
del ferro contenuto nel terreno per sostentare
il suo corpo metallico."
violet,orthworm,es,base,"Habita en desiertos áridos. Se alimenta del hierro
del suelo para mantener su cuerpo férreo."
violet,houndstone,fr,base,"Il est la réincarnation d’un Pokémon regretté
et il n’aime pas que l’on touche la protubérance
sur sa tête."
violet,houndstone,it,base,"È la reincarnazione di un Pokémon molto amato
in vita e altrettanto compianto. Detesta che gli si
tocchi la protuberanza che ha sulla testa."
violet,houndstone,es,base,"La reencarnación de un Pokémon muy querido
y llorado. Odia que le toquen la protuberancia
de la cabeza."
violet,cetoddle,it,base,"Vive in regioni fredde in branchi di circa cinque
esemplari. È ghiotto dei minerali contenuti
nella neve e nel ghiaccio."
violet,cetoddle,de,base,"In Herden aus circa fünf Artgenossen bewohnt es
frostige Gebiete. Am liebsten frisst es Mineralien,
die in Schnee und Eis enthalten sind."
violet,cetoddle,es,base,"Viven en manadas de unos cinco individuos
en regiones gélidas. Les encantan los minerales
presentes en la nieve y el hielo."
violet,cetitan,en,base,"Ice energy builds up in the horn on its upper jaw,
causing the horn to reach cryogenic temperatures
that freeze its surroundings."
violet,cetitan,es,base,"Acumula energía gélida en el cuerno del maxilar
superior, que llega a alcanzar temperaturas muy
bajas y congelar sus alrededores."
violet,dondozo,en,base,"It treats Tatsugiri like its boss and follows it
loyally. Though powerful, Dondozo is apparently
not very smart."
violet,dondozo,es,base,"Idolatra a Tatsugiri y lo trata como a un líder.
Posee una fuerza descomunal, pero no destaca
precisamente por su gran intelecto."
violet,annihilape,es,base,"Machaca sin piedad a sus rivales concentrando
en los puños hasta el último ápice de ira
albergada en su corazón."
violet,clodsire,en,base,"It lives at the bottom of ponds and swamps.
It will carry Wooper on its back and ferry them
across water from one shore to the other."
violet,clodsire,es,base,"Vive en el fondo de los estanques y pantanos.
Nada con Wooper sobre el lomo para ayudarlos
a cruzar de una orilla a otra."
violet,dudunsparce-two-segment-form,en,base,"It drives enemies out of its nest by sucking in
enough air to fill its long, narrow lungs, then
releasing the air in an intense blast."
violet,dudunsparce-two-segment-form,fr,base,"Il chasse ses adversaires de son nid avec de
violentes bourrasques qu’il génère en expirant
l’air accumulé dans ses poumons longs et fins."
violet,dudunsparce-three-segment-form,fr,base,"Une étude récente a démontré que le nombre
de segments qui composent son corps est
déterminé par ses gènes."
violet,dudunsparce-three-segment-form,it,base,"Dalle ultime ricerche è emerso che il numero di
segmenti del suo corpo è determinato a livello
genetico."
violet,dudunsparce-three-segment-form,de,base,"Neue Studien haben ergeben, dass die Anzahl
seiner Körpersegmente von den Genen bestimmt
wird."
violet,dudunsparce-three-segment-form,es,base,"En un estudio reciente se descubrió que el
número de segmentos de su cuerpo está
determinado por su genética."
violet,kingambit,it,base,"Lotta al comando di un grande battaglione, ma
non è bravo a escogitare strategie sofisticate,
perciò si limita a usare la forza bruta."
violet,great-tusk,en,base,"This creature resembles a mysterious Pokémon
that, according to a paranormal magazine, has
lived since ancient times."
violet,great-tusk,fr,base,"Il ressemble à un Pokémon mystérieux qui,
selon une revue consacrée aux phénomènes
paranormaux, existerait depuis la nuit des temps."
violet,great-tusk,it,base,"Somiglia a un Pokémon enigmatico che, stando
a una rivista di paranormale, esiste fin da tempi
antichissimi."
violet,great-tusk,de,base,"Es gleicht einem geheimnisvollen Pokémon, das
einer esoterischen Zeitschrift zufolge seit grauer
Vorzeit überdauert haben soll."
violet,great-tusk,es,base,"Su aspecto recuerda al de un extraño Pokémon
de origen primitivo que apareció en un artículo
de cierta revista esotérica."
violet,scream-tail,es,base,"Guarda similitud con el supuesto aspecto que,
según una revista esotérica, tenía Jigglypuff hace
mil millones de años."
violet,brute-bonnet,es,base,"Guarda un leve parecido con un Pokémon mitad
dinosaurio y mitad seta que apareció en un
artículo de cierta revista de dudosa veracidad."
violet,iron-treads,en,base,"Sightings of this Pokémon have occurred in recent
years. It resembles a mysterious object described
in an old expedition journal."
violet,iron-treads,it,base,"Alcuni riportano di averlo avvistato negli ultimi
anni. Somiglia a un oggetto misterioso descritto
in un antico diario di viaggio."
violet,iron-treads,es,base,"Se han constatado avistamientos en los últimos
años. Su aspecto se asemeja al de un misterioso
objeto descrito en un diario antiguo."
violet,iron-hands,en,base,"This Pokémon shares many similarities with
Iron Hands, an object mentioned in a certain
expedition journal."
violet,iron-hands,it,base,"Ha molti aspetti in comune con Manoferrea,
un oggetto menzionato in un certo diario
di viaggio."
violet,iron-hands,es,base,"Este Pokémon comparte muchas características
con Ferropalmas, un objeto descrito en cierto
diario."
violet,iron-jugulis,en,base,"It’s possible that Iron Jugulis, an object described
in an old book, may actually be this Pokémon."
violet,iron-jugulis,es,base,"Es posible que se trate de Ferrocuello, un objeto
mencionado en unos viejos escritos."
violet,chien-pao,en,base,"The hatred of those who perished by the sword
long ago has clad itself in snow and become
a Pokémon."
violet,chien-pao,fr,base,"La haine de personnes ayant jadis succombé
au fil de l’épée s’est mêlée à de la neige et
a pris vie."
violet,chien-pao,de,base,"Der Hass derjenigen, die vor langer Zeit durch
das Schwert umkamen, hüllte sich in Schnee und
wurde zu diesem Pokémon."
violet,koraidon-apex-build,de,base,"Es ähnelt Mopex, ist aber deutlich kräftiger und
brutaler. Über seine Lebensweise ist nichts
bekannt."
violet,miraidon-ultimate-mode,en,base,"This seems to be the Iron Serpent mentioned in
an old book. The Iron Serpent is said to have
turned the land to ash with its lightning."
violet,miraidon-ultimate-mode,it,base,"Sembra che sia il Serpeferrea di cui si parla in
un vecchio libro. Si dice che con i suoi fulmini
abbia tramutato la terra in cenere."
violet,miraidon-ultimate-mode,de,base,"Offenbar ist dies das Objekt Eisenschlange, das
in einer alten Schrift erwähnt wurde. Es soll das
Land mit Blitzen zu Asche verwandelt haben."
violet,miraidon-ultimate-mode,es,base,"Parece tratarse de la criatura Ferromandra, que,
según unos viejos escritos, transformó la tierra
en cenizas con sus rayos."
