game_group_identifier,pokemon_identifier,slot_identifier,item_identifier
b2w2,glameow,rare,cheri-berry
b2w2,purugly,rare,cheri-berry
b2w2,chingling,rare,colbur-berry
b2w2,stunky,rare,pecha-berry
b2w2,skuntank,rare,pecha-berry
b2w2,bronzor,rare,metal-coat
b2w2,bronzong,rare,metal-coat
b2w2,happiny,common,oval-stone
b2w2,happiny,rare,lucky-egg
b2w2,chatot,rare,metronome
b2w2,gible,rare,haban-berry
b2w2,gabite,rare,haban-berry
b2w2,garchomp,rare,haban-berry
b2w2,munchlax,common,leftovers
b2w2,munchlax,rare,leftovers
b2w2,skorupi,rare,poison-barb
b2w2,drapion,rare,poison-barb
b2w2,croagunk,rare,black-sludge
b2w2,toxicroak,rare,black-sludge
b2w2,finneon,rare,rindo-berry
b2w2,lumineon,rare,rindo-berry
b2w2,snover,rare,never-melt-ice
b2w2,abomasnow,rare,never-melt-ice
b2w2,weavile,common,grip-claw
b2w2,weavile,rare,quick-claw
b2w2,magnezone,rare,metal-coat
b2w2,lickilicky,rare,lagging-tail
b2w2,electivire,rare,electirizer
b2w2,magmortar,rare,magmarizer
b2w2,yanmega,rare,wide-lens
b2w2,probopass,rare,hard-stone
b2w2,dusknoir,rare,kasib-berry
b2w2,froslass,rare,babiri-berry
b2w2,shaymin-land-forme,common,lum-berry
b2w2,shaymin-land-forme,rare,lum-berry
b2w2,shaymin-sky-forme,common,lum-berry
b2w2,shaymin-sky-forme,rare,lum-berry
b2w2,pansage,common,oran-berry
b2w2,pansage,rare,occa-berry
b2w2,simisage,common,oran-berry
b2w2,simisage,rare,occa-berry
b2w2,pansear,common,oran-berry
b2w2,pansear,rare,passho-berry
b2w2,simisear,common,oran-berry
b2w2,simisear,rare,passho-berry
b2w2,panpour,common,oran-berry
b2w2,panpour,rare,rindo-berry
b2w2,simipour,common,oran-berry
b2w2,simipour,rare,rindo-berry
b2w2,blitzle,common,cheri-berry
b2w2,zebstrika,common,cheri-berry
b2w2,roggenrola,common,everstone
b2w2,roggenrola,rare,hard-stone
b2w2,boldore,common,everstone
b2w2,boldore,rare,hard-stone
b2w2,gigalith,common,everstone
b2w2,gigalith,rare,hard-stone
b2w2,audino,common,oran-berry
b2w2,audino,rare,sitrus-berry
b2w2,tympole,common,pecha-berry
b2w2,palpitoad,common,pecha-berry
b2w2,seismitoad,common,pecha-berry
b2w2,throh,rare,black-belt
b2w2,throh,rarer_dark_grass,expert-belt
b2w2,sawk,rare,black-belt
b2w2,sawk,rarer_dark_grass,expert-belt
b2w2,sewaddle,rare,mental-herb
b2w2,swadloon,rare,mental-herb
b2w2,leavanny,rare,mental-herb
b2w2,venipede,rare,poison-barb
b2w2,whirlipede,rare,poison-barb
b2w2,scolipede,rare,poison-barb
b2w2,basculin-red-striped-form,rare,deep-sea-tooth
b2w2,basculin-blue-striped-form,rare,deep-sea-scale
b2w2,darumaka,common,rawst-berry
b2w2,darmanitan-standard-mode,common,rawst-berry
b2w2,darmanitan-zen-mode,common,rawst-berry
b2w2,maractus,rare,miracle-seed
b2w2,dwebble,rare,hard-stone
b2w2,dwebble,rarer_dark_grass,rare-bone
b2w2,crustle,rare,hard-stone
b2w2,crustle,rarer_dark_grass,rare-bone
b2w2,scraggy,rare,shed-shell
b2w2,scrafty,rare,shed-shell
b2w2,yamask,rare,spell-tag
b2w2,cofagrigus,rare,spell-tag
b2w2,trubbish,rare,black-sludge
b2w2,trubbish,rarer_dark_grass,nugget
b2w2,garbodor,common,black-sludge
b2w2,garbodor,rare,nugget
b2w2,garbodor,rarer_dark_grass,big-nugget
b2w2,minccino,common,chesto-berry
b2w2,cinccino,common,chesto-berry
b2w2,gothita,common,persim-berry
b2w2,gothorita,common,persim-berry
b2w2,gothitelle,common,persim-berry
b2w2,solosis,common,persim-berry
b2w2,duosion,common,persim-berry
b2w2,reuniclus,common,persim-berry
b2w2,emolga,common,cheri-berry
b2w2,emolga,rare,cheri-berry
b2w2,foongus,common,tiny-mushroom
b2w2,foongus,rare,big-mushroom
b2w2,foongus,rarer_dark_grass,balm-mushroom
b2w2,amoonguss,common,tiny-mushroom
b2w2,amoonguss,rare,big-mushroom
b2w2,amoonguss,rarer_dark_grass,balm-mushroom
b2w2,ferroseed,rare,sticky-barb
b2w2,ferrothorn,rare,sticky-barb
b2w2,cubchoo,common,aspear-berry
b2w2,beartic,common,aspear-berry
b2w2,cryogonal,rare,never-melt-ice
b2w2,stunfisk,rare,soft-sand
b2w2,druddigon,rare,dragon-fang
b2w2,golett,rare,light-clay
b2w2,golurk,rare,light-clay
b2w2,heatmor,rarer_dark_grass,flame-orb
b2w2,volcarona,common,silver-powder
b2w2,volcarona,rare,silver-powder
b2w2,meloetta-aria-forme,common,star-piece
b2w2,meloetta-aria-forme,rare,star-piece
b2w2,meloetta-pirouette-forme,common,star-piece
b2w2,meloetta-pirouette-forme,rare,star-piece
xy,butterfree,rare,silver-powder
xy,beedrill,rare,poison-barb
xy,fearow,rare,sharp-beak
xy,pikachu,rare,light-ball
xy,sandshrew,rare,quick-claw
xy,sandslash,rare,quick-claw
xy,clefairy,rare,moon-stone
xy,clefable,rare,moon-stone
xy,paras,common,tiny-mushroom
xy,paras,rare,big-mushroom
xy,parasect,common,tiny-mushroom
xy,parasect,rare,big-mushroom
xy,venomoth,rare,shed-shell
xy,diglett,rare,soft-sand
xy,dugtrio,rare,soft-sand
xy,meowth,rare,quick-claw
xy,persian,rare,quick-claw
xy,poliwhirl,rare,kings-rock
xy,poliwrath,rare,kings-rock
xy,abra,rare,twisted-spoon
xy,kadabra,rare,twisted-spoon
xy,alakazam,rare,twisted-spoon
xy,alakazam-mega,rare,twisted-spoon
xy,tentacool,rare,poison-barb
xy,tentacruel,rare,poison-barb
xy,geodude,rare,everstone
xy,graveler,rare,everstone
xy,golem,rare,everstone
xy,slowpoke,rare,lagging-tail
xy,slowbro,rare,kings-rock
xy,magnemite,rare,metal-coat
xy,magneton,rare,metal-coat
xy,farfetchd,rare,leek
xy,doduo,rare,sharp-beak
xy,dodrio,rare,sharp-beak
xy,grimer,rare,black-sludge
xy,muk,common,black-sludge
xy,shellder,common,pearl
xy,shellder,rare,big-pearl
xy,cloyster,common,pearl
xy,cloyster,rare,big-pearl
xy,cubone,rare,thick-club
xy,marowak,rare,thick-club
xy,lickitung,rare,lagging-tail
xy,koffing,rare,smoke-ball
xy,weezing,rare,smoke-ball
xy,chansey,common,lucky-punch
xy,chansey,rare,lucky-egg
xy,horsea,rare,dragon-scale
xy,seadra,rare,dragon-scale
xy,staryu,common,stardust
xy,staryu,rare,star-piece
xy,starmie,common,stardust
xy,starmie,rare,star-piece
xy,lapras,common,mystic-water
xy,lapras,rare,mystic-water
xy,ditto,common,quick-powder
xy,ditto,rare,metal-powder
xy,snorlax,common,leftovers
xy,snorlax,rare,leftovers
xy,dratini,rare,dragon-scale
xy,dragonair,rare,dragon-scale
xy,dragonite,rare,dragon-scale
xy,mew,common,lum-berry
xy,mew,rare,lum-berry
xy,chinchou,rare,deep-sea-scale
xy,lanturn,rare,deep-sea-scale
xy,cleffa,rare,moon-stone
xy,politoed,rare,kings-rock
xy,yanma,rare,wide-lens
xy,slowking,rare,kings-rock
xy,steelix,rare,metal-coat
xy,qwilfish,rare,poison-barb
xy,shuckle,common,berry-juice
xy,shuckle,rare,berry-juice
xy,sneasel,common,grip-claw
xy,sneasel,rare,quick-claw
xy,corsola,rare,hard-stone
xy,kingdra,rare,dragon-scale
xy,miltank,common,moomoo-milk
xy,miltank,rare,moomoo-milk
xy,blissey,common,lucky-egg
xy,blissey,rare,lucky-egg
xy,ho-oh,common,sacred-ash
xy,ho-oh,rare,sacred-ash
xy,celebi,common,lum-berry
xy,celebi,rare,lum-berry
xy,beautifly,rare,shed-shell
xy,dustox,rare,shed-shell
xy,masquerain,rare,silver-powder
xy,hariyama,rare,kings-rock
xy,nosepass,rare,hard-stone
xy,aron,rare,hard-stone
xy,lairon,rare,hard-stone
xy,aggron,rare,hard-stone
xy,aggron-mega,rare,hard-stone
xy,roselia,rare,poison-barb
xy,gulpin,rare,oran-berry
xy,swalot,rare,oran-berry
xy,carvanha,rare,deep-sea-tooth
xy,sharpedo,rare,deep-sea-tooth
xy,torkoal,rare,charcoal
xy,trapinch,rare,soft-sand
xy,cacnea,rare,sticky-barb
xy,cacturne,rare,sticky-barb
xy,zangoose,rare,quick-claw
xy,seviper,common,persim-berry
xy,seviper,rare,persim-berry
xy,lunatone,rare,moon-stone
xy,solrock,rare,sun-stone
xy,lileep,rare,big-root
xy,cradily,rare,big-root
xy,castform-normal,common,mystic-water
xy,castform-normal,rare,mystic-water
xy,castform-sunny-form,common,mystic-water
xy,castform-sunny-form,rare,mystic-water
xy,castform-rainy-form,common,mystic-water
xy,castform-rainy-form,rare,mystic-water
xy,castform-snowy-form,common,mystic-water
xy,castform-snowy-form,rare,mystic-water
xy,shuppet,rare,spell-tag
xy,banette,rare,spell-tag
xy,banette-mega,rare,spell-tag
xy,clamperl,rare,big-pearl
xy,huntail,rare,deep-sea-tooth
xy,gorebyss,rare,deep-sea-scale
xy,relicanth,rare,deep-sea-scale
xy,luvdisc,common,heart-scale
xy,bagon,rare,dragon-fang
xy,shelgon,rare,dragon-fang
xy,salamence,rare,dragon-fang
xy,beldum,rare,metal-coat
xy,metang,rare,metal-coat
xy,metagross,rare,metal-coat
xy,jirachi,common,star-piece
xy,jirachi,rare,star-piece
xy,kricketot,rare,metronome
xy,kricketune,rare,metronome
xy,budew,rare,poison-barb
xy,roserade,rare,poison-barb
xy,wormadam-plant-cloak,rare,silver-powder
xy,wormadam-sandy-cloak,rare,silver-powder
xy,wormadam-trash-cloak,rare,silver-powder
xy,mothim,rare,silver-powder
xy,combee,rare,honey
xy,vespiquen,rare,poison-barb
xy,cherubi,rare,miracle-seed
xy,cherrim-overcast-form,rare,miracle-seed
xy,cherrim-sunshine-form,rare,miracle-seed
xy,bronzor,rare,metal-coat
xy,bronzong,rare,metal-coat
xy,happiny,common,oval-stone
xy,happiny,rare,lucky-egg
xy,chatot,rare,metronome
xy,munchlax,common,leftovers
xy,munchlax,rare,leftovers
xy,skorupi,rare,poison-barb
xy,drapion,rare,poison-barb
xy,croagunk,rare,black-sludge
xy,toxicroak,rare,black-sludge
xy,snover,rare,never-melt-ice
xy,abomasnow,rare,never-melt-ice
xy,abomasnow-mega,rare,never-melt-ice
xy,weavile,common,grip-claw
xy,weavile,rare,quick-claw
xy,magnezone,rare,metal-coat
xy,lickilicky,rare,lagging-tail
xy,electivire,rare,electirizer
xy,magmortar,rare,magmarizer
xy,yanmega,rare,wide-lens
xy,probopass,rare,hard-stone
xy,shaymin-land-forme,common,lum-berry
xy,shaymin-land-forme,rare,lum-berry
xy,shaymin-sky-forme,common,lum-berry
xy,shaymin-sky-forme,rare,lum-berry
xy,roggenrola,common,everstone
xy,roggenrola,rare,hard-stone
xy,boldore,common,everstone
xy,boldore,rare,hard-stone
xy,gigalith,common,everstone
xy,gigalith,rare,hard-stone
xy,audino,common,oran-berry
xy,audino,rare,sitrus-berry
xy,throh,rare,black-belt
xy,sawk,rare,black-belt
xy,sewaddle,rare,mental-herb
xy,swadloon,rare,mental-herb
xy,leavanny,rare,mental-herb
xy,venipede,rare,poison-barb
xy,whirlipede,rare,poison-barb
xy,scolipede,rare,poison-barb
xy,basculin-red-striped-form,rare,deep-sea-tooth
xy,basculin-blue-striped-form,rare,deep-sea-scale
xy,maractus,rare,miracle-seed
xy,dwebble,rare,hard-stone
xy,crustle,rare,hard-stone
xy,scraggy,rare,shed-shell
xy,scrafty,rare,shed-shell
xy,yamask,rare,spell-tag
xy,cofagrigus,rare,spell-tag
xy,trubbish,rare,black-sludge
xy,garbodor,common,black-sludge
xy,garbodor,rare,nugget
xy,foongus,common,tiny-mushroom
xy,foongus,rare,big-mushroom
xy,amoonguss,common,tiny-mushroom
xy,amoonguss,rare,big-mushroom
xy,ferroseed,rare,sticky-barb
xy,ferrothorn,rare,sticky-barb
xy,cryogonal,rare,never-melt-ice
xy,stunfisk,rare,soft-sand
xy,druddigon,rare,dragon-fang
xy,golett,rare,light-clay
xy,golurk,rare,light-clay
xy,volcarona,common,silver-powder
xy,volcarona,rare,silver-powder
xy,meloetta-aria-forme,common,star-piece
xy,meloetta-aria-forme,rare,star-piece
xy,meloetta-pirouette-forme,common,star-piece
xy,meloetta-pirouette-forme,rare,star-piece
xy,pancham,rare,mental-herb
xy,pangoro,rare,mental-herb
xy,hawlucha,rare,kings-rock
xy,pumpkaboo-super-size,common,miracle-seed
xy,pumpkaboo-super-size,rare,miracle-seed
xy,gourgeist-super-size,common,miracle-seed
xy,gourgeist-super-size,rare,miracle-seed
oras,butterfree,rare,silver-powder
oras,beedrill,rare,poison-barb
oras,beedrill-mega,rare,poison-barb
oras,fearow,rare,sharp-beak
oras,pikachu,rare,light-ball
oras,pikachu-rock-star,rare,light-ball
oras,pikachu-belle,rare,light-ball
oras,pikachu-pop-star,rare,light-ball
oras,pikachu-phd,rare,light-ball
oras,pikachu-libre,rare,light-ball
oras,pikachu-cosplay,rare,light-ball
oras,sandshrew,rare,grip-claw
oras,sandslash,rare,grip-claw
oras,clefairy,rare,moon-stone
oras,clefable,rare,moon-stone
oras,vulpix,rare,charcoal
oras,ninetales,rare,charcoal
oras,oddish,rare,absorb-bulb
oras,gloom,rare,absorb-bulb
oras,vileplume,rare,absorb-bulb
oras,paras,common,tiny-mushroom
oras,paras,rare,big-mushroom
oras,parasect,common,tiny-mushroom
oras,parasect,rare,big-mushroom
oras,venomoth,rare,shed-shell
oras,diglett,rare,soft-sand
oras,dugtrio,rare,soft-sand
oras,meowth,rare,quick-claw
oras,persian,rare,quick-claw
oras,poliwhirl,rare,kings-rock
oras,poliwrath,rare,kings-rock
oras,abra,rare,twisted-spoon
oras,kadabra,rare,twisted-spoon
oras,alakazam,rare,twisted-spoon
oras,alakazam-mega,rare,twisted-spoon
oras,machop,rare,focus-band
oras,machoke,rare,focus-band
oras,machamp,rare,focus-band
oras,tentacool,rare,poison-barb
oras,tentacruel,rare,poison-barb
oras,geodude,rare,everstone
oras,graveler,rare,everstone
oras,golem,rare,everstone
oras,slowpoke,rare,lagging-tail
oras,slowbro,rare,kings-rock
oras,slowbro-mega,rare,kings-rock
oras,magnemite,rare,metal-coat
oras,magneton,rare,metal-coat
oras,farfetchd,rare,leek
oras,doduo,rare,sharp-beak
oras,dodrio,rare,sharp-beak
oras,grimer,rare,black-sludge
oras,muk,common,black-sludge
oras,shellder,common,pearl
oras,shellder,rare,big-pearl
oras,cloyster,common,pearl
oras,cloyster,rare,big-pearl
oras,cubone,rare,thick-club
oras,marowak,rare,thick-club
oras,lickitung,rare,lagging-tail
oras,koffing,rare,smoke-ball
oras,weezing,rare,smoke-ball
oras,chansey,common,lucky-punch
oras,chansey,rare,lucky-egg
oras,horsea,rare,dragon-scale
oras,seadra,rare,dragon-scale
oras,goldeen,rare,mystic-water
oras,seaking,rare,mystic-water
oras,staryu,common,stardust
oras,staryu,rare,star-piece
oras,starmie,common,stardust
oras,starmie,rare,star-piece
oras,electabuzz,rare,electirizer
oras,magmar,rare,magmarizer
oras,lapras,common,mystic-water
oras,lapras,rare,mystic-water
oras,ditto,common,quick-powder
oras,ditto,rare,metal-powder
oras,snorlax,common,leftovers
oras,snorlax,rare,leftovers
oras,dratini,rare,dragon-scale
oras,dragonair,rare,dragon-scale
oras,dragonite,rare,dragon-scale
oras,mew,common,lum-berry
oras,mew,rare,lum-berry
oras,chinchou,rare,deep-sea-scale
oras,lanturn,rare,deep-sea-scale
oras,cleffa,rare,moon-stone
oras,bellossom,rare,absorb-bulb
oras,politoed,rare,kings-rock
oras,yanma,rare,wide-lens
oras,slowking,rare,kings-rock
oras,steelix,rare,metal-coat
oras,steelix-mega,rare,metal-coat
oras,qwilfish,rare,poison-barb
oras,shuckle,common,berry-juice
oras,shuckle,rare,berry-juice
oras,sneasel,rare,quick-claw
oras,corsola,rare,luminous-moss
oras,skarmory,rare,metal-coat
oras,kingdra,rare,dragon-scale
oras,elekid,rare,electirizer
oras,magby,rare,magmarizer
oras,miltank,common,moomoo-milk
oras,miltank,rare,moomoo-milk
oras,blissey,common,lucky-egg
oras,blissey,rare,lucky-egg
oras,ho-oh,common,sacred-ash
oras,ho-oh,rare,sacred-ash
oras,celebi,common,lum-berry
oras,celebi,rare,lum-berry
oras,zigzagoon,common,potion
oras,zigzagoon,rare,revive
oras,linoone,common,potion
oras,linoone,rare,max-revive
oras,wurmple,common,pecha-berry
oras,wurmple,rare,bright-powder
oras,beautifly,rare,shed-shell
oras,dustox,rare,shed-shell
oras,lotad,rare,mental-herb
oras,lombre,rare,mental-herb
oras,ludicolo,rare,mental-herb
oras,seedot,rare,power-herb
oras,nuzleaf,rare,power-herb
oras,shiftry,rare,power-herb
oras,wingull,common,pretty-feather
oras,pelipper,common,pretty-feather
oras,pelipper,rare,lucky-egg
oras,surskit,common,honey
oras,masquerain,rare,silver-powder
oras,shroomish,common,tiny-mushroom
oras,shroomish,rare,big-mushroom
oras,breloom,common,tiny-mushroom
oras,breloom,rare,big-mushroom
oras,nincada,rare,soft-sand
oras,makuhita,rare,black-belt
oras,hariyama,rare,kings-rock
oras,nosepass,rare,hard-stone
oras,sableye,rare,wide-lens
oras,mawile,rare,iron-ball
oras,aron,rare,hard-stone
oras,lairon,rare,hard-stone
oras,aggron,rare,hard-stone
oras,aggron-mega,rare,hard-stone
oras,plusle,rare,cell-battery
oras,minun,rare,cell-battery
oras,volbeat,rare,bright-powder
oras,illumise,rare,bright-powder
oras,roselia,rare,poison-barb
oras,gulpin,common,oran-berry
oras,gulpin,rare,sitrus-berry
oras,swalot,common,oran-berry
oras,swalot,rare,sitrus-berry
oras,carvanha,rare,deep-sea-tooth
oras,sharpedo,rare,deep-sea-tooth
oras,sharpedo-mega,rare,deep-sea-tooth
oras,torkoal,rare,charcoal
oras,trapinch,rare,soft-sand
oras,cacnea,rare,sticky-barb
oras,cacturne,rare,sticky-barb
oras,zangoose,rare,quick-claw
oras,seviper,rare,shed-shell
oras,lunatone,common,stardust
oras,lunatone,rare,moon-stone
oras,solrock,common,stardust
oras,solrock,rare,sun-stone
oras,baltoy,rare,light-clay
oras,claydol,rare,light-clay
oras,lileep,rare,big-root
oras,cradily,rare,big-root
oras,castform-normal,common,mystic-water
oras,castform-normal,rare,mystic-water
oras,castform-sunny-form,common,mystic-water
oras,castform-sunny-form,rare,mystic-water
oras,castform-rainy-form,common,mystic-water
oras,castform-rainy-form,rare,mystic-water
oras,castform-snowy-form,common,mystic-water
oras,castform-snowy-form,rare,mystic-water
oras,shuppet,rare,spell-tag
oras,banette,rare,spell-tag
oras,banette-mega,rare,spell-tag
oras,duskull,rare,spell-tag
oras,dusclops,rare,spell-tag
oras,chimecho,rare,cleanse-tag
oras,absol,rare,life-orb
oras,absol-mega,rare,life-orb
oras,snorunt,rare,snowball
oras,clamperl,common,pearl
oras,clamperl,rare,big-pearl
oras,huntail,rare,deep-sea-tooth
oras,gorebyss,rare,deep-sea-scale
oras,relicanth,rare,deep-sea-scale
oras,luvdisc,common,heart-scale
oras,bagon,rare,dragon-fang
oras,shelgon,rare,dragon-fang
oras,salamence,rare,dragon-fang
oras,salamence-mega,rare,dragon-fang
oras,beldum,rare,metal-coat
oras,metang,rare,metal-coat
oras,metagross,rare,metal-coat
oras,metagross-mega,rare,metal-coat
oras,jirachi,common,star-piece
oras,jirachi,rare,star-piece
oras,kricketot,rare,metronome
oras,kricketune,rare,metronome
oras,budew,rare,poison-barb
oras,roserade,rare,poison-barb
oras,wormadam-plant-cloak,rare,silver-powder
oras,wormadam-sandy-cloak,rare,silver-powder
oras,wormadam-trash-cloak,rare,silver-powder
oras,mothim,rare,silver-powder
oras,combee,rare,honey
oras,vespiquen,rare,poison-barb
oras,cherubi,rare,miracle-seed
oras,cherrim-overcast-form,rare,miracle-seed
oras,cherrim-sunshine-form,rare,miracle-seed
oras,chingling,rare,cleanse-tag
oras,bronzor,rare,metal-coat
oras,bronzong,rare,metal-coat
oras,happiny,common,oval-stone
oras,happiny,rare,lucky-egg
oras,chatot,rare,metronome
oras,munchlax,common,leftovers
oras,munchlax,rare,leftovers
oras,skorupi,rare,poison-barb
oras,drapion,rare,poison-barb
oras,croagunk,rare,black-sludge
oras,toxicroak,rare,black-sludge
oras,snover,rare,never-melt-ice
oras,abomasnow,rare,never-melt-ice
oras,abomasnow-mega,rare,never-melt-ice
oras,weavile,rare,quick-claw
oras,magnezone,rare,metal-coat
oras,lickilicky,rare,lagging-tail
oras,electivire,rare,electirizer
oras,magmortar,rare,magmarizer
oras,yanmega,rare,wide-lens
oras,probopass,rare,hard-stone
oras,dusknoir,rare,spell-tag
oras,shaymin-land-forme,common,lum-berry
oras,shaymin-land-forme,rare,lum-berry
oras,shaymin-sky-forme,common,lum-berry
oras,shaymin-sky-forme,rare,lum-berry
oras,roggenrola,common,everstone
oras,roggenrola,rare,hard-stone
oras,boldore,common,everstone
oras,boldore,rare,hard-stone
oras,gigalith,common,everstone
oras,gigalith,rare,hard-stone
oras,audino,common,oran-berry
oras,audino,rare,sitrus-berry
oras,audino-mega,common,oran-berry
oras,audino-mega,rare,sitrus-berry
oras,throh,rare,black-belt
oras,sawk,rare,black-belt
oras,sewaddle,rare,mental-herb
oras,swadloon,rare,mental-herb
oras,leavanny,rare,mental-herb
oras,venipede,rare,poison-barb
oras,whirlipede,rare,poison-barb
oras,scolipede,rare,poison-barb
oras,basculin-red-striped-form,rare,deep-sea-tooth
oras,basculin-blue-striped-form,rare,deep-sea-scale
oras,maractus,rare,miracle-seed
oras,dwebble,rare,hard-stone
oras,crustle,rare,hard-stone
oras,scraggy,rare,shed-shell
oras,scrafty,rare,shed-shell
oras,yamask,rare,spell-tag
oras,cofagrigus,rare,spell-tag
oras,trubbish,rare,black-sludge
oras,garbodor,common,black-sludge
oras,garbodor,rare,nugget
oras,foongus,common,tiny-mushroom
oras,foongus,rare,big-mushroom
oras,amoonguss,common,tiny-mushroom
oras,amoonguss,rare,big-mushroom
oras,ferroseed,rare,sticky-barb
oras,ferrothorn,rare,sticky-barb
oras,cryogonal,rare,never-melt-ice
oras,stunfisk,rare,soft-sand
oras,druddigon,rare,dragon-fang
oras,golett,rare,light-clay
oras,golurk,rare,light-clay
oras,volcarona,common,silver-powder
oras,volcarona,rare,silver-powder
oras,meloetta-aria-forme,common,star-piece
oras,meloetta-aria-forme,rare,star-piece
oras,meloetta-pirouette-forme,common,star-piece
oras,meloetta-pirouette-forme,rare,star-piece
oras,pancham,rare,mental-herb
oras,pangoro,rare,mental-herb
oras,hawlucha,rare,kings-rock
oras,pumpkaboo-super-size,common,miracle-seed
oras,pumpkaboo-super-size,rare,miracle-seed
oras,gourgeist-super-size,common,miracle-seed
oras,gourgeist-super-size,rare,miracle-seed
sm,butterfree,rare,silver-powder
sm,beedrill,rare,poison-barb
sm,beedrill-mega,rare,poison-barb
sm,rattata-alolan-form,rare,pecha-berry
sm,raticate-alolan-form,rare,pecha-berry
sm,raticate-alolan-form-totem,rare,pecha-berry
sm,spearow,rare,sharp-beak
sm,fearow,rare,sharp-beak
sm,pikachu,rare,light-ball
sm,pikachu-original-cap,rare,light-ball
sm,pikachu-hoenn-cap,rare,light-ball
sm,pikachu-sinnoh-cap,rare,light-ball
sm,pikachu-unova-cap,rare,light-ball
sm,pikachu-kalos-cap,rare,light-ball
sm,pikachu-alola-cap,rare,light-ball
sm,sandshrew,rare,grip-claw
sm,sandshrew-alolan-form,rare,grip-claw
sm,sandslash,rare,grip-claw
sm,sandslash-alolan-form,rare,grip-claw
sm,clefairy,rare,moon-stone
sm,clefable,rare,moon-stone
sm,vulpix,rare,charcoal
sm,vulpix-alolan-form,rare,snowball
sm,ninetales,rare,charcoal
sm,ninetales-alolan-form,rare,snowball
sm,jigglypuff,rare,moon-stone
sm,wigglytuff,rare,moon-stone
sm,oddish,rare,absorb-bulb
sm,gloom,rare,absorb-bulb
sm,vileplume,rare,absorb-bulb
sm,paras,common,tiny-mushroom
sm,paras,rare,big-mushroom
sm,parasect,common,tiny-mushroom
sm,parasect,rare,big-mushroom
sm,venomoth,rare,shed-shell
sm,diglett,rare,soft-sand
sm,diglett-alolan-form,rare,soft-sand
sm,dugtrio,rare,soft-sand
sm,dugtrio-alolan-form,rare,soft-sand
sm,meowth,rare,quick-claw
sm,meowth-alolan-form,rare,quick-claw
sm,persian,rare,quick-claw
sm,persian-alolan-form,rare,quick-claw
sm,poliwhirl,rare,kings-rock
sm,poliwrath,rare,kings-rock
sm,abra,rare,twisted-spoon
sm,kadabra,rare,twisted-spoon
sm,alakazam,rare,twisted-spoon
sm,alakazam-mega,rare,twisted-spoon
sm,machop,rare,focus-band
sm,machoke,rare,focus-band
sm,machamp,rare,focus-band
sm,tentacool,rare,poison-barb
sm,tentacruel,rare,poison-barb
sm,geodude,rare,everstone
sm,geodude-alolan-form,rare,cell-battery
sm,graveler,rare,everstone
sm,graveler-alolan-form,rare,cell-battery
sm,golem,rare,everstone
sm,golem-alolan-form,common,cell-battery
sm,slowpoke,rare,lagging-tail
sm,slowbro,rare,kings-rock
sm,slowbro-mega,rare,kings-rock
sm,magnemite,rare,metal-coat
sm,magneton,rare,metal-coat
sm,farfetchd,rare,leek
sm,doduo,rare,sharp-beak
sm,dodrio,rare,sharp-beak
sm,grimer,rare,black-sludge
sm,grimer-alolan-form,rare,black-sludge
sm,muk,common,black-sludge
sm,muk-alolan-form,common,black-sludge
sm,shellder,common,pearl
sm,shellder,rare,big-pearl
sm,cloyster,common,pearl
sm,cloyster,rare,big-pearl
sm,exeggcute,rare,psychic-seed
sm,cubone,rare,thick-club
sm,marowak,rare,thick-club
sm,marowak-alolan-form,rare,thick-club
sm,lickitung,rare,lagging-tail
sm,koffing,rare,smoke-ball
sm,weezing,rare,smoke-ball
sm,chansey,common,lucky-punch
sm,horsea,rare,dragon-scale
sm,seadra,rare,dragon-scale
sm,goldeen,rare,mystic-water
sm,seaking,rare,mystic-water
sm,staryu,common,stardust
sm,staryu,rare,star-piece
sm,starmie,common,stardust
sm,starmie,rare,star-piece
sm,electabuzz,rare,electirizer
sm,magmar,rare,magmarizer
sm,lapras,common,mystic-water
sm,lapras,rare,mystic-water
sm,ditto,common,quick-powder
sm,ditto,rare,metal-powder
sm,snorlax,common,leftovers
sm,snorlax,rare,leftovers
sm,dratini,rare,dragon-scale
sm,dragonair,rare,dragon-scale
sm,dragonite,rare,dragon-scale
sm,mew,common,lum-berry
sm,mew,rare,lum-berry
sm,chinchou,rare,deep-sea-scale
sm,lanturn,rare,deep-sea-scale
sm,cleffa,rare,moon-stone
sm,bellossom,rare,absorb-bulb
sm,politoed,rare,kings-rock
sm,yanma,rare,wide-lens
sm,slowking,rare,kings-rock
sm,steelix,rare,metal-coat
sm,steelix-mega,rare,metal-coat
sm,qwilfish,rare,poison-barb
sm,shuckle,common,berry-juice
sm,shuckle,rare,berry-juice
sm,sneasel,rare,quick-claw
sm,corsola,rare,luminous-moss
sm,skarmory,rare,metal-coat
sm,kingdra,rare,dragon-scale
sm,elekid,rare,electirizer
sm,magby,rare,magmarizer
sm,miltank,common,moomoo-milk
sm,miltank,rare,moomoo-milk
sm,ho-oh,common,sacred-ash
sm,ho-oh,rare,sacred-ash
sm,celebi,common,lum-berry
sm,celebi,rare,lum-berry
sm,zigzagoon,common,potion
sm,zigzagoon,rare,revive
sm,linoone,common,potion
sm,linoone,rare,max-revive
sm,wurmple,common,pecha-berry
sm,wurmple,rare,bright-powder
sm,beautifly,rare,shed-shell
sm,dustox,rare,shed-shell
sm,lotad,rare,mental-herb
sm,lombre,rare,mental-herb
sm,ludicolo,rare,mental-herb
