pokemon_species_identifier,language,name
wimpod,jp-kanji,コソクムシ
wimpod,en,Wimpod
wimpod,fr,Sovkipou
wimpod,it,Wimpod
wimpod,de,Reißlaus
wimpod,es,Wimpod
wimpod,ko,꼬시레
wimpod,zh-simp,胆小虫
wimpod,zh-trad,膽小蟲
golisopod,jp-kana,グソクムシャ
golisopod,jp-kanji,グソクムシャ
golisopod,en,Golisopod
golisopod,fr,Sarmuraï
golisopod,it,Golisopod
golisopod,de,Tectass
golisopod,es,Golisopod
golisopod,ko,갑주무사
golisopod,zh-simp,具甲武者
golisopod,zh-trad,具甲武者
sandygast,jp-kana,スナバァ
sandygast,jp-kanji,スナバァ
sandygast,en,Sandygast
sandygast,fr,Bacabouh
sandygast,it,Sandygast
sandygast,de,Sankabuh
sandygast,es,Sandygast
sandygast,ko,모래꿍
sandygast,zh-simp,沙丘娃
sandygast,zh-trad,沙丘娃
palossand,jp-kana,シロデスナ
palossand,jp-kanji,シロデスナ
palossand,en,Palossand
palossand,fr,Trépassable
palossand,it,Palossand
palossand,de,Colossand
palossand,es,Palossand
palossand,ko,모래성이당
palossand,zh-simp,噬沙堡爷
palossand,zh-trad,噬沙堡爺
pyukumuku,jp-kana,ナマコブシ
pyukumuku,jp-kanji,ナマコブシ
pyukumuku,en,Pyukumuku
pyukumuku,fr,Concombaffe
pyukumuku,it,Pyukumuku
pyukumuku,de,Gufa
pyukumuku,es,Pyukumuku
pyukumuku,ko,해무기
pyukumuku,zh-simp,拳海参
pyukumuku,zh-trad,拳海參
type-null,jp-kana,タイプ：ヌル
type-null,jp-kanji,タイプ：ヌル
type-null,en,Type: Null
type-null,fr,Type:0
type-null,it,Tipo Zero
type-null,de,Typ:Null
type-null,es,Código Cero
type-null,ko,타입:널
type-null,zh-simp,属性：空
type-null,zh-trad,屬性：空
silvally,jp-kana,シルヴァディ
silvally,jp-kanji,シルヴァディ
silvally,en,Silvally
silvally,fr,Silvallié
silvally,it,Silvally
silvally,de,Amigento
silvally,es,Silvally
silvally,ko,실버디
silvally,zh-simp,银伴战兽
silvally,zh-trad,銀伴戰獸
minior,jp-kana,メテノ
minior,jp-kanji,メテノ
minior,en,Minior
minior,fr,Météno
minior,it,Minior
minior,de,Meteno
minior,es,Minior
minior,ko,메테노
minior,zh-simp,小陨星
minior,zh-trad,小隕星
komala,jp-kana,ネッコアラ
komala,jp-kanji,ネッコアラ
komala,en,Komala
komala,fr,Dodoala
komala,it,Komala
komala,de,Koalelu
komala,es,Komala
komala,ko,자말라
komala,zh-simp,树枕尾熊
komala,zh-trad,樹枕尾熊
turtonator,jp-kana,バクガメス
turtonator,jp-kanji,バクガメス
turtonator,en,Turtonator
turtonator,fr,Boumata
turtonator,it,Turtonator
turtonator,de,Tortunator
turtonator,es,Turtonator
turtonator,ko,폭거북스
turtonator,zh-simp,爆焰龟兽
turtonator,zh-trad,爆焰龜獸
togedemaru,jp-kana,トゲデマル
togedemaru,jp-kanji,トゲデマル
togedemaru,en,Togedemaru
togedemaru,fr,Togedemaru
togedemaru,it,Togedemaru
togedemaru,de,Togedemaru
togedemaru,es,Togedemaru
togedemaru,ko,토게데마루
togedemaru,zh-simp,托戈德玛尔
togedemaru,zh-trad,托戈德瑪爾
mimikyu,jp-kana,ミミッキュ
mimikyu,jp-kanji,ミミッキュ
mimikyu,en,Mimikyu
mimikyu,fr,Mimiqui
mimikyu,it,Mimikyu
mimikyu,de,Mimigma
mimikyu,es,Mimikyu
mimikyu,ko,따라큐
mimikyu,zh-simp,谜拟丘
mimikyu,zh-trad,謎擬Ｑ
bruxish,jp-kana,ハギギシリ
bruxish,jp-kanji,ハギギシリ
bruxish,en,Bruxish
bruxish,fr,Denticrisse
bruxish,it,Bruxish
bruxish,de,Knirfish
bruxish,es,Bruxish
bruxish,ko,치갈기
bruxish,zh-simp,磨牙彩皮鱼
bruxish,zh-trad,磨牙彩皮魚
drampa,jp-kana,ジジーロン
drampa,jp-kanji,ジジーロン
drampa,en,Drampa
drampa,fr,Draïeul
drampa,it,Drampa
drampa,de,Sen-Long
drampa,es,Drampa
drampa,ko,할비롱
drampa,zh-simp,老翁龙
drampa,zh-trad,老翁龍
dhelmise,jp-kana,ダダリン
dhelmise,jp-kanji,ダダリン
dhelmise,en,Dhelmise
dhelmise,fr,Sinistrail
dhelmise,it,Dhelmise
dhelmise,de,Moruda
dhelmise,es,Dhelmise
dhelmise,ko,타타륜
dhelmise,zh-simp,破破舵轮
dhelmise,zh-trad,破破舵輪
jangmo-o,jp-kana,ジャラコ
jangmo-o,jp-kanji,ジャラコ
jangmo-o,en,Jangmo-o
jangmo-o,fr,Bébécaille
jangmo-o,it,Jangmo-o
jangmo-o,de,Miniras
jangmo-o,es,Jangmo-o
jangmo-o,ko,짜랑꼬
jangmo-o,zh-simp,心鳞宝
jangmo-o,zh-trad,心鱗寶
hakamo-o,jp-kana,ジャランゴ
hakamo-o,jp-kanji,ジャランゴ
hakamo-o,en,Hakamo-o
hakamo-o,fr,Écaïd
hakamo-o,it,Hakamo-o
hakamo-o,de,Mediras
hakamo-o,es,Hakamo-o
hakamo-o,ko,짜랑고우
hakamo-o,zh-simp,鳞甲龙
hakamo-o,zh-trad,鱗甲龍
kommo-o,jp-kana,ジャラランガ
kommo-o,jp-kanji,ジャラランガ
kommo-o,en,Kommo-o
kommo-o,fr,Ékaïser
kommo-o,it,Kommo-o
kommo-o,de,Grandiras
kommo-o,es,Kommo-o
kommo-o,ko,짜랑고우거
kommo-o,zh-simp,杖尾鳞甲龙
kommo-o,zh-trad,杖尾鱗甲龍
tapu-koko,jp-kana,カプ・コケコ
tapu-koko,jp-kanji,カプ・コケコ
tapu-koko,en,Tapu Koko
tapu-koko,fr,Tokorico
tapu-koko,it,Tapu Koko
tapu-koko,de,Kapu-Riki
tapu-koko,es,Tapu Koko
tapu-koko,ko,카푸꼬꼬꼭
tapu-koko,zh-simp,卡璞・鸣鸣
tapu-koko,zh-trad,卡璞・鳴鳴
tapu-lele,jp-kana,カプ・テテフ
tapu-lele,jp-kanji,カプ・テテフ
tapu-lele,en,Tapu Lele
tapu-lele,fr,Tokopiyon
tapu-lele,it,Tapu Lele
tapu-lele,de,Kapu-Fala
tapu-lele,es,Tapu Lele
tapu-lele,ko,카푸나비나
tapu-lele,zh-simp,卡璞・蝶蝶
tapu-lele,zh-trad,卡璞・蝶蝶
tapu-bulu,jp-kana,カプ・ブルル
tapu-bulu,jp-kanji,カプ・ブルル
tapu-bulu,en,Tapu Bulu
tapu-bulu,fr,Tokotoro
tapu-bulu,it,Tapu Bulu
tapu-bulu,de,Kapu-Toro
tapu-bulu,es,Tapu Bulu
tapu-bulu,ko,카푸브루루
tapu-bulu,zh-simp,卡璞・哞哞
tapu-bulu,zh-trad,卡璞・哞哞
tapu-fini,jp-kana,カプ・レヒレ
tapu-fini,jp-kanji,カプ・レヒレ
tapu-fini,en,Tapu Fini
tapu-fini,fr,Tokopisco
tapu-fini,it,Tapu Fini
tapu-fini,de,Kapu-Kime
tapu-fini,es,Tapu Fini
tapu-fini,ko,카푸느지느
tapu-fini,zh-simp,卡璞・鳍鳍
tapu-fini,zh-trad,卡璞・鰭鰭
cosmog,jp-kana,コスモッグ
cosmog,jp-kanji,コスモッグ
cosmog,en,Cosmog
cosmog,fr,Cosmog
cosmog,it,Cosmog
cosmog,de,Cosmog
cosmog,es,Cosmog
cosmog,ko,코스모그
cosmog,zh-simp,科斯莫古
cosmog,zh-trad,科斯莫古
cosmoem,jp-kana,コスモウム
cosmoem,jp-kanji,コスモウム
cosmoem,en,Cosmoem
cosmoem,fr,Cosmovum
cosmoem,it,Cosmoem
cosmoem,de,Cosmovum
cosmoem,es,Cosmoem
cosmoem,ko,코스모움
cosmoem,zh-simp,科斯莫姆
cosmoem,zh-trad,科斯莫姆
solgaleo,jp-kana,ソルガレオ
solgaleo,jp-kanji,ソルガレオ
solgaleo,en,Solgaleo
solgaleo,fr,Solgaleo
solgaleo,it,Solgaleo
solgaleo,de,Solgaleo
solgaleo,es,Solgaleo
solgaleo,ko,솔가레오
solgaleo,zh-simp,索尔迦雷欧
solgaleo,zh-trad,索爾迦雷歐
lunala,jp-kana,ルナアーラ
lunala,jp-kanji,ルナアーラ
lunala,en,Lunala
lunala,fr,Lunala
lunala,it,Lunala
lunala,de,Lunala
lunala,es,Lunala
lunala,ko,루나아라
lunala,zh-simp,露奈雅拉
lunala,zh-trad,露奈雅拉
nihilego,jp-kana,ウツロイド
nihilego,jp-kanji,ウツロイド
nihilego,en,Nihilego
nihilego,fr,Zéroïd
nihilego,it,Nihilego
nihilego,de,Anego
nihilego,es,Nihilego
nihilego,ko,텅비드
nihilego,zh-simp,虚吾伊德
nihilego,zh-trad,虛吾伊德
buzzwole,jp-kana,マッシブーン
buzzwole,jp-kanji,マッシブーン
buzzwole,en,Buzzwole
buzzwole,fr,Mouscoto
buzzwole,it,Buzzwole
buzzwole,de,Masskito
buzzwole,es,Buzzwole
buzzwole,ko,매시붕
buzzwole,zh-simp,爆肌蚊
buzzwole,zh-trad,爆肌蚊
pheromosa,jp-kana,フェローチェ
pheromosa,jp-kanji,フェローチェ
pheromosa,en,Pheromosa
pheromosa,fr,Cancrelove
pheromosa,it,Pheromosa
pheromosa,de,Schabelle
pheromosa,es,Pheromosa
pheromosa,ko,페로코체
pheromosa,zh-simp,费洛美螂
pheromosa,zh-trad,費洛美螂
xurkitree,jp-kana,デンジュモク
xurkitree,jp-kanji,デンジュモク
xurkitree,en,Xurkitree
xurkitree,fr,Câblifère
xurkitree,it,Xurkitree
xurkitree,de,Voltriant
xurkitree,es,Xurkitree
xurkitree,ko,전수목
xurkitree,zh-simp,电束木
xurkitree,zh-trad,電束木
celesteela,jp-kana,テッカグヤ
celesteela,jp-kanji,テッカグヤ
celesteela,en,Celesteela
celesteela,fr,Bamboiselle
celesteela,it,Celesteela
celesteela,de,Kaguron
celesteela,es,Celesteela
celesteela,ko,철화구야
celesteela,zh-simp,铁火辉夜
celesteela,zh-trad,鐵火輝夜
kartana,jp-kana,カミツルギ
kartana,jp-kanji,カミツルギ
kartana,en,Kartana
kartana,fr,Katagami
kartana,it,Kartana
kartana,de,Katagami
kartana,es,Kartana
kartana,ko,종이신도
kartana,zh-simp,纸御剑
kartana,zh-trad,紙御劍
guzzlord,jp-kana,アクジキング
guzzlord,jp-kanji,アクジキング
guzzlord,en,Guzzlord
guzzlord,fr,Engloutyran
guzzlord,it,Guzzlord
guzzlord,de,Schlingking
guzzlord,es,Guzzlord
guzzlord,ko,악식킹
guzzlord,zh-simp,恶食大王
guzzlord,zh-trad,惡食大王
necrozma,jp-kana,ネクロズマ
necrozma,jp-kanji,ネクロズマ
necrozma,en,Necrozma
necrozma,fr,Necrozma
necrozma,it,Necrozma
necrozma,de,Necrozma
necrozma,es,Necrozma
necrozma,ko,네크로즈마
necrozma,zh-simp,奈克洛兹玛
necrozma,zh-trad,奈克洛茲瑪
magearna,jp-kana,マギアナ
magearna,jp-kanji,マギアナ
magearna,en,Magearna
magearna,fr,Magearna
magearna,it,Magearna
magearna,de,Magearna
magearna,es,Magearna
magearna,ko,마기아나
magearna,zh-simp,玛机雅娜
magearna,zh-trad,瑪機雅娜
marshadow,jp-kana,マーシャドー
marshadow,jp-kanji,マーシャドー
marshadow,en,Marshadow
marshadow,fr,Marshadow
marshadow,it,Marshadow
marshadow,de,Marshadow
marshadow,es,Marshadow
marshadow,ko,마샤도
marshadow,zh-simp,玛夏多
marshadow,zh-trad,瑪夏多
poipole,jp-kana,ベベノム
poipole,jp-kanji,ベベノム
poipole,en,Poipole
poipole,fr,Vémini
poipole,it,Poipole
poipole,de,Venicro
poipole,es,Poipole
poipole,ko,베베놈
poipole,zh-simp,毒贝比
poipole,zh-trad,毒貝比
naganadel,jp-kana,アーゴヨン
naganadel,jp-kanji,アーゴヨン
naganadel,en,Naganadel
naganadel,fr,Mandrillon
naganadel,it,Naganadel
naganadel,de,Agoyon
naganadel,es,Naganadel
naganadel,ko,아고용
naganadel,zh-simp,四颚针龙
naganadel,zh-trad,四顎針龍
stakataka,jp-kana,ツンデツンデ
stakataka,jp-kanji,ツンデツンデ
stakataka,en,Stakataka
stakataka,fr,Ama-Ama
stakataka,it,Stakataka
stakataka,de,Muramura
stakataka,es,Stakataka
stakataka,ko,차곡차곡
stakataka,zh-simp,垒磊石
stakataka,zh-trad,壘磊石
blacephalon,jp-kana,ズガドーン
blacephalon,jp-kanji,ズガドーン
blacephalon,en,Blacephalon
blacephalon,fr,Pierroteknik
blacephalon,it,Blacephalon
blacephalon,de,Kopplosio
blacephalon,es,Blacephalon
blacephalon,ko,두파팡
blacephalon,zh-simp,砰头小丑
blacephalon,zh-trad,砰頭小丑
zeraora,jp-kana,ゼラオラ
zeraora,jp-kanji,ゼラオラ
zeraora,en,Zeraora
zeraora,fr,Zeraora
zeraora,it,Zeraora
zeraora,de,Zeraora
zeraora,es,Zeraora
zeraora,ko,제라오라
zeraora,zh-simp,捷拉奥拉
zeraora,zh-trad,捷拉奧拉
meltan,jp-kana,メルタン
meltan,jp-kanji,メルタン
meltan,en,Meltan
meltan,fr,Meltan
meltan,it,Meltan
meltan,de,Meltan
meltan,es,Meltan
meltan,ko,멜탄
meltan,zh-simp,美录坦
meltan,zh-trad,美錄坦
melmetal,jp-kana,メルメタル
melmetal,jp-kanji,メルメタル
melmetal,en,Melmetal
melmetal,fr,Melmetal
melmetal,it,Melmetal
melmetal,de,Melmetal
melmetal,es,Melmetal
melmetal,ko,멜메탈
melmetal,zh-simp,美录梅塔
melmetal,zh-trad,美錄梅塔
grookey,jp-kana,サルノリ
grookey,jp-kanji,サルノリ
grookey,en,Grookey
grookey,fr,Ouistempo
grookey,it,Grookey
grookey,de,Chimpep
grookey,es,Grookey
grookey,ko,흥나숭
grookey,zh-simp,敲音猴
grookey,zh-trad,敲音猴
thwackey,jp-kana,バチンキー
thwackey,jp-kanji,バチンキー
thwackey,en,Thwackey
thwackey,fr,Badabouin
thwackey,it,Thwackey
thwackey,de,Chimstix
thwackey,es,Thwackey
thwackey,ko,채키몽
thwackey,zh-simp,啪咚猴
thwackey,zh-trad,啪咚猴
rillaboom,jp-kana,ゴリランダー
rillaboom,jp-kanji,ゴリランダー
rillaboom,en,Rillaboom
rillaboom,fr,Gorythmic
rillaboom,it,Rillaboom
rillaboom,de,Gortrom
rillaboom,es,Rillaboom
rillaboom,ko,고릴타
rillaboom,zh-simp,轰擂金刚猩
rillaboom,zh-trad,轟擂金剛猩
scorbunny,jp-kana,ヒバニー
scorbunny,jp-kanji,ヒバニー
scorbunny,en,Scorbunny
scorbunny,fr,Flambino
scorbunny,it,Scorbunny
scorbunny,de,Hopplo
scorbunny,es,Scorbunny
scorbunny,ko,염버니
scorbunny,zh-simp,炎兔儿
scorbunny,zh-trad,炎兔兒
raboot,jp-kana,ラビフット
raboot,jp-kanji,ラビフット
raboot,en,Raboot
raboot,fr,Lapyro
raboot,it,Raboot
raboot,de,Kickerlo
raboot,es,Raboot
raboot,ko,래비풋
raboot,zh-simp,腾蹴小将
raboot,zh-trad,騰蹴小將
cinderace,jp-kana,エースバーン
cinderace,jp-kanji,エースバーン
cinderace,en,Cinderace
cinderace,fr,Pyrobut
cinderace,it,Cinderace
cinderace,de,Liberlo
cinderace,es,Cinderace
cinderace,ko,에이스번
cinderace,zh-simp,闪焰王牌
cinderace,zh-trad,閃焰王牌
sobble,jp-kana,メッソン
sobble,jp-kanji,メッソン
sobble,en,Sobble
sobble,fr,Larméléon
sobble,it,Sobble
sobble,de,Memmeon
sobble,es,Sobble
sobble,ko,울머기
sobble,zh-simp,泪眼蜥
sobble,zh-trad,淚眼蜥
drizzile,jp-kana,ジメレオン
drizzile,jp-kanji,ジメレオン
drizzile,en,Drizzile
drizzile,fr,Arrozard
drizzile,it,Drizzile
drizzile,de,Phlegleon
drizzile,es,Drizzile
drizzile,ko,누겔레온
drizzile,zh-simp,变涩蜥
drizzile,zh-trad,變澀蜥
inteleon,jp-kana,インテレオン
inteleon,jp-kanji,インテレオン
inteleon,en,Inteleon
inteleon,fr,Lézargus
inteleon,it,Inteleon
inteleon,de,Intelleon
inteleon,es,Inteleon
inteleon,ko,인텔리레온
inteleon,zh-simp,千面避役
inteleon,zh-trad,千面避役
skwovet,jp-kana,ホシガリス
skwovet,jp-kanji,ホシガリス
skwovet,en,Skwovet
skwovet,fr,Rongourmand
skwovet,it,Skwovet
skwovet,de,Raffel
skwovet,es,Skwovet
skwovet,ko,탐리스
skwovet,zh-simp,贪心栗鼠
skwovet,zh-trad,貪心栗鼠
greedent,jp-kana,ヨクバリス
greedent,jp-kanji,ヨクバリス
greedent,en,Greedent
greedent,fr,Rongrigou
greedent,it,Greedent
greedent,de,Schlaraffel
greedent,es,Greedent
greedent,ko,요씽리스
greedent,zh-simp,藏饱栗鼠
greedent,zh-trad,藏飽栗鼠
rookidee,jp-kana,ココガラ
rookidee,jp-kanji,ココガラ
rookidee,en,Rookidee
rookidee,fr,Minisange
rookidee,it,Rookidee
rookidee,de,Meikro
rookidee,es,Rookidee
rookidee,ko,파라꼬
rookidee,zh-simp,稚山雀
rookidee,zh-trad,稚山雀
corvisquire,jp-kana,アオガラス
corvisquire,jp-kanji,アオガラス
corvisquire,en,Corvisquire
corvisquire,fr,Bleuseille
corvisquire,it,Corvisquire
corvisquire,de,Kranoviz
corvisquire,es,Corvisquire
corvisquire,ko,파크로우
corvisquire,zh-simp,蓝鸦
corvisquire,zh-trad,藍鴉
corviknight,jp-kana,アーマーガア
corviknight,jp-kanji,アーマーガア
corviknight,en,Corviknight
corviknight,fr,Corvaillus
corviknight,it,Corviknight
corviknight,de,Krarmor
corviknight,es,Corviknight
corviknight,ko,아머까오
corviknight,zh-simp,钢铠鸦
corviknight,zh-trad,鋼鎧鴉
blipbug,jp-kana,サッチムシ
blipbug,jp-kanji,サッチムシ
blipbug,en,Blipbug
blipbug,fr,Larvadar
blipbug,it,Blipbug
blipbug,de,Sensect
blipbug,es,Blipbug
blipbug,ko,두루지벌레
blipbug,zh-simp,索侦虫
blipbug,zh-trad,索偵蟲
dottler,jp-kana,レドームシ
dottler,jp-kanji,レドームシ
dottler,en,Dottler
dottler,fr,Coléodôme
dottler,it,Dottler
dottler,de,Keradar
dottler,es,Dottler
dottler,ko,레돔벌레
dottler,zh-simp,天罩虫
dottler,zh-trad,天罩蟲
orbeetle,jp-kana,イオルブ
orbeetle,jp-kanji,イオルブ
orbeetle,en,Orbeetle
orbeetle,fr,Astronelle
orbeetle,it,Orbeetle
orbeetle,de,Maritellit
orbeetle,es,Orbeetle
orbeetle,ko,이올브
orbeetle,zh-simp,以欧路普
orbeetle,zh-trad,以歐路普
nickit,jp-kana,クスネ
nickit,jp-kanji,クスネ
nickit,en,Nickit
nickit,fr,Goupilou
nickit,it,Nickit
nickit,de,Kleptifux
nickit,es,Nickit
nickit,ko,훔처우
nickit,zh-simp,狡小狐
nickit,zh-trad,偷兒狐
thievul,jp-kana,フォクスライ
thievul,jp-kanji,フォクスライ
thievul,en,Thievul
thievul,fr,Roublenard
thievul,it,Thievul
thievul,de,Gaunux
thievul,es,Thievul
thievul,ko,폭슬라이
thievul,zh-simp,猾大狐
thievul,zh-trad,狐大盜
gossifleur,jp-kana,ヒメンカ
gossifleur,jp-kanji,ヒメンカ
gossifleur,en,Gossifleur
gossifleur,fr,Tournicoton
gossifleur,it,Gossifleur
gossifleur,de,Cottini
gossifleur,es,Gossifleur
gossifleur,ko,꼬모카
gossifleur,zh-simp,幼棉棉
gossifleur,zh-trad,幼棉棉
eldegoss,jp-kana,ワタシラガ
eldegoss,jp-kanji,ワタシラガ
eldegoss,en,Eldegoss
eldegoss,fr,Blancoton
eldegoss,it,Eldegoss
eldegoss,de,Cottomi
eldegoss,es,Eldegoss
eldegoss,ko,백솜모카
eldegoss,zh-simp,白蓬蓬
eldegoss,zh-trad,白蓬蓬
wooloo,jp-kana,ウールー
wooloo,jp-kanji,ウールー
wooloo,en,Wooloo
wooloo,fr,Moumouton
wooloo,it,Wooloo
wooloo,de,Wolly
wooloo,es,Wooloo
wooloo,ko,우르
wooloo,zh-simp,毛辫羊
wooloo,zh-trad,毛辮羊
dubwool,jp-kana,バイウールー
dubwool,jp-kanji,バイウールー
dubwool,en,Dubwool
dubwool,fr,Moumouflon
dubwool,it,Dubwool
dubwool,de,Zwollock
dubwool,es,Dubwool
dubwool,ko,배우르
dubwool,zh-simp,毛毛角羊
dubwool,zh-trad,毛毛角羊
chewtle,jp-kana,カムカメ
chewtle,jp-kanji,カムカメ
chewtle,en,Chewtle
chewtle,fr,Khélocrok
chewtle,it,Chewtle
chewtle,de,Kamehaps
chewtle,es,Chewtle
chewtle,ko,깨물부기
chewtle,zh-simp,咬咬龟
chewtle,zh-trad,咬咬龜
drednaw,jp-kana,カジリガメ
drednaw,jp-kanji,カジリガメ
drednaw,en,Drednaw
drednaw,fr,Torgamord
drednaw,it,Drednaw
drednaw,de,Kamalm
drednaw,es,Drednaw
drednaw,ko,갈가부기
drednaw,zh-simp,暴噬龟
drednaw,zh-trad,暴噬龜
yamper,jp-kana,ワンパチ
yamper,jp-kanji,ワンパチ
yamper,en,Yamper
yamper,fr,Voltoutou
yamper,it,Yamper
yamper,de,Voldi
yamper,es,Yamper
yamper,ko,멍파치
yamper,zh-simp,来电汪
yamper,zh-trad,來電汪
boltund,jp-kana,パルスワン
boltund,jp-kanji,パルスワン
boltund,en,Boltund
boltund,fr,Fulgudog
boltund,it,Boltund
boltund,de,Bellektro
boltund,es,Boltund
boltund,ko,펄스멍
boltund,zh-simp,逐电犬
boltund,zh-trad,逐電犬
rolycoly,jp-kana,タンドン
rolycoly,jp-kanji,タンドン
rolycoly,en,Rolycoly
rolycoly,fr,Charbi
rolycoly,it,Rolycoly
rolycoly,de,Klonkett
rolycoly,es,Rolycoly
rolycoly,ko,탄동
rolycoly,zh-simp,小炭仔
rolycoly,zh-trad,小炭仔
carkol,jp-kana,トロッゴン
carkol,jp-kanji,トロッゴン
carkol,en,Carkol
carkol,fr,Wagomine
carkol,it,Carkol
carkol,de,Wagong
carkol,es,Carkol
carkol,ko,탄차곤
carkol,zh-simp,大炭车
carkol,zh-trad,大炭車
coalossal,jp-kana,セキタンザン
coalossal,jp-kanji,セキタンザン
coalossal,en,Coalossal
coalossal,fr,Monthracite
coalossal,it,Coalossal
coalossal,de,Montecarbo
coalossal,es,Coalossal
coalossal,ko,석탄산
coalossal,zh-simp,巨炭山
coalossal,zh-trad,巨炭山
applin,jp-kana,カジッチュ
applin,jp-kanji,カジッチュ
applin,en,Applin
applin,fr,Verpom
applin,it,Applin
applin,de,Knapfel
applin,es,Applin
applin,ko,과사삭벌레
applin,zh-simp,啃果虫
applin,zh-trad,啃果蟲
flapple,jp-kana,アップリュー
flapple,jp-kanji,アップリュー
flapple,en,Flapple
flapple,fr,Pomdrapi
flapple,it,Flapple
flapple,de,Drapfel
flapple,es,Flapple
flapple,ko,애프룡
flapple,zh-simp,苹裹龙
flapple,zh-trad,蘋裹龍
appletun,jp-kana,タルップル
appletun,jp-kanji,タルップル
appletun,en,Appletun
appletun,fr,Dratatin
appletun,it,Appletun
appletun,de,Schlapfel
appletun,es,Appletun
appletun,ko,단지래플
appletun,zh-simp,丰蜜龙
appletun,zh-trad,豐蜜龍
silicobra,jp-kana,スナヘビ
silicobra,jp-kanji,スナヘビ
silicobra,en,Silicobra
silicobra,fr,Dunaja
silicobra,it,Silicobra
silicobra,de,Salanga
silicobra,es,Silicobra
silicobra,ko,모래뱀
silicobra,zh-simp,沙包蛇
silicobra,zh-trad,沙包蛇
sandaconda,jp-kana,サダイジャ
sandaconda,jp-kanji,サダイジャ
sandaconda,en,Sandaconda
sandaconda,fr,Dunaconda
sandaconda,it,Sandaconda
sandaconda,de,Sanaconda
sandaconda,es,Sandaconda
sandaconda,ko,사다이사
sandaconda,zh-simp,沙螺蟒
sandaconda,zh-trad,沙螺蟒
cramorant,jp-kana,ウッウ
cramorant,jp-kanji,ウッウ
cramorant,en,Cramorant
cramorant,fr,Nigosier
cramorant,it,Cramorant
cramorant,de,Urgl
cramorant,es,Cramorant
cramorant,ko,윽우지
cramorant,zh-simp,古月鸟
cramorant,zh-trad,古月鳥
arrokuda,jp-kana,サシカマス
arrokuda,jp-kanji,サシカマス
arrokuda,en,Arrokuda
arrokuda,fr,Embrochet
arrokuda,it,Arrokuda
arrokuda,de,Pikuda
arrokuda,es,Arrokuda
arrokuda,ko,찌로꼬치
arrokuda,zh-simp,刺梭鱼
arrokuda,zh-trad,刺梭魚
barraskewda,jp-kana,カマスジョー
barraskewda,jp-kanji,カマスジョー
barraskewda,en,Barraskewda
barraskewda,fr,Hastacuda
barraskewda,it,Barraskewda
barraskewda,de,Barrakiefa
barraskewda,es,Barraskewda
barraskewda,ko,꼬치조
barraskewda,zh-simp,戽斗尖梭
barraskewda,zh-trad,戽斗尖梭
toxel,jp-kana,エレズン
toxel,jp-kanji,エレズン
toxel,en,Toxel
toxel,fr,Toxizap
toxel,it,Toxel
toxel,de,Toxel
toxel,es,Toxel
toxel,ko,일레즌
toxel,zh-simp,电音婴
toxel,zh-trad,毒電嬰
toxtricity,jp-kana,ストリンダー
toxtricity,jp-kanji,ストリンダー
toxtricity,en,Toxtricity
toxtricity,fr,Salarsen
toxtricity,it,Toxtricity
toxtricity,de,Riffex
toxtricity,es,Toxtricity
toxtricity,ko,스트린더
toxtricity,zh-simp,颤弦蝾螈
toxtricity,zh-trad,顫弦蠑螈
sizzlipede,jp-kana,ヤクデ
sizzlipede,jp-kanji,ヤクデ
sizzlipede,en,Sizzlipede
sizzlipede,fr,Grillepattes
sizzlipede,it,Sizzlipede
sizzlipede,de,Thermopod
sizzlipede,es,Sizzlipede
sizzlipede,ko,태우지네
sizzlipede,zh-simp,烧火蚣
sizzlipede,zh-trad,燒火蚣
centiskorch,jp-kana,マルヤクデ
centiskorch,jp-kanji,マルヤクデ
centiskorch,en,Centiskorch
centiskorch,fr,Scolocendre
centiskorch,it,Centiskorch
centiskorch,de,Infernopod
centiskorch,es,Centiskorch
centiskorch,ko,다태우지네
centiskorch,zh-simp,焚焰蚣
centiskorch,zh-trad,焚焰蚣
clobbopus,jp-kana,タタッコ
clobbopus,jp-kanji,タタッコ
clobbopus,en,Clobbopus
clobbopus,fr,Poulpaf
clobbopus,it,Clobbopus
clobbopus,de,Klopptopus
clobbopus,es,Clobbopus
clobbopus,ko,때때무노
clobbopus,zh-simp,拳拳蛸
clobbopus,zh-trad,拳拳蛸
grapploct,jp-kana,オトスパス
grapploct,jp-kanji,オトスパス
grapploct,en,Grapploct
grapploct,fr,Krakos
grapploct,it,Grapploct
grapploct,de,Kaocto
grapploct,es,Grapploct
grapploct,ko,케오퍼스
grapploct,zh-simp,八爪武师
grapploct,zh-trad,八爪武師
sinistea,jp-kana,ヤバチャ
sinistea,jp-kanji,ヤバチャ
sinistea,en,Sinistea
sinistea,fr,Théffroi
sinistea,it,Sinistea
sinistea,de,Fatalitee
sinistea,es,Sinistea
sinistea,ko,데인차
sinistea,zh-simp,来悲茶
sinistea,zh-trad,來悲茶
polteageist,jp-kana,ポットデス
polteageist,jp-kanji,ポットデス
polteageist,en,Polteageist
polteageist,fr,Polthégeist
polteageist,it,Polteageist
polteageist,de,Mortipot
polteageist,es,Polteageist
polteageist,ko,포트데스
polteageist,zh-simp,怖思壶
polteageist,zh-trad,怖思壺
hatenna,jp-kana,ミブリム
hatenna,jp-kanji,ミブリム
hatenna,en,Hatenna
hatenna,fr,Bibichut
hatenna,it,Hatenna
hatenna,de,Brimova
hatenna,es,Hatenna
hatenna,ko,몸지브림
hatenna,zh-simp,迷布莉姆
