pokemon_identifier,stat_identifier,value
silvally-type-dark,speed,95
silvally-type-fairy,hp,95
silvally-type-fairy,attack,95
silvally-type-fairy,defense,95
silvally-type-fairy,sp-atk,95
silvally-type-fairy,sp-def,95
silvally-type-fairy,speed,95
minior-red-meteor,hp,60
minior-red-meteor,attack,60
minior-red-meteor,defense,100
minior-red-meteor,sp-atk,60
minior-red-meteor,sp-def,100
minior-red-meteor,speed,60
minior-orange-meteor,hp,60
minior-orange-meteor,attack,60
minior-orange-meteor,defense,100
minior-orange-meteor,sp-atk,60
minior-orange-meteor,sp-def,100
minior-orange-meteor,speed,60
minior-yellow-meteor,hp,60
minior-yellow-meteor,attack,60
minior-yellow-meteor,defense,100
minior-yellow-meteor,sp-atk,60
minior-yellow-meteor,sp-def,100
minior-yellow-meteor,speed,60
minior-green-meteor,hp,60
minior-green-meteor,attack,60
minior-green-meteor,defense,100
minior-green-meteor,sp-atk,60
minior-green-meteor,sp-def,100
minior-green-meteor,speed,60
minior-blue-meteor,hp,60
minior-blue-meteor,attack,60
minior-blue-meteor,defense,100
minior-blue-meteor,sp-atk,60
minior-blue-meteor,sp-def,100
minior-blue-meteor,speed,60
minior-indigo-meteor,hp,60
minior-indigo-meteor,attack,60
minior-indigo-meteor,defense,100
minior-indigo-meteor,sp-atk,60
minior-indigo-meteor,sp-def,100
minior-indigo-meteor,speed,60
minior-violet-meteor,hp,60
minior-violet-meteor,attack,60
minior-violet-meteor,defense,100
minior-violet-meteor,sp-atk,60
minior-violet-meteor,sp-def,100
minior-violet-meteor,speed,60
minior-red-core,hp,60
minior-red-core,attack,100
minior-red-core,defense,60
minior-red-core,sp-atk,100
minior-red-core,sp-def,60
minior-red-core,speed,120
minior-orange-core,hp,60
minior-orange-core,attack,100
minior-orange-core,defense,60
minior-orange-core,sp-atk,100
minior-orange-core,sp-def,60
minior-orange-core,speed,120
minior-yellow-core,hp,60
minior-yellow-core,attack,100
minior-yellow-core,defense,60
minior-yellow-core,sp-atk,100
minior-yellow-core,sp-def,60
minior-yellow-core,speed,120
minior-green-core,hp,60
minior-green-core,attack,100
minior-green-core,defense,60
minior-green-core,sp-atk,100
minior-green-core,sp-def,60
minior-green-core,speed,120
minior-blue-core,hp,60
minior-blue-core,attack,100
minior-blue-core,defense,60
minior-blue-core,sp-atk,100
minior-blue-core,sp-def,60
minior-blue-core,speed,120
minior-indigo-core,hp,60
minior-indigo-core,attack,100
minior-indigo-core,defense,60
minior-indigo-core,sp-atk,100
minior-indigo-core,sp-def,60
minior-indigo-core,speed,120
minior-violet-core,hp,60
minior-violet-core,attack,100
minior-violet-core,defense,60
minior-violet-core,sp-atk,100
minior-violet-core,sp-def,60
minior-violet-core,speed,120
komala,hp,65
komala,attack,115
komala,defense,65
komala,sp-atk,75
komala,sp-def,95
komala,speed,65
turtonator,hp,60
turtonator,attack,78
turtonator,defense,135
turtonator,sp-atk,91
turtonator,sp-def,85
turtonator,speed,36
togedemaru,hp,65
togedemaru,attack,98
togedemaru,defense,63
togedemaru,sp-atk,40
togedemaru,sp-def,73
togedemaru,speed,96
togedemaru-totem,hp,65
togedemaru-totem,attack,98
togedemaru-totem,defense,63
togedemaru-totem,sp-atk,40
togedemaru-totem,sp-def,73
togedemaru-totem,speed,96
mimikyu-disguised-form,hp,55
mimikyu-disguised-form,attack,90
mimikyu-disguised-form,defense,80
mimikyu-disguised-form,sp-atk,50
mimikyu-disguised-form,sp-def,105
mimikyu-disguised-form,speed,96
mimikyu-busted-form,hp,55
mimikyu-busted-form,attack,90
mimikyu-busted-form,defense,80
mimikyu-busted-form,sp-atk,50
mimikyu-busted-form,sp-def,105
mimikyu-busted-form,speed,96
mimikyu-totem-disguised-form,hp,55
mimikyu-totem-disguised-form,attack,90
mimikyu-totem-disguised-form,defense,80
mimikyu-totem-disguised-form,sp-atk,50
mimikyu-totem-disguised-form,sp-def,105
mimikyu-totem-disguised-form,speed,96
mimikyu-totem-busted-form,hp,55
mimikyu-totem-busted-form,attack,90
mimikyu-totem-busted-form,defense,80
mimikyu-totem-busted-form,sp-atk,50
mimikyu-totem-busted-form,sp-def,105
mimikyu-totem-busted-form,speed,96
bruxish,hp,68
bruxish,attack,105
bruxish,defense,70
bruxish,sp-atk,70
bruxish,sp-def,70
bruxish,speed,92
drampa,hp,78
drampa,attack,60
drampa,defense,85
drampa,sp-atk,135
drampa,sp-def,91
drampa,speed,36
dhelmise,hp,70
dhelmise,attack,131
dhelmise,defense,100
dhelmise,sp-atk,86
dhelmise,sp-def,90
dhelmise,speed,40
jangmo-o,hp,45
jangmo-o,attack,55
jangmo-o,defense,65
jangmo-o,sp-atk,45
jangmo-o,sp-def,45
jangmo-o,speed,45
hakamo-o,hp,55
hakamo-o,attack,75
hakamo-o,defense,90
hakamo-o,sp-atk,65
hakamo-o,sp-def,70
hakamo-o,speed,65
kommo-o,hp,75
kommo-o,attack,110
kommo-o,defense,125
kommo-o,sp-atk,100
kommo-o,sp-def,105
kommo-o,speed,85
kommo-o-totem,hp,75
kommo-o-totem,attack,110
kommo-o-totem,defense,125
kommo-o-totem,sp-atk,100
kommo-o-totem,sp-def,105
kommo-o-totem,speed,85
tapu-koko,hp,70
tapu-koko,attack,115
tapu-koko,defense,85
tapu-koko,sp-atk,95
tapu-koko,sp-def,75
tapu-koko,speed,130
tapu-lele,hp,70
tapu-lele,attack,85
tapu-lele,defense,75
tapu-lele,sp-atk,130
tapu-lele,sp-def,115
tapu-lele,speed,95
tapu-bulu,hp,70
tapu-bulu,attack,130
tapu-bulu,defense,115
tapu-bulu,sp-atk,85
tapu-bulu,sp-def,95
tapu-bulu,speed,75
tapu-fini,hp,70
tapu-fini,attack,75
tapu-fini,defense,115
tapu-fini,sp-atk,95
tapu-fini,sp-def,130
tapu-fini,speed,85
cosmog,hp,43
cosmog,attack,29
cosmog,defense,31
cosmog,sp-atk,29
cosmog,sp-def,31
cosmog,speed,37
cosmoem,hp,43
cosmoem,attack,29
cosmoem,defense,131
cosmoem,sp-atk,29
cosmoem,sp-def,131
cosmoem,speed,37
solgaleo,hp,137
solgaleo,attack,137
solgaleo,defense,107
solgaleo,sp-atk,113
solgaleo,sp-def,89
solgaleo,speed,97
lunala,hp,137
lunala,attack,113
lunala,defense,89
lunala,sp-atk,137
lunala,sp-def,107
lunala,speed,97
nihilego,hp,109
nihilego,attack,53
nihilego,defense,47
nihilego,sp-atk,127
nihilego,sp-def,131
nihilego,speed,103
buzzwole,hp,107
buzzwole,attack,139
buzzwole,defense,139
buzzwole,sp-atk,53
buzzwole,sp-def,53
buzzwole,speed,79
pheromosa,hp,71
pheromosa,attack,137
pheromosa,defense,37
pheromosa,sp-atk,137
pheromosa,sp-def,37
pheromosa,speed,151
xurkitree,hp,83
xurkitree,attack,89
xurkitree,defense,71
xurkitree,sp-atk,173
xurkitree,sp-def,71
xurkitree,speed,83
celesteela,hp,97
celesteela,attack,101
celesteela,defense,103
celesteela,sp-atk,107
celesteela,sp-def,101
celesteela,speed,61
kartana,hp,59
kartana,attack,181
kartana,defense,131
kartana,sp-atk,59
kartana,sp-def,31
kartana,speed,109
guzzlord,hp,223
guzzlord,attack,101
guzzlord,defense,53
guzzlord,sp-atk,97
guzzlord,sp-def,53
guzzlord,speed,43
necrozma,hp,97
necrozma,attack,107
necrozma,defense,101
necrozma,sp-atk,127
necrozma,sp-def,89
necrozma,speed,79
necrozma-dusk-mane,hp,97
necrozma-dusk-mane,attack,157
necrozma-dusk-mane,defense,127
necrozma-dusk-mane,sp-atk,113
necrozma-dusk-mane,sp-def,109
necrozma-dusk-mane,speed,77
necrozma-dawn-wings,hp,97
necrozma-dawn-wings,attack,113
necrozma-dawn-wings,defense,109
necrozma-dawn-wings,sp-atk,157
necrozma-dawn-wings,sp-def,127
necrozma-dawn-wings,speed,77
necrozma-ultra,hp,97
necrozma-ultra,attack,167
necrozma-ultra,defense,97
necrozma-ultra,sp-atk,167
necrozma-ultra,sp-def,97
necrozma-ultra,speed,129
magearna,hp,80
magearna,attack,95
magearna,defense,115
magearna,sp-atk,130
magearna,sp-def,115
magearna,speed,65
magearna-original-color,hp,80
magearna-original-color,attack,95
magearna-original-color,defense,115
magearna-original-color,sp-atk,130
magearna-original-color,sp-def,115
magearna-original-color,speed,65
marshadow,hp,90
marshadow,attack,125
marshadow,defense,80
marshadow,sp-atk,90
marshadow,sp-def,90
marshadow,speed,125
poipole,hp,67
poipole,attack,73
poipole,defense,67
poipole,sp-atk,73
poipole,sp-def,67
poipole,speed,73
naganadel,hp,73
naganadel,attack,73
naganadel,defense,73
naganadel,sp-atk,127
naganadel,sp-def,73
naganadel,speed,121
stakataka,hp,61
stakataka,attack,131
stakataka,defense,211
stakataka,sp-atk,53
stakataka,sp-def,101
stakataka,speed,13
blacephalon,hp,53
blacephalon,attack,127
blacephalon,defense,53
blacephalon,sp-atk,151
blacephalon,sp-def,79
blacephalon,speed,107
zeraora,hp,88
zeraora,attack,112
zeraora,defense,75
zeraora,sp-atk,102
zeraora,sp-def,80
zeraora,speed,143
meltan,hp,46
meltan,attack,65
meltan,defense,65
meltan,sp-atk,55
meltan,sp-def,35
meltan,speed,34
melmetal,hp,135
melmetal,attack,143
melmetal,defense,143
melmetal,sp-atk,80
melmetal,sp-def,65
melmetal,speed,34
grookey,hp,50
grookey,attack,65
grookey,defense,50
grookey,sp-atk,40
grookey,sp-def,40
grookey,speed,65
thwackey,hp,70
thwackey,attack,85
thwackey,defense,70
thwackey,sp-atk,55
thwackey,sp-def,60
thwackey,speed,80
rillaboom,hp,100
rillaboom,attack,125
rillaboom,defense,90
rillaboom,sp-atk,60
rillaboom,sp-def,70
rillaboom,speed,85
scorbunny,hp,50
scorbunny,attack,71
scorbunny,defense,40
scorbunny,sp-atk,40
scorbunny,sp-def,40
scorbunny,speed,69
raboot,hp,65
raboot,attack,86
raboot,defense,60
raboot,sp-atk,55
raboot,sp-def,60
raboot,speed,94
cinderace,hp,80
cinderace,attack,116
cinderace,defense,75
cinderace,sp-atk,65
cinderace,sp-def,75
cinderace,speed,119
sobble,hp,50
sobble,attack,40
sobble,defense,40
sobble,sp-atk,70
sobble,sp-def,40
sobble,speed,70
drizzile,hp,65
drizzile,attack,60
drizzile,defense,55
drizzile,sp-atk,95
drizzile,sp-def,55
drizzile,speed,90
inteleon,hp,70
inteleon,attack,85
inteleon,defense,65
inteleon,sp-atk,125
inteleon,sp-def,65
inteleon,speed,120
skwovet,hp,70
skwovet,attack,55
skwovet,defense,55
skwovet,sp-atk,35
skwovet,sp-def,35
skwovet,speed,25
greedent,hp,120
greedent,attack,95
greedent,defense,95
greedent,sp-atk,55
greedent,sp-def,75
greedent,speed,20
rookidee,hp,38
rookidee,attack,47
rookidee,defense,35
rookidee,sp-atk,33
rookidee,sp-def,35
rookidee,speed,57
corvisquire,hp,68
corvisquire,attack,67
corvisquire,defense,55
corvisquire,sp-atk,43
corvisquire,sp-def,55
corvisquire,speed,77
corviknight,hp,98
corviknight,attack,87
corviknight,defense,105
corviknight,sp-atk,53
corviknight,sp-def,85
corviknight,speed,67
blipbug,hp,25
blipbug,attack,20
blipbug,defense,20
blipbug,sp-atk,25
blipbug,sp-def,45
blipbug,speed,45
dottler,hp,50
dottler,attack,35
dottler,defense,80
dottler,sp-atk,50
dottler,sp-def,90
dottler,speed,30
orbeetle,hp,60
orbeetle,attack,45
orbeetle,defense,110
orbeetle,sp-atk,80
orbeetle,sp-def,120
orbeetle,speed,90
nickit,hp,40
nickit,attack,28
nickit,defense,28
nickit,sp-atk,47
nickit,sp-def,52
nickit,speed,50
thievul,hp,70
thievul,attack,58
thievul,defense,58
thievul,sp-atk,87
thievul,sp-def,92
thievul,speed,90
gossifleur,hp,40
gossifleur,attack,40
gossifleur,defense,60
gossifleur,sp-atk,40
gossifleur,sp-def,60
gossifleur,speed,10
eldegoss,hp,60
eldegoss,attack,50
eldegoss,defense,90
eldegoss,sp-atk,80
eldegoss,sp-def,120
eldegoss,speed,60
wooloo,hp,42
wooloo,attack,40
wooloo,defense,55
wooloo,sp-atk,40
wooloo,sp-def,45
wooloo,speed,48
dubwool,hp,72
dubwool,attack,80
dubwool,defense,100
dubwool,sp-atk,60
dubwool,sp-def,90
dubwool,speed,88
chewtle,hp,50
chewtle,attack,64
chewtle,defense,50
chewtle,sp-atk,38
chewtle,sp-def,38
chewtle,speed,44
drednaw,hp,90
drednaw,attack,115
drednaw,defense,90
drednaw,sp-atk,48
drednaw,sp-def,68
drednaw,speed,74
yamper,hp,59
yamper,attack,45
yamper,defense,50
yamper,sp-atk,40
yamper,sp-def,50
yamper,speed,26
boltund,hp,69
boltund,attack,90
boltund,defense,60
boltund,sp-atk,90
boltund,sp-def,60
boltund,speed,121
rolycoly,hp,30
rolycoly,attack,40
rolycoly,defense,50
rolycoly,sp-atk,40
rolycoly,sp-def,50
rolycoly,speed,30
carkol,hp,80
carkol,attack,60
carkol,defense,90
carkol,sp-atk,60
carkol,sp-def,70
carkol,speed,50
coalossal,hp,110
coalossal,attack,80
coalossal,defense,120
coalossal,sp-atk,80
coalossal,sp-def,90
coalossal,speed,30
applin,hp,40
applin,attack,40
applin,defense,80
applin,sp-atk,40
applin,sp-def,40
applin,speed,20
flapple,hp,70
flapple,attack,110
flapple,defense,80
flapple,sp-atk,95
flapple,sp-def,60
flapple,speed,70
appletun,hp,110
appletun,attack,85
appletun,defense,80
appletun,sp-atk,100
appletun,sp-def,80
appletun,speed,30
silicobra,hp,52
silicobra,attack,57
silicobra,defense,75
silicobra,sp-atk,35
silicobra,sp-def,50
silicobra,speed,46
sandaconda,hp,72
sandaconda,attack,107
sandaconda,defense,125
sandaconda,sp-atk,65
sandaconda,sp-def,70
sandaconda,speed,71
cramorant,hp,70
cramorant,attack,85
cramorant,defense,55
cramorant,sp-atk,85
cramorant,sp-def,95
cramorant,speed,85
cramorant-gulping-form,hp,70
cramorant-gulping-form,attack,85
cramorant-gulping-form,defense,55
cramorant-gulping-form,sp-atk,85
cramorant-gulping-form,sp-def,95
cramorant-gulping-form,speed,85
cramorant-gorging-form,hp,70
cramorant-gorging-form,attack,85
cramorant-gorging-form,defense,55
cramorant-gorging-form,sp-atk,85
cramorant-gorging-form,sp-def,95
cramorant-gorging-form,speed,85
arrokuda,hp,41
arrokuda,attack,63
arrokuda,defense,40
arrokuda,sp-atk,40
arrokuda,sp-def,30
arrokuda,speed,66
barraskewda,hp,61
barraskewda,attack,123
barraskewda,defense,60
barraskewda,sp-atk,60
barraskewda,sp-def,50
barraskewda,speed,136
toxel,hp,40
toxel,attack,38
toxel,defense,35
toxel,sp-atk,54
toxel,sp-def,35
toxel,speed,40
toxtricity-amped-form,hp,75
toxtricity-amped-form,attack,98
toxtricity-amped-form,defense,70
toxtricity-amped-form,sp-atk,114
toxtricity-amped-form,sp-def,70
toxtricity-amped-form,speed,75
toxtricity-low-key-form,hp,75
toxtricity-low-key-form,attack,98
toxtricity-low-key-form,defense,70
toxtricity-low-key-form,sp-atk,114
toxtricity-low-key-form,sp-def,70
toxtricity-low-key-form,speed,75
sizzlipede,hp,50
sizzlipede,attack,65
sizzlipede,defense,45
sizzlipede,sp-atk,50
sizzlipede,sp-def,50
sizzlipede,speed,45
centiskorch,hp,100
centiskorch,attack,115
centiskorch,defense,65
centiskorch,sp-atk,90
centiskorch,sp-def,90
centiskorch,speed,65
clobbopus,hp,50
clobbopus,attack,68
clobbopus,defense,60
clobbopus,sp-atk,50
clobbopus,sp-def,50
clobbopus,speed,32
grapploct,hp,80
grapploct,attack,118
grapploct,defense,90
grapploct,sp-atk,70
grapploct,sp-def,80
grapploct,speed,42
sinistea-phony-form,hp,40
sinistea-phony-form,attack,45
sinistea-phony-form,defense,45
sinistea-phony-form,sp-atk,74
sinistea-phony-form,sp-def,54
sinistea-phony-form,speed,50
sinistea-antique-form,hp,40
sinistea-antique-form,attack,45
sinistea-antique-form,defense,45
sinistea-antique-form,sp-atk,74
sinistea-antique-form,sp-def,54
sinistea-antique-form,speed,50
polteageist-phony-form,hp,60
polteageist-phony-form,attack,65
polteageist-phony-form,defense,65
polteageist-phony-form,sp-atk,134
polteageist-phony-form,sp-def,114
polteageist-phony-form,speed,70
polteageist-antique-form,hp,60
polteageist-antique-form,attack,65
polteageist-antique-form,defense,65
polteageist-antique-form,sp-atk,134
polteageist-antique-form,sp-def,114
polteageist-antique-form,speed,70
hatenna,hp,42
hatenna,attack,30
hatenna,defense,45
hatenna,sp-atk,56
hatenna,sp-def,53
hatenna,speed,39
hattrem,hp,57
hattrem,attack,40
hattrem,defense,65
hattrem,sp-atk,86
hattrem,sp-def,73
hattrem,speed,49
hatterene,hp,57
hatterene,attack,90
hatterene,defense,95
hatterene,sp-atk,136
hatterene,sp-def,103
hatterene,speed,29
impidimp,hp,45
impidimp,attack,45
impidimp,defense,30
impidimp,sp-atk,55
impidimp,sp-def,40
impidimp,speed,50
morgrem,hp,65
morgrem,attack,60
morgrem,defense,45
morgrem,sp-atk,75
morgrem,sp-def,55
morgrem,speed,70
grimmsnarl,hp,95
grimmsnarl,attack,120
grimmsnarl,defense,65
grimmsnarl,sp-atk,95
grimmsnarl,sp-def,75
grimmsnarl,speed,60
obstagoon,hp,93
obstagoon,attack,90
obstagoon,defense,101
obstagoon,sp-atk,60
obstagoon,sp-def,81
obstagoon,speed,95
perrserker,hp,70
perrserker,attack,110
perrserker,defense,100
perrserker,sp-atk,50
perrserker,sp-def,60
perrserker,speed,50
cursola,hp,60
cursola,attack,95
cursola,defense,50
cursola,sp-atk,145
cursola,sp-def,130
cursola,speed,30
sirfetchd,hp,62
sirfetchd,attack,135
sirfetchd,defense,95
sirfetchd,sp-atk,68
sirfetchd,sp-def,82
sirfetchd,speed,65
mr-rime,hp,80
mr-rime,attack,85
mr-rime,defense,75
mr-rime,sp-atk,110
mr-rime,sp-def,100
mr-rime,speed,70
runerigus,hp,58
runerigus,attack,95
runerigus,defense,145
runerigus,sp-atk,50
runerigus,sp-def,105
runerigus,speed,30
milcery,hp,45
milcery,attack,40
milcery,defense,40
milcery,sp-atk,50
milcery,sp-def,61
milcery,speed,34
alcremie-vanilla-cream,hp,65
alcremie-vanilla-cream,attack,60
alcremie-vanilla-cream,defense,75
alcremie-vanilla-cream,sp-atk,110
alcremie-vanilla-cream,sp-def,121
alcremie-vanilla-cream,speed,64
alcremie-ruby-cream,hp,65
alcremie-ruby-cream,attack,60
alcremie-ruby-cream,defense,75
alcremie-ruby-cream,sp-atk,110
alcremie-ruby-cream,sp-def,121
alcremie-ruby-cream,speed,64
alcremie-matcha-cream,hp,65
alcremie-matcha-cream,attack,60
alcremie-matcha-cream,defense,75
alcremie-matcha-cream,sp-atk,110
alcremie-matcha-cream,sp-def,121
alcremie-matcha-cream,speed,64
alcremie-mint-cream,hp,65
alcremie-mint-cream,attack,60
alcremie-mint-cream,defense,75
alcremie-mint-cream,sp-atk,110
alcremie-mint-cream,sp-def,121
alcremie-mint-cream,speed,64
alcremie-lemon-cream,hp,65
alcremie-lemon-cream,attack,60
alcremie-lemon-cream,defense,75
alcremie-lemon-cream,sp-atk,110
alcremie-lemon-cream,sp-def,121
alcremie-lemon-cream,speed,64
alcremie-salted-cream,hp,65
alcremie-salted-cream,attack,60
alcremie-salted-cream,defense,75
alcremie-salted-cream,sp-atk,110
alcremie-salted-cream,sp-def,121
alcremie-salted-cream,speed,64
alcremie-ruby-swirl,hp,65
alcremie-ruby-swirl,attack,60
alcremie-ruby-swirl,defense,75
alcremie-ruby-swirl,sp-atk,110
alcremie-ruby-swirl,sp-def,121
alcremie-ruby-swirl,speed,64
alcremie-caramel-swirl,hp,65
alcremie-caramel-swirl,attack,60
alcremie-caramel-swirl,defense,75
alcremie-caramel-swirl,sp-atk,110
alcremie-caramel-swirl,sp-def,121
alcremie-caramel-swirl,speed,64
alcremie-rainbow-swirl,hp,65
alcremie-rainbow-swirl,attack,60
alcremie-rainbow-swirl,defense,75
alcremie-rainbow-swirl,sp-atk,110
alcremie-rainbow-swirl,sp-def,121
alcremie-rainbow-swirl,speed,64
falinks,hp,65
falinks,attack,100
falinks,defense,100
falinks,sp-atk,70
falinks,sp-def,60
falinks,speed,75
pincurchin,hp,48
pincurchin,attack,101
pincurchin,defense,95
pincurchin,sp-atk,91
pincurchin,sp-def,85
pincurchin,speed,15
snom,hp,30
snom,attack,25
snom,defense,35
snom,sp-atk,45
snom,sp-def,30
snom,speed,20
frosmoth,hp,70
frosmoth,attack,65
frosmoth,defense,60
frosmoth,sp-atk,125
frosmoth,sp-def,90
frosmoth,speed,65
stonjourner,hp,100
stonjourner,attack,125
stonjourner,defense,135
stonjourner,sp-atk,20
stonjourner,sp-def,20
stonjourner,speed,70
eiscue-ice-face,hp,75
eiscue-ice-face,attack,80
eiscue-ice-face,defense,110
eiscue-ice-face,sp-atk,65
eiscue-ice-face,sp-def,90
eiscue-ice-face,speed,50
eiscue-noice-face,hp,75
eiscue-noice-face,attack,80
eiscue-noice-face,defense,70
eiscue-noice-face,sp-atk,65
eiscue-noice-face,sp-def,50
eiscue-noice-face,speed,130
indeedee-male,hp,60
indeedee-male,attack,65
indeedee-male,defense,55
indeedee-male,sp-atk,105
indeedee-male,sp-def,95
indeedee-male,speed,95
indeedee-female,hp,70
indeedee-female,attack,55
indeedee-female,defense,65
indeedee-female,sp-atk,95
indeedee-female,sp-def,105
indeedee-female,speed,85
morpeko-full-belly-mode,hp,58
morpeko-full-belly-mode,attack,95
morpeko-full-belly-mode,defense,58
morpeko-full-belly-mode,sp-atk,70
morpeko-full-belly-mode,sp-def,58
morpeko-full-belly-mode,speed,97
morpeko-hangry-mode,hp,58
morpeko-hangry-mode,attack,95
morpeko-hangry-mode,defense,58
morpeko-hangry-mode,sp-atk,70
morpeko-hangry-mode,sp-def,58
morpeko-hangry-mode,speed,97
cufant,hp,72
cufant,attack,80
cufant,defense,49
cufant,sp-atk,40
cufant,sp-def,49
cufant,speed,40
copperajah,hp,122
copperajah,attack,130
copperajah,defense,69
copperajah,sp-atk,80
copperajah,sp-def,69
copperajah,speed,30
dracozolt,hp,90
dracozolt,attack,100
dracozolt,defense,90
dracozolt,sp-atk,80
dracozolt,sp-def,70
dracozolt,speed,75
arctozolt,hp,90
arctozolt,attack,100
arctozolt,defense,90
arctozolt,sp-atk,90
arctozolt,sp-def,80
arctozolt,speed,55
dracovish,hp,90
dracovish,attack,90
dracovish,defense,100
dracovish,sp-atk,70
dracovish,sp-def,80
dracovish,speed,75
arctovish,hp,90
arctovish,attack,90
arctovish,defense,100
arctovish,sp-atk,80
arctovish,sp-def,90
arctovish,speed,55
duraludon,hp,70
duraludon,attack,95
duraludon,defense,115
duraludon,sp-atk,120
duraludon,sp-def,50
duraludon,speed,85
dreepy,hp,28
dreepy,attack,60
dreepy,defense,30
dreepy,sp-atk,40
dreepy,sp-def,30
dreepy,speed,82
drakloak,hp,68
drakloak,attack,80
drakloak,defense,50
drakloak,sp-atk,60
drakloak,sp-def,50
drakloak,speed,102
dragapult,hp,88
dragapult,attack,120
dragapult,defense,75
dragapult,sp-atk,100
dragapult,sp-def,75
dragapult,speed,142
zacian-hero-of-many-battles,hp,92
zacian-hero-of-many-battles,attack,120
zacian-hero-of-many-battles,defense,115
zacian-hero-of-many-battles,sp-atk,80
zacian-hero-of-many-battles,sp-def,115
zacian-hero-of-many-battles,speed,138
zacian-crowned-sword,hp,92
zacian-crowned-sword,attack,150
zacian-crowned-sword,defense,115
zacian-crowned-sword,sp-atk,80
zacian-crowned-sword,sp-def,115
zacian-crowned-sword,speed,148
zamazenta-hero-of-many-battles,hp,92
zamazenta-hero-of-many-battles,attack,120
zamazenta-hero-of-many-battles,defense,115
zamazenta-hero-of-many-battles,sp-atk,80
zamazenta-hero-of-many-battles,sp-def,115
zamazenta-hero-of-many-battles,speed,138
zamazenta-crowned-shield,hp,92
zamazenta-crowned-shield,attack,120
zamazenta-crowned-shield,defense,140
zamazenta-crowned-shield,sp-atk,80
zamazenta-crowned-shield,sp-def,140
zamazenta-crowned-shield,speed,128
eternatus,hp,140
eternatus,attack,85
eternatus,defense,95
eternatus,sp-atk,145
eternatus,sp-def,95
eternatus,speed,130
eternatus-eternamax,hp,255
eternatus-eternamax,attack,115
eternatus-eternamax,defense,250
eternatus-eternamax,sp-atk,125
eternatus-eternamax,sp-def,250
eternatus-eternamax,speed,130
kubfu,hp,60
kubfu,attack,90
kubfu,defense,60
kubfu,sp-atk,53
kubfu,sp-def,50
kubfu,speed,72
urshifu-single-strike-style,hp,100
urshifu-single-strike-style,attack,130
urshifu-single-strike-style,defense,100
urshifu-single-strike-style,sp-atk,63
urshifu-single-strike-style,sp-def,60
urshifu-single-strike-style,speed,97
urshifu-rapid-strike-style,hp,100
urshifu-rapid-strike-style,attack,130
urshifu-rapid-strike-style,defense,100
urshifu-rapid-strike-style,sp-atk,63
urshifu-rapid-strike-style,sp-def,60
urshifu-rapid-strike-style,speed,97
zarude,hp,105
zarude,attack,120
zarude,defense,105
zarude,sp-atk,70
zarude,sp-def,95
zarude,speed,105
zarude-dada,hp,105
zarude-dada,attack,120
zarude-dada,defense,105
zarude-dada,sp-atk,70
zarude-dada,sp-def,95
zarude-dada,speed,105
regieleki,hp,80
regieleki,attack,100
regieleki,defense,50
regieleki,sp-atk,100
regieleki,sp-def,50
regieleki,speed,200
regidrago,hp,200
regidrago,attack,100
regidrago,defense,50
regidrago,sp-atk,100
regidrago,sp-def,50
regidrago,speed,80
glastrier,hp,100
glastrier,attack,145
glastrier,defense,130
glastrier,sp-atk,65
glastrier,sp-def,110
glastrier,speed,30
spectrier,hp,100
spectrier,attack,65
spectrier,defense,60
spectrier,sp-atk,145
spectrier,sp-def,80
spectrier,speed,130
calyrex,hp,100
calyrex,attack,80
calyrex,defense,80
calyrex,sp-atk,80
calyrex,sp-def,80
calyrex,speed,80
calyrex-ice-rider,hp,100
calyrex-ice-rider,attack,165
calyrex-ice-rider,defense,150
calyrex-ice-rider,sp-atk,85
calyrex-ice-rider,sp-def,130
calyrex-ice-rider,speed,50
calyrex-shadow-rider,hp,100
calyrex-shadow-rider,attack,85
calyrex-shadow-rider,defense,80
calyrex-shadow-rider,sp-atk,165
calyrex-shadow-rider,sp-def,100
calyrex-shadow-rider,speed,150
wyrdeer,hp,103
wyrdeer,attack,105
wyrdeer,defense,72
wyrdeer,sp-atk,105
wyrdeer,sp-def,75
wyrdeer,speed,65
kleavor,hp,70
kleavor,attack,135
kleavor,defense,95
kleavor,sp-atk,45
kleavor,sp-def,70
kleavor,speed,85
kleavor-lord-form,hp,70
kleavor-lord-form,attack,135
kleavor-lord-form,defense,95
kleavor-lord-form,sp-atk,45
kleavor-lord-form,sp-def,70
kleavor-lord-form,speed,85
ursaluna,hp,130
ursaluna,attack,140
ursaluna,defense,105
ursaluna,sp-atk,45
ursaluna,sp-def,80
ursaluna,speed,50
ursaluna-bloodmoon,hp,113
ursaluna-bloodmoon,attack,70
ursaluna-bloodmoon,defense,120
ursaluna-bloodmoon,sp-atk,135
ursaluna-bloodmoon,sp-def,65
ursaluna-bloodmoon,speed,52
basculegion-male,hp,120
basculegion-male,attack,112
basculegion-male,defense,65
basculegion-male,sp-atk,80
basculegion-male,sp-def,75
basculegion-male,speed,78
basculegion-female,hp,120
basculegion-female,attack,92
basculegion-female,defense,65
basculegion-female,sp-atk,100
basculegion-female,sp-def,75
basculegion-female,speed,78
sneasler,hp,80
sneasler,attack,130
sneasler,defense,60
sneasler,sp-atk,40
sneasler,sp-def,80
sneasler,speed,120
overqwil,hp,85
overqwil,attack,115
overqwil,defense,95
overqwil,sp-atk,65
overqwil,sp-def,65
overqwil,speed,85
enamorus-incarnate-forme,hp,74
enamorus-incarnate-forme,attack,115
