move_identifier,language,name
sleep-powder,zh-simp,催眠粉
sleep-powder,zh-trad,催眠粉
sleep-talk,jp-kana,ねごと
sleep-talk,jp-kanji,ねごと
sleep-talk,en,Sleep Talk
sleep-talk,fr,Blabla Dodo
sleep-talk,it,Sonnolalia
sleep-talk,de,Schlafrede
sleep-talk,es,Sonámbulo
sleep-talk,ko,잠꼬대
sleep-talk,zh-simp,梦话
sleep-talk,zh-trad,夢話
sludge,jp-kana,ヘドロこうげき
sludge,jp-kanji,ヘドロこうげき
sludge,en,Sludge
sludge,fr,Détritus
sludge,it,Fango
sludge,de,Schlammbad
sludge,es,Residuos
sludge,ko,오물공격
sludge,zh-simp,污泥攻击
sludge,zh-trad,污泥攻擊
sludge-bomb,jp-kana,ヘドロばくだん
sludge-bomb,jp-kanji,ヘドロばくだん
sludge-bomb,en,Sludge Bomb
sludge-bomb,fr,Bombe Beurk
sludge-bomb,it,Fangobomba
sludge-bomb,de,Matschbombe
sludge-bomb,es,Bomba Lodo
sludge-bomb,ko,오물폭탄
sludge-bomb,zh-simp,污泥炸弹
sludge-bomb,zh-trad,污泥炸彈
sludge-wave,jp-kana,ヘドロウェーブ
sludge-wave,jp-kanji,ヘドロウェーブ
sludge-wave,en,Sludge Wave
sludge-wave,fr,Cradovague
sludge-wave,it,Fangonda
sludge-wave,de,Schlammwoge
sludge-wave,es,Onda Tóxica
sludge-wave,ko,오물웨이브
sludge-wave,zh-simp,污泥波
sludge-wave,zh-trad,污泥波
smack-down,jp-kana,うちおとす
smack-down,jp-kanji,うちおとす
smack-down,en,Smack Down
smack-down,fr,Anti-Air
smack-down,it,Abbattimento
smack-down,de,Katapult
smack-down,es,Antiaéreo
smack-down,ko,떨어뜨리기
smack-down,zh-simp,击落
smack-down,zh-trad,擊落
smart-strike,jp-kana,スマートホーン
smart-strike,jp-kanji,スマートホーン
smart-strike,en,Smart Strike
smart-strike,fr,Estocorne
smart-strike,it,Sottilcorno
smart-strike,de,Schmalhorn
smart-strike,es,Cuerno Certero
smart-strike,ko,스마트혼
smart-strike,zh-simp,修长之角
smart-strike,zh-trad,修長之角
smelling-salts,jp-kana,きつけ
smelling-salts,jp-kanji,きつけ
smelling-salts,en,Smelling Salts
smelling-salts,fr,Stimulant
smelling-salts,it,Maniereforti
smelling-salts,de,Riechsalz
smelling-salts,es,Estímulo
smelling-salts,ko,정신차리기
smelling-salts,zh-simp,清醒
smelling-salts,zh-trad,清醒
smog,jp-kana,スモッグ
smog,jp-kanji,スモッグ
smog,en,Smog
smog,fr,Purédpois
smog,it,Smog
smog,de,Smog
smog,es,Polución
smog,ko,스모그
smog,zh-simp,浊雾
smog,zh-trad,濁霧
smokescreen,jp-kana,えんまく
smokescreen,jp-kanji,えんまく
smokescreen,en,Smokescreen
smokescreen,fr,Brouillard
smokescreen,it,Muro di Fumo
smokescreen,de,Rauchwolke
smokescreen,es,Pantalla de Humo
smokescreen,ko,연막
smokescreen,zh-simp,烟幕
smokescreen,zh-trad,煙幕
snap-trap,jp-kana,トラバサミ
snap-trap,jp-kanji,トラバサミ
snap-trap,en,Snap Trap
snap-trap,fr,Troquenard
snap-trap,it,Tagliola
snap-trap,de,Fangeisen
snap-trap,es,Cepo
snap-trap,ko,집게덫
snap-trap,zh-simp,捕兽夹
snap-trap,zh-trad,捕獸夾
snarl,jp-kana,バークアウト
snarl,jp-kanji,バークアウト
snarl,en,Snarl
snarl,fr,Aboiement
snarl,it,Urlorabbia
snarl,de,Standpauke
snarl,es,Alarido
snarl,ko,바크아웃
snarl,zh-simp,大声咆哮
snarl,zh-trad,大聲咆哮
snatch,jp-kana,よこどり
snatch,jp-kanji,よこどり
snatch,en,Snatch
snatch,fr,Saisie
snatch,it,Scippo
snatch,de,Übernahme
snatch,es,Robo
snatch,ko,가로채기
snatch,zh-simp,化为己用
snatch,zh-trad,搶奪
snipe-shot,jp-kana,ねらいうち
snipe-shot,jp-kanji,ねらいうち
snipe-shot,en,Snipe Shot
snipe-shot,fr,Tir de Précision
snipe-shot,it,Tiromirato
snipe-shot,de,Präzisionsschuss
snipe-shot,es,Disparo Certero
snipe-shot,ko,노려맞히기
snipe-shot,zh-simp,狙击
snipe-shot,zh-trad,狙擊
snore,jp-kana,いびき
snore,jp-kanji,いびき
snore,en,Snore
snore,fr,Ronflement
snore,it,Russare
snore,de,Schnarcher
snore,es,Ronquido
snore,ko,코골기
snore,zh-simp,打鼾
snore,zh-trad,打鼾
snowscape,jp-kana,ゆきげしき
snowscape,jp-kanji,ゆきげしき
snowscape,en,Snowscape
snowscape,fr,Chute de Neige
snowscape,it,Vista Innevata
snowscape,de,Schneelandschaft
snowscape,es,Paisaje Nevado
snowscape,ko,설경
snowscape,zh-simp,雪景
snowscape,zh-trad,雪景
soak,jp-kana,みずびたし
soak,jp-kanji,みずびたし
soak,en,Soak
soak,fr,Détrempage
soak,it,Inondazione
soak,de,Überflutung
soak,es,Empapar
soak,ko,물붓기
soak,zh-simp,浸水
soak,zh-trad,浸水
soft-boiled,jp-kana,タマゴうみ
soft-boiled,jp-kanji,タマゴうみ
soft-boiled,en,Soft-Boiled
soft-boiled,fr,E-Coque
soft-boiled,it,Covauova
soft-boiled,de,Weichei
soft-boiled,es,Ovocuración
soft-boiled,ko,알낳기
soft-boiled,zh-simp,生蛋
soft-boiled,zh-trad,生蛋
solar-beam,jp-kana,ソーラービーム
solar-beam,jp-kanji,ソーラービーム
solar-beam,en,Solar Beam
solar-beam,fr,Lance-Soleil
solar-beam,it,Solarraggio
solar-beam,de,Solarstrahl
solar-beam,es,Rayo Solar
solar-beam,ko,솔라빔
solar-beam,zh-simp,日光束
solar-beam,zh-trad,日光束
solar-blade,jp-kana,ソーラーブレード
solar-blade,jp-kanji,ソーラーブレード
solar-blade,en,Solar Blade
solar-blade,fr,Lame Solaire
solar-blade,it,Lama Solare
solar-blade,de,Solarklinge
solar-blade,es,Cuchilla Solar
solar-blade,ko,솔라블레이드
solar-blade,zh-simp,日光刃
solar-blade,zh-trad,日光刃
sonic-boom,jp-kana,ソニックブーム
sonic-boom,jp-kanji,ソニックブーム
sonic-boom,en,Sonic Boom
sonic-boom,fr,Sonic Boom
sonic-boom,it,Sonicboom
sonic-boom,de,Ultraschall
sonic-boom,es,Bomba Sónica
sonic-boom,ko,소닉붐
sonic-boom,zh-simp,音爆
sonic-boom,zh-trad,音爆
soul-stealing-7-star-strike,jp-kana,しちせいだっこんたい
soul-stealing-7-star-strike,jp-kanji,しちせいだっこんたい
soul-stealing-7-star-strike,en,Soul-Stealing 7-Star Strike
soul-stealing-7-star-strike,fr,Fauche-Âme des Sept Étoiles
soul-stealing-7-star-strike,it,Colpo Eptastellare Rubanima
soul-stealing-7-star-strike,de,Sternbild des Seelenraubes
soul-stealing-7-star-strike,es,Constelación Robaalmas
soul-stealing-7-star-strike,ko,칠성탈혼퇴
soul-stealing-7-star-strike,zh-simp,七星夺魂腿
soul-stealing-7-star-strike,zh-trad,七星奪魂腿
spacial-rend,jp-kana,あくうせつだん
spacial-rend,jp-kanji,あくうせつだん
spacial-rend,en,Spacial Rend
spacial-rend,fr,Spatio-Rift
spacial-rend,it,Fendispazio
spacial-rend,de,Raumschlag
spacial-rend,es,Corte Vacío
spacial-rend,ko,공간절단
spacial-rend,zh-simp,亚空裂斩
spacial-rend,zh-trad,亞空裂斬
spark,jp-kana,スパーク
spark,jp-kanji,スパーク
spark,en,Spark
spark,fr,Étincelle
spark,it,Scintilla
spark,de,Funkensprung
spark,es,Chispa
spark,ko,스파크
spark,zh-simp,电光
spark,zh-trad,電光
sparkling-aria,jp-kana,うたかたのアリア
sparkling-aria,jp-kanji,うたかたのアリア
sparkling-aria,en,Sparkling Aria
sparkling-aria,fr,Aria de l’Écume
sparkling-aria,it,Canto Effimero
sparkling-aria,de,Schaumserenade
sparkling-aria,es,Aria Burbuja
sparkling-aria,ko,물거품아리아
sparkling-aria,zh-simp,泡影的咏叹调
sparkling-aria,zh-trad,泡影的詠歎調
sparkly-swirl,jp-kana,きらきらストーム
sparkly-swirl,jp-kanji,きらきらストーム
sparkly-swirl,en,Sparkly Swirl
sparkly-swirl,fr,Évo-Fabulo
sparkly-swirl,it,Sbrilluccibufera
sparkly-swirl,de,Glitzersturm
sparkly-swirl,es,Sylveotornado
sparkly-swirl,ko,반짝반짝스톰
sparkly-swirl,zh-simp,亮亮风暴
sparkly-swirl,zh-trad,亮亮風暴
spectral-thief,jp-kana,シャドースチール
spectral-thief,jp-kanji,シャドースチール
spectral-thief,en,Spectral Thief
spectral-thief,fr,Clepto-Mânes
spectral-thief,it,Ombrafurto
spectral-thief,de,Diebesschatten
spectral-thief,es,Robasombra
spectral-thief,ko,섀도스틸
spectral-thief,zh-simp,暗影偷盗
spectral-thief,zh-trad,暗影偷盜
speed-swap,jp-kana,スピードスワップ
speed-swap,jp-kanji,スピードスワップ
speed-swap,en,Speed Swap
speed-swap,fr,Permuvitesse
speed-swap,it,Velociscambio
speed-swap,de,Initiativetausch
speed-swap,es,Cambiavelocidad
speed-swap,ko,스피드스왑
speed-swap,zh-simp,速度互换
speed-swap,zh-trad,速度互換
spicy-extract,jp-kana,ハバネロエキス
spicy-extract,jp-kanji,ハバネロエキス
spicy-extract,en,Spicy Extract
spicy-extract,fr,Habanerage
spicy-extract,it,Essenza Piccante
spicy-extract,de,Chili-Essenz
spicy-extract,es,Extracto Picante
spicy-extract,ko,하바네로엑기스
spicy-extract,zh-simp,辣椒精华
spicy-extract,zh-trad,辣椒精華
spider-web,jp-kana,クモのす
spider-web,jp-kanji,クモのす
spider-web,en,Spider Web
spider-web,fr,Toile
spider-web,it,Ragnatela
spider-web,de,Spinnennetz
spider-web,es,Telaraña
spider-web,ko,거미집
spider-web,zh-simp,蛛网
spider-web,zh-trad,蛛網
spike-cannon,jp-kana,とげキャノン
spike-cannon,jp-kanji,とげキャノン
spike-cannon,en,Spike Cannon
spike-cannon,fr,Picanon
spike-cannon,it,Sparalance
spike-cannon,de,Dornkanone
spike-cannon,es,Clavo Cañón
spike-cannon,ko,가시대포
spike-cannon,zh-simp,尖刺加农炮
spike-cannon,zh-trad,尖刺加農炮
spikes,jp-kana,まきびし
spikes,jp-kanji,まきびし
spikes,en,Spikes
spikes,fr,Picots
spikes,it,Punte
spikes,de,Stachler
spikes,es,Púas
spikes,ko,압정뿌리기
spikes,zh-simp,撒菱
spikes,zh-trad,撒菱
spiky-shield,jp-kana,ニードルガード
spiky-shield,jp-kanji,ニードルガード
spiky-shield,en,Spiky Shield
spiky-shield,fr,Pico-Défense
spiky-shield,it,Agodifesa
spiky-shield,de,Schutzstacheln
spiky-shield,es,Barrera Espinosa
spiky-shield,ko,니들가드
spiky-shield,zh-simp,尖刺防守
spiky-shield,zh-trad,尖刺防守
spin-out,jp-kana,ホイールスピン
spin-out,jp-kanji,ホイールスピン
spin-out,en,Spin Out
spin-out,fr,Dérapage
spin-out,it,Slittaruote
spin-out,de,Reifendrehung
spin-out,es,Quemarrueda
spin-out,ko,휠스핀
spin-out,zh-simp,疾速转轮
spin-out,zh-trad,疾速轉輪
spirit-break,jp-kana,ソウルクラッシュ
spirit-break,jp-kanji,ソウルクラッシュ
spirit-break,en,Spirit Break
spirit-break,fr,Choc Émotionnel
spirit-break,it,Frantumanima
spirit-break,de,Seelenbruch
spirit-break,es,Choque Anímico
spirit-break,ko,소울크래시
spirit-break,zh-simp,灵魂冲击
spirit-break,zh-trad,靈魂衝擊
spirit-shackle,jp-kana,かげぬい
spirit-shackle,jp-kanji,かげぬい
spirit-shackle,en,Spirit Shackle
spirit-shackle,fr,Tisse Ombre
spirit-shackle,it,Cucitura d’Ombra
spirit-shackle,de,Schattenfessel
spirit-shackle,es,Puntada Sombría
spirit-shackle,ko,그림자꿰매기
spirit-shackle,zh-simp,缝影
spirit-shackle,zh-trad,縫影
spit-up,jp-kana,はきだす
spit-up,jp-kanji,はきだす
spit-up,en,Spit Up
spit-up,fr,Relâche
spit-up,it,Sfoghenergia
spit-up,de,Entfessler
spit-up,es,Escupir
spit-up,ko,토해내기
spit-up,zh-simp,喷出
spit-up,zh-trad,噴出
spite,jp-kana,うらみ
spite,jp-kanji,うらみ
spite,en,Spite
spite,fr,Dépit
spite,it,Dispetto
spite,de,Groll
spite,es,Rencor
spite,ko,원한
spite,zh-simp,怨恨
spite,zh-trad,怨恨
splash,jp-kana,はねる
splash,jp-kanji,はねる
splash,en,Splash
splash,fr,Trempette
splash,it,Splash
splash,de,Platscher
splash,es,Salpicadura
splash,ko,튀어오르기
splash,zh-simp,跃起
splash,zh-trad,躍起
splintered-stormshards,jp-kana,ラジアルエッジストーム
splintered-stormshards,jp-kanji,ラジアルエッジストーム
splintered-stormshards,en,Splintered Stormshards
splintered-stormshards,fr,Hurlement des Roches-Lames
splintered-stormshards,it,Litotempesta Radiale
splintered-stormshards,de,Fataler Steinregen
splintered-stormshards,es,Tempestad Rocosa
splintered-stormshards,ko,레이디얼에지스톰
splintered-stormshards,zh-simp,狼啸石牙飓风暴
splintered-stormshards,zh-trad,狼嘯石牙颶風暴
splishy-splash,jp-kana,ざぶざぶサーフ
splishy-splash,jp-kanji,ざぶざぶサーフ
splishy-splash,en,Splishy Splash
splishy-splash,fr,Pika-Splash
splishy-splash,it,Surfasplash
splishy-splash,de,Plätschersurfer
splishy-splash,es,Salpikasurf
splishy-splash,ko,참방참방서핑
splishy-splash,zh-simp,滔滔冲浪
splishy-splash,zh-trad,滔滔衝浪
spore,jp-kana,キノコのほうし
spore,jp-kanji,キノコのほうし
spore,en,Spore
spore,fr,Spore
spore,it,Spora
spore,de,Pilzspore
spore,es,Espora
spore,ko,버섯포자
spore,zh-simp,蘑菇孢子
spore,zh-trad,蘑菇孢子
spotlight,jp-kana,スポットライト
spotlight,jp-kanji,スポットライト
spotlight,en,Spotlight
spotlight,fr,Projecteur
spotlight,it,Riflettore
spotlight,de,Rampenlicht
spotlight,es,Foco
spotlight,ko,스포트라이트
spotlight,zh-simp,聚光灯
spotlight,zh-trad,聚光燈
springtide-storm,jp-kana,はるのあらし
springtide-storm,jp-kanji,はるのあらし
springtide-storm,en,Springtide Storm
springtide-storm,fr,Typhon Passionné
springtide-storm,it,Tempesta Zefirea
springtide-storm,de,Frühlingsorkan
springtide-storm,es,Ciclón Primavera
springtide-storm,ko,봄의폭풍
springtide-storm,zh-simp,阳春风暴
springtide-storm,zh-trad,陽春風暴
stealth-rock,jp-kana,ステルスロック
stealth-rock,jp-kanji,ステルスロック
stealth-rock,en,Stealth Rock
stealth-rock,fr,Piège de Roc
stealth-rock,it,Levitoroccia
stealth-rock,de,Tarnsteine
stealth-rock,es,Trampa Rocas
stealth-rock,ko,스텔스록
stealth-rock,zh-simp,隐形岩
stealth-rock,zh-trad,隱形岩
steam-eruption,jp-kana,スチームバースト
steam-eruption,jp-kanji,スチームバースト
steam-eruption,en,Steam Eruption
steam-eruption,fr,Jet de Vapeur
steam-eruption,it,Vaporscoppio
steam-eruption,de,Dampfschwall
steam-eruption,es,Chorro de Vapor
steam-eruption,ko,스팀버스트
steam-eruption,zh-simp,蒸汽爆炸
steam-eruption,zh-trad,蒸汽爆炸
steamroller,jp-kana,ハードローラー
steamroller,jp-kanji,ハードローラー
steamroller,en,Steamroller
steamroller,fr,Bulldoboule
steamroller,it,Rulloduro
steamroller,de,Quetschwalze
steamroller,es,Rodillo de Púas
steamroller,ko,하드롤러
steamroller,zh-simp,疯狂滚压
steamroller,zh-trad,瘋狂滾壓
steel-beam,jp-kana,てっていこうせん
steel-beam,jp-kanji,てっていこうせん
steel-beam,en,Steel Beam
steel-beam,fr,Métalaser
steel-beam,it,Raggio d’Acciaio
steel-beam,de,Stahlstrahl
steel-beam,es,Metaláser
steel-beam,ko,철제광선
steel-beam,zh-simp,铁蹄光线
steel-beam,zh-trad,鐵蹄光線
steel-roller,jp-kana,アイアンローラー
steel-roller,jp-kanji,アイアンローラー
steel-roller,en,Steel Roller
steel-roller,fr,Métalliroue
steel-roller,it,Ferrorullo
steel-roller,de,Eisenwalze
steel-roller,es,Allanador Férreo
steel-roller,ko,아이언롤러
steel-roller,zh-simp,铁滚轮
steel-roller,zh-trad,鐵滾輪
steel-wing,jp-kana,はがねのつばさ
steel-wing,jp-kanji,はがねのつばさ
steel-wing,en,Steel Wing
steel-wing,fr,Ailes d’Acier
steel-wing,it,Alacciaio
steel-wing,de,Stahlflügel
steel-wing,es,Ala de Acero
steel-wing,ko,강철날개
steel-wing,zh-simp,钢翼
steel-wing,zh-trad,鋼翼
sticky-web,jp-kana,ねばねばネット
sticky-web,jp-kanji,ねばねばネット
sticky-web,en,Sticky Web
sticky-web,fr,Toile Gluante
sticky-web,it,Rete Vischiosa
sticky-web,de,Klebenetz
sticky-web,es,Red Viscosa
sticky-web,ko,끈적끈적네트
sticky-web,zh-simp,黏黏网
sticky-web,zh-trad,黏黏網
stockpile,jp-kana,たくわえる
stockpile,jp-kanji,たくわえる
stockpile,en,Stockpile
stockpile,fr,Stockage
stockpile,it,Accumulo
stockpile,de,Horter
stockpile,es,Reserva
stockpile,ko,비축하기
stockpile,zh-simp,蓄力
stockpile,zh-trad,蓄力
stoked-sparksurfer,jp-kana,ライトニングサーフライド
stoked-sparksurfer,jp-kanji,ライトニングサーフライド
stoked-sparksurfer,en,Stoked Sparksurfer
stoked-sparksurfer,fr,Électro-Surf Survolté
stoked-sparksurfer,it,Elettrosurf Folgorante
stoked-sparksurfer,de,Blitz-Wellenritt
stoked-sparksurfer,es,Surfeo Galvánico
stoked-sparksurfer,ko,라이트닝서프라이드
stoked-sparksurfer,zh-simp,驾雷驭电戏冲浪
stoked-sparksurfer,zh-trad,駕雷馭電戲衝浪
stomp,jp-kana,ふみつけ
stomp,jp-kanji,ふみつけ
stomp,en,Stomp
stomp,fr,Écrasement
stomp,it,Pestone
stomp,de,Stampfer
stomp,es,Pisotón
stomp,ko,짓밟기
stomp,zh-simp,踩踏
stomp,zh-trad,踩踏
stomping-tantrum,jp-kana,じだんだ
stomping-tantrum,jp-kanji,じだんだ
stomping-tantrum,en,Stomping Tantrum
stomping-tantrum,fr,Trépignement
stomping-tantrum,it,Battipiedi
stomping-tantrum,de,Fruststampfer
stomping-tantrum,es,Pataleta
stomping-tantrum,ko,분함의발구르기
stomping-tantrum,zh-simp,跺脚
stomping-tantrum,zh-trad,跺腳
stone-axe,jp-kana,がんせきアックス
stone-axe,jp-kanji,がんせきアックス
stone-axe,en,Stone Axe
stone-axe,fr,Hache de Pierre
stone-axe,it,Rocciascure
stone-axe,de,Felsaxt
stone-axe,es,Hachazo Pétreo
stone-axe,ko,암석액스
stone-axe,zh-simp,岩斧
stone-axe,zh-trad,岩斧
stone-edge,jp-kana,ストーンエッジ
stone-edge,jp-kanji,ストーンエッジ
stone-edge,en,Stone Edge
stone-edge,fr,Lame de Roc
stone-edge,it,Pietrataglio
stone-edge,de,Steinkante
stone-edge,es,Roca Afilada
stone-edge,ko,스톤에지
stone-edge,zh-simp,尖石攻击
stone-edge,zh-trad,尖石攻擊
stored-power,jp-kana,アシストパワー
stored-power,jp-kanji,アシストパワー
stored-power,en,Stored Power
stored-power,fr,Force Ajoutée
stored-power,it,Veicolaforza
stored-power,de,Kraftvorrat
stored-power,es,Poder Reserva
stored-power,ko,어시스트파워
stored-power,zh-simp,辅助力量
stored-power,zh-trad,輔助力量
storm-throw,jp-kana,やまあらし
storm-throw,jp-kanji,やまあらし
storm-throw,en,Storm Throw
storm-throw,fr,Yama Arashi
storm-throw,it,Tempestretta
storm-throw,de,Bergsturm
storm-throw,es,Llave Corsé
storm-throw,ko,업어후리기
storm-throw,zh-simp,山岚摔
storm-throw,zh-trad,山嵐摔
strange-steam,jp-kana,ワンダースチーム
strange-steam,jp-kanji,ワンダースチーム
strange-steam,en,Strange Steam
strange-steam,fr,Vapeur Féérique
strange-steam,it,Vapore Incantato
strange-steam,de,Wunderdampf
strange-steam,es,Cautivapor
strange-steam,ko,원더스팀
strange-steam,zh-simp,神奇蒸汽
strange-steam,zh-trad,神奇蒸汽
strength,jp-kana,かいりき
strength,jp-kanji,かいりき
strength,en,Strength
strength,fr,Force
strength,it,Forza
strength,de,Stärke
strength,es,Fuerza
strength,ko,괴력
strength,zh-simp,怪力
strength,zh-trad,怪力
strength-sap,jp-kana,ちからをすいとる
strength-sap,jp-kanji,ちからをすいとる
strength-sap,en,Strength Sap
strength-sap,fr,Vole-Force
strength-sap,it,Assorbiforza
strength-sap,de,Kraftabsorber
strength-sap,es,Absorbefuerza
strength-sap,ko,힘흡수
strength-sap,zh-simp,吸取力量
strength-sap,zh-trad,吸取力量
string-shot,jp-kana,いとをはく
string-shot,jp-kanji,いとをはく
string-shot,en,String Shot
string-shot,fr,Sécrétion
string-shot,it,Millebave
string-shot,de,Fadenschuss
string-shot,es,Disparo Demora
string-shot,ko,실뿜기
string-shot,zh-simp,吐丝
string-shot,zh-trad,吐絲
struggle,jp-kana,わるあがき
struggle,jp-kanji,わるあがき
struggle,en,Struggle
struggle,fr,Lutte
struggle,it,Scontro
struggle,de,Verzweifler
struggle,es,Forcejeo
struggle,ko,발버둥
struggle,zh-simp,挣扎
struggle,zh-trad,掙扎
struggle-bug,jp-kana,むしのていこう
struggle-bug,jp-kanji,むしのていこう
struggle-bug,en,Struggle Bug
struggle-bug,fr,Survinsecte
struggle-bug,it,Entomoblocco
struggle-bug,de,Käfertrutz
struggle-bug,es,Estoicismo
struggle-bug,ko,벌레의저항
struggle-bug,zh-simp,虫之抵抗
struggle-bug,zh-trad,蟲之抵抗
stuff-cheeks,jp-kana,ほおばる
stuff-cheeks,jp-kanji,ほおばる
stuff-cheeks,en,Stuff Cheeks
stuff-cheeks,fr,Garde-à-Joues
stuff-cheeks,it,Riempiguance
stuff-cheeks,de,Backenstopfer
stuff-cheeks,es,Atiborramiento
stuff-cheeks,ko,볼가득넣기
stuff-cheeks,zh-simp,大快朵颐
stuff-cheeks,zh-trad,大快朵頤
stun-spore,jp-kana,しびれごな
stun-spore,jp-kanji,しびれごな
stun-spore,en,Stun Spore
stun-spore,fr,Para-Spore
stun-spore,it,Paralizzante
stun-spore,de,Stachelspore
stun-spore,es,Paralizador
stun-spore,ko,저리가루
stun-spore,zh-simp,麻痹粉
stun-spore,zh-trad,麻痺粉
submission,jp-kana,じごくぐるま
submission,jp-kanji,じごくぐるま
submission,en,Submission
submission,fr,Sacrifice
submission,it,Sottomissione
submission,de,Überroller
submission,es,Sumisión
submission,ko,지옥의바퀴
submission,zh-simp,深渊翻滚
submission,zh-trad,地獄翻滾
substitute,jp-kana,みがわり
substitute,jp-kanji,みがわり
substitute,en,Substitute
substitute,fr,Clonage
substitute,it,Sostituto
substitute,de,Delegator
substitute,es,Sustituto
substitute,ko,대타출동
substitute,zh-simp,替身
substitute,zh-trad,替身
subzero-slammer--physical,jp-kana,レイジングジオフリーズ
subzero-slammer--physical,jp-kanji,レイジングジオフリーズ
subzero-slammer--physical,en,Subzero Slammer
subzero-slammer--physical,fr,Laser Cryogénique
subzero-slammer--physical,it,Criodistruzione Polare
subzero-slammer--physical,de,Tobender Geofrost
subzero-slammer--physical,es,Crioaliento Despiadado
subzero-slammer--physical,ko,레이징지오프리즈
subzero-slammer--physical,zh-simp,激狂大地万里冰
subzero-slammer--physical,zh-trad,激狂大地萬里冰
subzero-slammer--special,jp-kana,レイジングジオフリーズ
subzero-slammer--special,jp-kanji,レイジングジオフリーズ
subzero-slammer--special,en,Subzero Slammer
subzero-slammer--special,fr,Laser Cryogénique
subzero-slammer--special,it,Criodistruzione Polare
subzero-slammer--special,de,Tobender Geofrost
subzero-slammer--special,es,Crioaliento Despiadado
subzero-slammer--special,ko,레이징지오프리즈
subzero-slammer--special,zh-simp,激狂大地万里冰
subzero-slammer--special,zh-trad,激狂大地萬里冰
sucker-punch,jp-kana,ふいうち
sucker-punch,jp-kanji,ふいうち
sucker-punch,en,Sucker Punch
sucker-punch,fr,Coup Bas
sucker-punch,it,Sbigoattacco
sucker-punch,de,Tiefschlag
sucker-punch,es,Golpe Bajo
sucker-punch,ko,기습
sucker-punch,zh-simp,突袭
sucker-punch,zh-trad,突襲
sunny-day,jp-kana,にほんばれ
sunny-day,jp-kanji,にほんばれ
sunny-day,en,Sunny Day
sunny-day,fr,Zénith
sunny-day,it,Giornodisole
sunny-day,de,Sonnentag
sunny-day,es,Día Soleado
sunny-day,ko,쾌청
sunny-day,zh-simp,大晴天
sunny-day,zh-trad,大晴天
sunsteel-strike,jp-kana,メテオドライブ
sunsteel-strike,jp-kanji,メテオドライブ
sunsteel-strike,en,Sunsteel Strike
sunsteel-strike,fr,Choc Météore
sunsteel-strike,it,Astrocarica
sunsteel-strike,de,Stahlgestirn
sunsteel-strike,es,Meteoimpacto
sunsteel-strike,ko,메테오드라이브
sunsteel-strike,zh-simp,流星闪冲
sunsteel-strike,zh-trad,流星閃衝
super-fang,jp-kana,いかりのまえば
super-fang,jp-kanji,いかりのまえば
super-fang,en,Super Fang
super-fang,fr,Croc Fatal
super-fang,it,Superzanna
super-fang,de,Superzahn
super-fang,es,Superdiente
super-fang,ko,분노의앞니
super-fang,zh-simp,愤怒门牙
super-fang,zh-trad,憤怒門牙
supercell-slam,jp-kana,サンダーダイブ
supercell-slam,jp-kanji,サンダーダイブ
supercell-slam,en,Supercell Slam
supercell-slam,fr,Volt Assaut
supercell-slam,it,Elettrotuffo
supercell-slam,de,Donnerstoß
supercell-slam,es,Plancha Voltaica
supercell-slam,ko,썬더다이브
supercell-slam,zh-simp,闪电强袭
supercell-slam,zh-trad,閃電強襲
superpower,jp-kana,ばかぢから
superpower,jp-kanji,ばかぢから
superpower,en,Superpower
superpower,fr,Surpuissance
superpower,it,Troppoforte
superpower,de,Kraftkoloss
superpower,es,Fuerza Bruta
superpower,ko,엄청난힘
superpower,zh-simp,蛮力
superpower,zh-trad,蠻力
supersonic,jp-kana,ちょうおんぱ
supersonic,jp-kanji,ちょうおんぱ
supersonic,en,Supersonic
supersonic,fr,Ultrason
supersonic,it,Supersuono
supersonic,de,Superschall
supersonic,es,Supersónico
supersonic,ko,초음파
supersonic,zh-simp,超音波
supersonic,zh-trad,超音波
supersonic-skystrike--physical,jp-kana,ファイナルダイブクラッシュ
supersonic-skystrike--physical,jp-kanji,ファイナルダイブクラッシュ
supersonic-skystrike--physical,en,Supersonic Skystrike
supersonic-skystrike--physical,fr,Piqué Supersonique
supersonic-skystrike--physical,it,Picchiata Devastante
supersonic-skystrike--physical,de,Finaler Steilflug
supersonic-skystrike--physical,es,Picado Supersónico
supersonic-skystrike--physical,ko,파이널다이브클래시
supersonic-skystrike--physical,zh-simp,极速俯冲轰烈撞
supersonic-skystrike--physical,zh-trad,極速俯衝轟烈撞
supersonic-skystrike--special,jp-kana,ファイナルダイブクラッシュ
supersonic-skystrike--special,jp-kanji,ファイナルダイブクラッシュ
supersonic-skystrike--special,en,Supersonic Skystrike
supersonic-skystrike--special,fr,Piqué Supersonique
supersonic-skystrike--special,it,Picchiata Devastante
supersonic-skystrike--special,de,Finaler Steilflug
supersonic-skystrike--special,es,Picado Supersónico
supersonic-skystrike--special,ko,파이널다이브클래시
supersonic-skystrike--special,zh-simp,极速俯冲轰烈撞
supersonic-skystrike--special,zh-trad,極速俯衝轟烈撞
surf,jp-kana,なみのり
surf,jp-kanji,なみのり
surf,en,Surf
surf,fr,Surf
surf,it,Surf
surf,de,Surfer
surf,es,Surf
surf,ko,파도타기
surf,zh-simp,冲浪
surf,zh-trad,衝浪
surging-strikes,jp-kana,すいりゅうれんだ
surging-strikes,jp-kanji,すいりゅうれんだ
surging-strikes,en,Surging Strikes
surging-strikes,fr,Torrent de Coups
surging-strikes,it,Idroraffica
